"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet"
"4493","JO1076","MSC MSM f","Salt","Other Ingredients",2,"g/kg",0.1999800019998
"4494","JO1076","MSC MSM f","Lime","Supplement",6,"g/kg",0.5999400059994
"4495","JO1076","MSC MSM f","Avatec","Supplement",0.2,"g/kg",0.01999800019998
"4496","JO1076","MSC MSM f","Minerals and Vitamins Mix","Supplement",2,"g/kg",0.1999800019998
"4497","JO1076","MSC MSM f","Lysine","Supplement",5.3,"g/kg",0.52994700529947
"4498","JO1076","MSC MSM f","Dicalcium Phosphate","Supplement",0.4,"g/kg",0.03999600039996
"4499","JO1076","MSC MSM f","Phytase","Supplement",0.1,"g/kg",0.00999900009999
"4500","JO1076","MSC MSM f","Threonine","Supplement",1.4,"g/kg",0.13998600139986
"4501","JO1076","MSC MSM f","Sclerocarya birrea seed cake Ground","Forage Plants",140,"g/kg",13.998600139986
"4502","JO1076","MSC MSM f","Mucuna pruriens Ground","Forage Plants",80,"g/kg",7.999200079992
"4503","JO1076","MSC MSM f","Zinc","Other Ingredients",0.7,"g/kg",0.06999300069993
"4504","JO1076","MSC MSM f","Binder","Other Ingredients",10,"g/kg",0.999900009999
"4505","JO1076","MSC MSM f","Sunflower Seed Cake","Crop Byproduct",83.1,"g/kg",8.30916908309169
"4506","JO1076","MSC MSM f","Maize","Crop Product",539.9,"g/kg",53.984601539846
"4507","JO1076","MSC MSM f","Methionine","Supplement",2.4,"g/kg",0.23997600239976
"4508","JO1076","MSC MSM f","Wheat Bran","Crop Byproduct",123.9,"g/kg",12.3887611238876
"4509","JO1076","MSC MSM f","Bicarbonate of Soda","Other Ingredients",2.7,"g/kg",0.26997300269973
"4510","JO1076","MSC MSM g","Phytase","Supplement",0.1,"g/kg",0.00999800039992002
"4511","JO1076","MSC MSM g","Lysine","Supplement",5.7,"g/kg",0.569886022795441
"4512","JO1076","MSC MSM g","L-Tryptophan","Supplement",0.1,"g/kg",0.00999800039992002
"4513","JO1076","MSC MSM g","Salt","Other Ingredients",1.2,"g/kg",0.11997600479904
"4514","JO1076","MSC MSM g","Mucuna pruriens Ground","Forage Plants",90,"g/kg",8.99820035992802
"4515","JO1076","MSC MSM g","Maize","Crop Product",457.1,"g/kg",45.7008598280344
"4516","JO1076","MSC MSM g","Methionine","Supplement",3.5,"g/kg",0.349930013997201
"4517","JO1076","MSC MSM g","Lime","Supplement",15,"g/kg",1.499700059988
"4518","JO1076","MSC MSM g","Bicarbonate of Soda","Other Ingredients",3.1,"g/kg",0.309938012397521
"4519","JO1076","MSC MSM g","Binder","Other Ingredients",10,"g/kg",0.999800039992002
"4520","JO1076","MSC MSM g","Dicalcium Phosphate","Supplement",2.3,"g/kg",0.22995400919816
"4521","JO1076","MSC MSM g","Minerals and Vitamins Mix","Supplement",2,"g/kg",0.1999600079984
"4522","JO1076","MSC MSM g","Sclerocarya birrea seed cake Ground","Forage Plants",150,"g/kg",14.99700059988
"4523","JO1076","MSC MSM g","Avatec","Supplement",0.2,"g/kg",0.01999600079984
"4524","JO1076","MSC MSM g","Sunflower Seed Cake","Crop Byproduct",67,"g/kg",6.69866026794641
"4525","JO1076","MSC MSM g","Zinc","Other Ingredients",0.7,"g/kg",0.0699860027994401
"4526","JO1076","MSC MSM g","Wheat Bran","Crop Byproduct",190.2,"g/kg",19.0161967606479
"4527","JO1076","MSC MSM g","Threonine","Supplement",2,"g/kg",0.1999600079984
"4528","JO1076","MSC MSM s","Threonine","Supplement",2.080511,"g",0.23
"4529","JO1076","MSC MSM s","Dicalcium Phosphate","Supplement",1.80914,"g",0.2
"4530","JO1076","MSC MSM s","Sunflower Seed Cake","Crop Byproduct",125.192488,"g",13.84
"4531","JO1076","MSC MSM s","Lysine","Supplement",5.789248,"g",0.64
"4532","JO1076","MSC MSM s","Phytase","Supplement",0.090457,"g",0.01
"4533","JO1076","MSC MSM s","L-Tryptophan","Supplement",0.0090457,"g",0.001
"4534","JO1076","MSC MSM s","Lime","Supplement",18.0914,"g",2
"4535","JO1076","MSC MSM s","Avatec","Supplement",0.180914,"g",0.02
"4536","JO1076","MSC MSM s","Bicarbonate of Soda","Other Ingredients",2.532796,"g",0.28
"4537","JO1076","MSC MSM s","Binder","Other Ingredients",9.0457,"g",1
"4538","JO1076","MSC MSM s","Wheat Bran","Crop Byproduct",215.378117,"g",23.81
"4539","JO1076","MSC MSM s","Zinc","Other Ingredients",0.633199,"g",0.07
"4540","JO1076","MSC MSM s","Methionine","Supplement",2.985081,"g",0.33
"4541","JO1076","MSC MSM s","Salt","Other Ingredients",1.628226,"g",0.18
"4542","JO1076","MSC MSM s","Minerals and Vitamins Mix","Supplement",2.71371,"g",0.3
"4543","JO1076","MSC MSM s","Mucuna pruriens Ground","Forage Plants",90.457,"g",10
"4544","JO1076","MSC MSM s","Maize","Crop Product",283.673152,"g",31.36
"4545","JO1076","MSC MSM s","Sclerocarya birrea seed cake Ground","Forage Plants",142.469775,"g",15.75
"4546","JO1076","SBM f","Zinc","Other Ingredients",0.7,"g/kg",0.07
"4547","JO1076","SBM f","Sunflower Seed Cake","Crop Byproduct",165.9,"g/kg",16.59
"4548","JO1076","SBM f","Minerals and Vitamins Mix","Supplement",2,"g/kg",0.2
"4549","JO1076","SBM f","Threonine","Supplement",2.2,"g/kg",0.22
"4550","JO1076","SBM f","Binder","Other Ingredients",10,"g/kg",1
"4551","JO1076","SBM f","Soybean Cake Ground","Crop Byproduct",101.2,"g/kg",10.12
"4552","JO1076","SBM f","Soybean Oil","Crop Product",23.3,"g/kg",2.33
"4553","JO1076","SBM f","Phytase","Supplement",0.1,"g/kg",0.01
"4554","JO1076","SBM f","Salt","Other Ingredients",2.6,"g/kg",0.26
"4555","JO1076","SBM f","Maize","Crop Product",648,"g/kg",64.8
"4556","JO1076","SBM f","Dicalcium Phosphate","Supplement",5.8,"g/kg",0.58
"4557","JO1076","SBM f","Avatec","Supplement",0.2,"g/kg",0.02
"4558","JO1076","SBM f","Bicarbonate of Soda","Other Ingredients",2.1,"g/kg",0.21
"4559","JO1076","SBM f","Lime","Supplement",2,"g/kg",0.2
"4560","JO1076","SBM f","Methionine","Supplement",3.2,"g/kg",0.32
"4561","JO1076","SBM f","Lysine","Supplement",30,"g/kg",3
"4562","JO1076","SBM f","L-Tryptophan","Supplement",0.7,"g/kg",0.07
"4563","JO1076","SBM g","Dicalcium Phosphate","Supplement",8,"g/kg",0.79968012794882
"4564","JO1076","SBM g","Salt","Other Ingredients",2.1,"g/kg",0.209916033586565
"4565","JO1076","SBM g","Methionine","Supplement",3.6,"g/kg",0.359856057576969
"4566","JO1076","SBM g","L-Tryptophan","Supplement",1.2,"g/kg",0.119952019192323
"4567","JO1076","SBM g","Lime","Supplement",12,"g/kg",1.19952019192323
"4568","JO1076","SBM g","Maize","Crop Product",628.2,"g/kg",62.7948820471811
"4569","JO1076","SBM g","Soybean Cake Ground","Crop Byproduct",43,"g/kg",4.29828068772491
"4570","JO1076","SBM g","Minerals and Vitamins Mix","Supplement",2,"g/kg",0.199920031987205
"4571","JO1076","SBM g","Phytase","Supplement",0.1,"g/kg",0.00999600159936026
"4572","JO1076","SBM g","Threonine","Supplement",3.2,"g/kg",0.319872051179528
"4573","JO1076","SBM g","Zinc","Other Ingredients",0.7,"g/kg",0.0699720111955218
"4574","JO1076","SBM g","Binder","Other Ingredients",10,"g/kg",0.999600159936025
"4575","JO1076","SBM g","Lysine","Supplement",30,"g/kg",2.99880047980808
"4576","JO1076","SBM g","Bicarbonate of Soda","Other Ingredients",2.1,"g/kg",0.209916033586565
"4577","JO1076","SBM g","Sunflower Seed Cake","Crop Byproduct",225.5,"g/kg",22.5409836065574
"4578","JO1076","SBM g","Soybean Oil","Crop Product",28.5,"g/kg",2.84886045581767
"4579","JO1076","SBM g","Avatec","Supplement",0.2,"g/kg",0.0199920031987205
"4580","JO1076","SBM s","Bicarbonate of Soda","Other Ingredients",1.945123,"g",0.17
"4581","JO1076","SBM s","Lysine","Supplement",4.119084,"g",0.36
"4582","JO1076","SBM s","Dicalcium Phosphate","Supplement",10.183291,"g",0.89
"4583","JO1076","SBM s","Binder","Other Ingredients",11.4419,"g",1
"4584","JO1076","SBM s","Methionine","Supplement",3.43257,"g",0.3
"4585","JO1076","SBM s","Lime","Supplement",13.615861,"g",1.19
"4586","JO1076","SBM s","Choline Cloride","Supplement",1.716285,"g",0.15
"4587","JO1076","SBM s","Avatec","Supplement",0.228838,"g",0.02
"4588","JO1076","SBM s","Sunflower Seed Cake","Crop Byproduct",65.676506,"g",5.74
"4589","JO1076","SBM s","Threonine","Supplement",1.373028,"g",0.12
"4590","JO1076","SBM s","Maize","Crop Product",659.854373,"g",57.67
"4591","JO1076","SBM s","Soybean Cake Ground","Crop Byproduct",343.485838,"g",30.02
"4592","JO1076","SBM s","Soybean Oil","Crop Product",17.963783,"g",1.57
"4593","JO1076","SBM s","Zinc","Other Ingredients",0.800933,"g",0.07
"4594","JO1076","SBM s","Phytase","Supplement",0.114419,"g",0.01
"4595","JO1076","SBM s","Minerals and Vitamins Mix","Supplement",3.43257,"g",0.3
"4596","JO1076","SBM s","Salt","Other Ingredients",3.318151,"g",0.29
"4597","JO1077","Diet 1","Vegetable Oil","Crop Product",0.41755,"g",0.5
"4598","JO1077","Diet 1","Soybean Cake Ground","Crop Byproduct",16.702,"g",20
"4599","JO1077","Diet 1","Lime","Supplement",6.26325,"g",7.5
"4600","JO1077","Diet 1","Maize","Crop Product",50.9411,"g",61
"4601","JO1077","Diet 2","Vegetable Oil","Crop Product",0.4446,"g",0.5
"4602","JO1077","Diet 2","Lime","Supplement",6.669,"g",7.5
"4603","JO1077","Diet 2","Maize","Crop Product",54.2412,"g",61
"4604","JO1077","Diet 2","Soybean Cake Ground","Crop Byproduct",17.784,"g",20
"4605","JO1077","Diet 2","Natuzyme","Prebiotic",0.031122,"g",0.035
"4606","JO1077","Diet 3","Maize","Crop Product",42.8349,"g",51
"4607","JO1077","Diet 3","Vegetable Oil","Crop Product",0.41995,"g",0.5
"4608","JO1077","Diet 3","Lime","Supplement",6.29925,"g",7.5
"4609","JO1077","Diet 3","Soybean Cake Ground","Crop Byproduct",8.399,"g",10
"4610","JO1077","Diet 3","Moringa oleifera Ground","Forage Plants",16.798,"g",20
"4611","JO1077","Diet 4","Soybean Cake Ground","Crop Byproduct",8.891,"g",10
"4612","JO1077","Diet 4","Natuzyme","Prebiotic",0.0311185,"g",0.035
"4613","JO1077","Diet 4","Maize","Crop Product",45.3441,"g",51
"4614","JO1077","Diet 4","Moringa oleifera Ground","Forage Plants",17.782,"g",20
"4615","JO1077","Diet 4","Lime","Supplement",6.66825,"g",7.5
"4616","JO1077","Diet 4","Vegetable Oil","Crop Product",0.44455,"g",0.5
"4617","JO1077","Diet 5","Maize","Crop Product",30.648,"g",40
"4618","JO1077","Diet 5","Vegetable Oil","Crop Product",0.7662,"g",1
"4619","JO1077","Diet 5","Moringa oleifera Ground","Forage Plants",30.648,"g",40
"4620","JO1077","Diet 5","Soybean Cake Ground","Crop Byproduct",3.831,"g",5
"4621","JO1077","Diet 5","Lime","Supplement",2.2986,"g",3
"4622","JO1077","Diet 6","Maize","Crop Product",29.488,"g",40
"4623","JO1077","Diet 6","Soybean Cake Ground","Crop Byproduct",3.686,"g",5
"4624","JO1077","Diet 6","Moringa oleifera Ground","Forage Plants",29.488,"g",40
"4625","JO1077","Diet 6","Lime","Supplement",2.2116,"g",3
"4626","JO1077","Diet 6","Vegetable Oil","Crop Product",0.7372,"g",1
"4627","JO1077","Diet 6","Natuzyme","Prebiotic",0.025802,"g",0.035
"4628","JO1078","Control","Rice Bran","Crop Byproduct",3.615,"g",6
"4629","JO1078","Control","Brewers By-Product","Crop Byproduct",3.0125,"g",5
"4630","JO1078","Mistletoe","Viscum album Dried Ground","Forage Plants",23.7,"g",40
"4631","JO1078","Mistletoe","Rice Bran","Crop Byproduct",0.5925,"g",1
"4632","JO1078","Moringa","Moringa oleifera Dried Ground","Forage Plants",6.002,"g",10
"4633","JO1078","Moringa","Rice Bran","Crop Byproduct",0.6002,"g",1
"4634","JO1078","Phyllanthus","Phyllanthus amarus Dried Ground","Forage Plants",23.8,"g",40
"4635","JO1078","Phyllanthus","Rice Bran","Crop Byproduct",0.595,"g",1
"4636","JO1079","Block A","Rice Bran","Crop Byproduct",55,"% Diet",100
"4637","JO1079","Block B","Unspecified Molasses","Crop Byproduct",45,"% Diet",90
"4638","JO1079","Block B","Urea","Supplement",5,"% Diet",10
"4639","JO1079","Block C","Urea","Supplement",10,"% Diet",20
"4640","JO1079","Block C","Unspecified Molasses","Crop Byproduct",40,"% Diet",80
"4641","JO1079","Block D","Urea","Supplement",15,"% Diet",30
"4642","JO1079","Block D","Unspecified Molasses","Crop Byproduct",35,"% Diet",70
"4643","JO1080","Diet 1","Pennisetum purpureum","Forage Plants",921.844216071238,"g",100
"4644","JO1080","Diet 2","Pennisetum purpureum","Forage Plants",774.585670579052,"g",75
"4645","JO1080","Diet 2","Morus alba","Forage Plants",258.195223526351,"g",25
"4646","JO1080","Diet 3","Morus alba","Forage Plants",537.055641478536,"g",50
"4647","JO1080","Diet 3","Pennisetum purpureum","Forage Plants",537.055641478536,"g",50
"4648","JO1080","Diet 4","Pennisetum purpureum","Forage Plants",272.733240347731,"g",25
"4649","JO1080","Diet 4","Morus alba","Forage Plants",818.199721043192,"g",75
"4650","JO1080","Diet 5","Morus alba","Forage Plants",1131.33203916114,"g",100
"4651","JO1081","Diet 1","Wheat Offal","Crop Byproduct",165,"g",100
"4652","JO1081","Diet 2","African Yam Bean Dried Ground","Crop Byproduct",50,"g",30.3030303030303
"4653","JO1081","Diet 2","Wheat Offal","Crop Byproduct",115,"g",69.6969696969697
"4654","JO1081","Diet 3","African Yam Bean Dried Ground","Crop Byproduct",100,"g",60.6060606060606
"4655","JO1081","Diet 3","Wheat Offal","Crop Byproduct",65,"g",39.3939393939394
"4656","JO1081","Diet 4","Wheat Offal","Crop Byproduct",15,"g",9.09090909090909
"4657","JO1081","Diet 4","African Yam Bean Dried Ground","Crop Byproduct",150,"g",90.9090909090909
"4658","JO1082","Control","Maize","Crop Product",137.28,"g",13.2
"4659","JO1082","Control","Wheat Bran","Crop Byproduct",168.48,"g",16.2
"4660","JO1082","Control","Soybean Cake Ground","Crop Byproduct",43.68,"g",4.2
"4661","JO1082","Control","Sugar Beet Pulp","Crop Byproduct",193.44,"g",18.6
"4662","JO1082","DOC","Olive Cake Dried","Crop Byproduct",183.6,"g",18
"4663","JO1082","DOC","Soybean Cake Ground","Crop Byproduct",55.08,"g",5.4
"4664","JO1082","DOC","Wheat Bran","Crop Byproduct",116.28,"g",11.4
"4665","JO1082","DOC","Maize","Crop Product",61.2,"g",6
"4666","JO1082","DOC","Sugar Beet Pulp","Crop Byproduct",116.28,"g",11.4
"4667","JO1083","Diet 1","Commercial Feed","Preformulated Feed",400,"g",100
"4668","JO1083","Diet 2","Commercial Feed","Preformulated Feed",300,"g",75
"4669","JO1083","Diet 2","Palm Kernel Cake Ground","Crop Byproduct",100,"g",25
"4670","JO1083","Diet 3","Palm Kernel Cake Ground","Crop Byproduct",200,"g",50
"4671","JO1083","Diet 3","Commercial Feed","Preformulated Feed",200,"g",50
"4672","JO1083","Diet 4","Commercial Feed","Preformulated Feed",100,"g",25
"4673","JO1083","Diet 4","Palm Kernel Cake Ground","Crop Byproduct",300,"g",75
"4674","JO1083","Diet 5","Palm Kernel Cake Ground","Crop Byproduct",400,"g",100
"4675","JO1084","Diet 1","Barley","Crop Product",375,"g",42.4560313116148
"4676","JO1084","Diet 1","Minerals and Vitamins Mix","Supplement",12.5,"g",1.41520104372049
"4677","JO1084","Diet 1","Soybean Cake Ground","Crop Byproduct",112.5,"g",12.7368093934845
"4678","JO1084","Diet 2","Barley","Crop Product",375,"g",42.006496862433
"4679","JO1084","Diet 2","Minerals and Vitamins Mix","Supplement",12.5,"g",1.4002165620811
"4680","JO1084","Diet 2","White Lupin Grain","Crop Product",112.5,"g",12.6019490587299
"4681","JO1085","MKCD","Dicalcium Phosphate","Supplement",4.339,"g",0.5
"4682","JO1085","MKCD","Lime","Supplement",4.339,"g",0.5
"4683","JO1085","MKCD","Maize Grain","Crop Product",512.002,"g",59
"4684","JO1085","MKCD","Urea","Supplement",4.339,"g",0.5
"4685","JO1085","MKCD","Wheat Bran","Crop Byproduct",20.8272,"g",2.4
"4686","JO1085","MKCD","Sorghum Straw","Crop Byproduct",208.272,"g",24
"4687","JO1085","MKCD","Unspecified Molasses","Crop Byproduct",10.4136,"g",1.2
"4688","JO1085","MKCD","Salt","Other Ingredients",4.339,"g",0.5
"4689","JO1085","MKCD","Marula Kernel Cake","Crop Byproduct",104.136,"g",12
"4690","JO1085","SCD","Sorghum Straw","Crop Byproduct",190.239,"g",21
"4691","JO1085","SCD","Sunflower Seed Cake","Crop Byproduct",90.59,"g",10
"4692","JO1085","SCD","Dicalcium Phosphate","Supplement",4.5295,"g",0.5
"4693","JO1085","SCD","Salt","Other Ingredients",0.9059,"g",0.1
"4694","JO1085","SCD","Urea","Supplement",10.8708,"g",1.2
"4695","JO1085","SCD","Lime","Supplement",6.3413,"g",0.7
"4696","JO1085","SCD","Unspecified Molasses","Crop Byproduct",12.6826,"g",1.4
"4697","JO1085","SCD","Maize Grain","Crop Product",552.599,"g",61
"4698","JO1085","SCD","Wheat Bran","Crop Byproduct",45.295,"g",5
"4699","JO1086","G1","Cotton Seed","Crop Byproduct",20,"%",100
"4700","JO1086","G2","Jojoba Enzyme Treated Ground","Crop Byproduct",7,"%",35
"4701","JO1086","G2","Cotton Seed","Crop Byproduct",13,"%",65
"4702","JO1086","G3","Jojoba Enzyme Treated Ground","Crop Byproduct",14,"%",70
"4703","JO1086","G3","Cotton Seed","Crop Byproduct",6,"%",30
"4704","JO1087","Diet 1","Cassava Peel Urea Treated","Crop Byproduct",106.67,"g",20.6257130150627
"4705","JO1087","Diet 2","Cassava Peel","Crop Byproduct",339.222,"g",60
"4706","JO1087","Diet 2","Cassava Leaves Dried Ground","Crop Byproduct",226.148,"g",40
"4707","JO1087","Diet 3","Poultry Litter Dried Ground","Animal Manures",204.892,"g",40
"4708","JO1087","Diet 3","Cassava Peel Crushed","Crop Byproduct",307.338,"g",60
"4709","JO1087","Diet 4","Cassava Peel Crushed Urea Treated","Crop Byproduct",101.12,"g",20
"4710","JO1087","Diet 4","Cassava Leaves Dried Ground","Crop Byproduct",101.12,"g",20
"4711","JO1087","Diet 4","Cassava Peel Crushed","Crop Byproduct",303.36,"g",60
"4712","JO1087","Diet 5","Cassava Peel Crushed","Crop Byproduct",300.462,"g",60
"4713","JO1087","Diet 5","Poultry Litter Dried Ground","Animal Manures",100.154,"g",20
"4714","JO1087","Diet 5","Cassava Leaves Dried Ground","Crop Byproduct",100.154,"g",20
"4715","JO1088","100g MOBYS PTRRS","Brewers By-Product Dried Ground","Crop Byproduct",50,"g",0.262329485834208
"4716","JO1088","100g MOBYS PTRRS","Rice Straw Dried Fermented Ground Inoculated","Crop Byproduct",NA,NA,NA
"4717","JO1088","100g MOBYS PTRRS","Maize Offal Dried Ground","Crop Byproduct",50,"g",0.262329485834208
"4718","JO1088","100g MOBYS RS","Brewers By-Product Dried Ground","Crop Byproduct",50,"g",0.247770069375619
"4719","JO1088","100g MOBYS RS","Rice Straw Fermented Ground","Crop Byproduct",NA,NA,NA
"4720","JO1088","100g MOBYS RS","Maize Offal Dried Ground","Crop Byproduct",50,"g",0.247770069375619
"4721","JO1088","200g MOBYS PTRRS","Rice Straw Dried Fermented Ground Inoculated","Crop Byproduct",NA,NA,NA
"4722","JO1088","200g MOBYS PTRRS","Brewers By-Product Dried Ground","Crop Byproduct",100,"g",0.361663652802893
"4723","JO1088","200g MOBYS PTRRS","Maize Offal Dried Ground","Crop Byproduct",100,"g",0.361663652802893
"4724","JO1088","200g MOBYS RS","Rice Straw Fermented Ground","Crop Byproduct",NA,NA,NA
"4725","JO1088","200g MOBYS RS","Brewers By-Product Dried Ground","Crop Byproduct",100,"g",0.376222723852521
"4726","JO1088","200g MOBYS RS","Maize Offal Dried Ground","Crop Byproduct",100,"g",0.376222723852521
"4727","JO1088","300g MOBYS PTRRS","Rice Straw Dried Fermented Ground Inoculated","Crop Byproduct",NA,NA,NA
"4728","JO1088","300g MOBYS PTRRS","Brewers By-Product Dried Ground","Crop Byproduct",150,"g",27.0833333333333
"4729","JO1088","300g MOBYS PTRRS","Maize Offal Dried Ground","Crop Byproduct",150,"g",27.0833333333333
"4730","JO1088","300g MOBYS RS","Rice Straw Fermented Ground","Crop Byproduct",NA,NA,NA
"4731","JO1088","300g MOBYS RS","Brewers By-Product Dried Ground","Crop Byproduct",150,"g",0.432276657060519
"4732","JO1088","300g MOBYS RS","Maize Offal Dried Ground","Crop Byproduct",150,"g",0.432276657060519
"4733","JO1089","Ration 1","Soybean Cake Ground","Crop Byproduct",138.4,"g",16
"4734","JO1089","Ration 1","Trifolium alexandrinum Straw Dried","Forage Plants",207.6,"g",24
"4735","JO1089","Ration 1","Maize","Crop Product",346,"g",40
"4736","JO1089","Ration 2","Maize","Crop Product",303.96,"g",34
"4737","JO1089","Ration 2","Soybean Cake Ground","Crop Byproduct",71.52,"g",8
"4738","JO1089","Ration 2","Trifolium alexandrinum Straw Dried","Forage Plants",268.2,"g",30
"4739","JO1089","Ration 2","Sesame Seed Ground","Crop Byproduct",71.52,"g",8
"4740","JO1089","Ration 3","Maize","Crop Product",252.56,"g",28
"4741","JO1089","Ration 3","Trifolium alexandrinum Straw Dried","Forage Plants",324.72,"g",36
"4742","JO1089","Ration 3","Sesame Seed Ground","Crop Byproduct",144.32,"g",16
"4743","JO1090","SIL100 BAM0","Maize Whole Ensiled","Crop Product",8500,"g",68
"4744","JO1090","SIL100 BAM0","Groundnut Cake","Crop Byproduct",1000,"g",8
"4745","JO1090","SIL100 BAM0","Maize Grain","Crop Product",3000,"g",24
"4746","JO1091","CDC","Maize Germ","Crop Byproduct",2240,"g",5.62814070351759
"4747","JO1091","CDC","Cotton Seed Cake","Crop Byproduct",770,"g",1.93467336683417
"4748","JO1091","CDC","Sunflower Seed Cake","Crop Byproduct",490,"g",1.23115577889447
"4749","JO1091","CDC","Wheat Bran","Crop Byproduct",2100,"g",5.27638190954774
"4750","JO1092","Diet 1","Lime","Supplement",8.86255165238401,"g",0.66
"4751","JO1092","Diet 1","Minerals and Vitamins Mix","Supplement",2.954183884128,"g",0.22
"4752","JO1092","Diet 1","Sunflower Seed Cake Ground","Crop Byproduct",0,"g",0
"4753","JO1092","Diet 1","Unspecified Molasses","Crop Byproduct",17.725103304768,"g",1.32
"4754","JO1092","Diet 1","Maize Grain","Crop Product",302.13244269491,"g",22.5
"4755","JO1092","Diet 1","Maize","Crop Product",324.96022725408,"g",24.2
"4756","JO1092","Diet 1","Soybean Cake Ground","Crop Byproduct",147.7091942064,"g",11
"4757","JO1092","Diet 1","Wheat Grain","Crop Product",302.13244269491,"g",22.5
"4758","JO1092","Diet 1","Wheat Bran","Crop Byproduct",100.442252060352,"g",7.48
"4759","JO1092","Diet 1","Salt","Other Ingredients",5.90836776825601,"g",0.44
"4760","JO1092","Diet 2","Salt","Other Ingredients",14.2238368192902,"g",1
"4761","JO1092","Diet 2","Anti fungi","Prebiotic",1.42238368192902,"g",0.1
"4762","JO1092","Diet 2","Minerals and Vitamins Mix","Supplement",4.26715104578705,"g",0.3
"4763","JO1092","Diet 2","Date","Crop Byproduct",0,"g",0
"4764","JO1092","Diet 2","Maize Grain","Crop Product",142.238368192902,"g",10
"4765","JO1092","Diet 2","Olive Cake","Crop Byproduct",142.238368192902,"g",10
"4766","JO1092","Diet 2","Lime","Supplement",18.4909878650772,"g",1.3
"4767","JO1092","Diet 2","Soybean Cake Ground","Crop Byproduct",241.805225927933,"g",17
"4768","JO1092","Diet 2","Saccharomyces cerevisiae","Probiotic",4.26715104578705,"g",0.3
"4769","JO1092","Diet 3","Olive Cake","Crop Byproduct",29.460688573594,"g",10
"4770","JO1092","Diet 3","Minerals and Vitamins Mix","Supplement",0.88382065720782,"g",0.3
"4771","JO1092","Diet 3","Date Palm Fronds Ground","Crop Byproduct",176.764131441564,"g",60
"4772","JO1092","Diet 3","Anti fungi","Prebiotic",0.29460688573594,"g",0.1
"4773","JO1092","Diet 3","Soybean Cake Ground","Crop Byproduct",50.0831705751098,"g",17
"4774","JO1092","Diet 3","Lime","Supplement",3.82988951456722,"g",1.3
"4775","JO1092","Diet 3","Maize Grain","Crop Product",29.460688573594,"g",10
"4776","JO1092","Diet 3","Salt","Other Ingredients",2.9460688573594,"g",1
"4777","JO1092","Diet 3","Saccharomyces cerevisiae","Probiotic",0.88382065720782,"g",0.3
"4778","JO1093","MSK0","Maize","Crop Product",409.275,"g",22.5
"4779","JO1093","MSK25","Maize","Crop Product",337.8625,"g",18.875
"4780","JO1093","MSK25","Mango Seed Kernel","Crop Byproduct",100.6875,"g",5.625
"4781","JO1093","MSK50","Maize","Crop Product",200.7,"g",11.25
"4782","JO1093","MSK50","Mango Seed Kernel","Crop Byproduct",200.7,"g",11.25
"4783","JO1094","Diet 1","Cotton Seed Cake","Crop Byproduct",370.188,"g",35
"4784","JO1094","Diet 1","Wheat Bran","Crop Byproduct",507.6864,"g",48
"4785","JO1094","Diet 1","Unspecified Molasses","Crop Byproduct",158.652,"g",15
"4786","JO1094","Diet 2","Noug Seed Cake","Crop Byproduct",377.188,"g",35
"4787","JO1094","Diet 2","Sorghum Grain","Crop Product",215.536,"g",20
"4788","JO1094","Diet 2","Wheat Bran","Crop Byproduct",463.4024,"g",43
"4789","JO1094","Diet 3","Sesame Seed Cake","Crop Byproduct",393.3615,"g",35
"4790","JO1094","Diet 3","Unspecified Molasses","Crop Byproduct",179.8224,"g",16
"4791","JO1094","Diet 3","Wheat Bran","Crop Byproduct",528.2283,"g",47
"4792","JO1095","Diet 1","Dodonaea angustifolia leaves Dried","Forage Plants",300,"g",44.9856046065259
"4793","JO1095","Diet 1","Wheat Bran","Crop Byproduct",100,"g",14.9952015355086
"4794","JO1095","Diet 2","Wheat Bran","Crop Byproduct",100,"g",12.3569680943084
"4795","JO1095","Diet 2","Atella","Crop Byproduct",75,"g",9.26772607073129
"4796","JO1095","Diet 2","Dodonaea angustifolia leaves Dried","Forage Plants",225,"g",27.8031782121939
"4797","JO1095","Diet 3","Atella","Crop Byproduct",150,"g",18.6007291485826
"4798","JO1095","Diet 3","Wheat Bran","Crop Byproduct",100,"g",12.4004860990551
"4799","JO1095","Diet 3","Dodonaea angustifolia leaves Dried","Forage Plants",150,"g",18.6007291485826
"4800","JO1095","Diet 4","Dodonaea angustifolia leaves Dried","Forage Plants",75,"g",8.87931238604883
"4801","JO1095","Diet 4","Atella","Crop Byproduct",225,"g",26.6379371581465
"4802","JO1095","Diet 4","Wheat Bran","Crop Byproduct",100,"g",11.8390831813984
"4803","JO1095","Diet 5","Atella","Crop Byproduct",300,"g",34.5240287239919
"4804","JO1095","Diet 5","Wheat Bran","Crop Byproduct",100,"g",11.508009574664
"4805","JO1096","ABD Diet","Minerals and Vitamins Mix","Supplement",30,"g",2.30769230769231
"4806","JO1096","ABD Diet","Argan Seed Cake","Crop Byproduct",210,"g",16.1538461538462
"4807","JO1096","ABD Diet","Barley Grain","Crop Product",240,"g",18.4615384615385
"4808","JO1096","ABD Diet","Ceratonia siliqua Ground","Crop Byproduct",210,"g",16.1538461538462
"4809","JO1096","ABD Diet","Wheat Bran","Crop Byproduct",225,"g",17.3076923076923
"4810","JO1096","ABD Diet","Olive Cake","Crop Byproduct",165,"g",12.6923076923077
