"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet"
"7063","NN0180.2","DB + PHS","Minerals and Vitamins Mix","Non-ERA Feed",0.6476875,"g",0.0625
"7064","NN0180.2","DB + PHS","Potato Hash Ensiled","Crop Byproduct",23.31675,"g",2.25
"7065","NN0180.2","DB + PHS","Unspecified Molasses Ground","Crop Byproduct",10.363,"g",1
"7066","NN0180.2","DB + PHS","Urea","Non-ERA Feed",0.3886125,"g",0.0375
"7067","NN0180.2","DB + PHS","Wheat Bran","Crop Byproduct",12.95375,"g",1.25
"7068","NN0180.2","DB + PHS","Grass Dried Ensiled","Herbaceous Fodders",5.8291875,"g",0.5625
"7069","NN0180.2","DB + PHS","Cotton Seed Cake","Crop Byproduct",8.2904,"g",0.8
"7070","NN0188","Diet 0","Concentrate","Other Feed",4000,"g",31.8725099601594
"7071","NN0189","150g Dual purpose","Cowpea Haulm Dried","Crop Byproduct",155,"g",100
"7072","NN0189","150g Forage type","Cowpea Haulm Dried","Crop Byproduct",155,"g",100
"7073","NN0189","300g Forage type","Cowpea Haulm Dried","Crop Byproduct",311,"g",100
"7074","NN0191.2","1000g Goat","Erythrina abyssinica Wilted","Agroforestry Fodders",132.429799790089,"g",40.5345211581292
"7075","NN0191.2","1000g Sheep","Erythrina abyssinica Wilted","Agroforestry Fodders",172.351563930499,"g",46.7775467775468
"7076","NN0191.2","500g Goat","Erythrina abyssinica Wilted","Agroforestry Fodders",88.7716240351149,"g",29.9019607843137
"7077","NN0191.2","500g Sheep","Erythrina abyssinica Wilted","Agroforestry Fodders",88.856806293057,"g",27.4231678486998
"7078","NN0196","A. angustissima 15132","Acacia angustissima","Agroforestry Fodders",140.4,"g",26.0675826216116
"7079","NN0196","L. pallida 14203","Leucaena pallida","Agroforestry Fodders",143.1,"g",22.9879518072289
"7080","NN0196","S. sesban 1198","Sesbania sesban","Agroforestry Fodders",140.4,"g",23.2373386295929
"7081","NN0196","S. sesban 15019","Sesbania sesban","Agroforestry Fodders",140.4,"g",22.9037520391517
"7082","NN0196","SS 1198 + AA 15132","Sesbania sesban","Agroforestry Fodders",94.2,"g",15.3046303818034
"7083","NN0196","SS 1198 + AA 15132","Acacia angustissima","Agroforestry Fodders",47.1,"g",7.65231519090171
"7084","NN0196","SS 1198 + LP 14203","Leucaena pallida","Agroforestry Fodders",47.4,"g",7.25325172149962
"7085","NN0196","SS 1198 + LP 14203","Sesbania sesban","Agroforestry Fodders",94.8,"g",14.5065034429992
"7086","NN0196","SS 15019 + AA 15132","Sesbania sesban","Agroforestry Fodders",93.6,"g",14.8689436060365
"7087","NN0196","SS 15019 + AA 15132","Acacia angustissima","Agroforestry Fodders",46.8,"g",7.43447180301827
"7088","NN0196","SS 15019 + LP 14203","Leucaena pallida","Agroforestry Fodders",46.5,"g",7.49395648670427
"7089","NN0196","SS 15019 + LP 14203","Sesbania sesban","Agroforestry Fodders",93,"g",14.9879129734085
"7090","NN0196","Wheat bran (control)","Wheat Bran","Crop Byproduct",140.4,"g",24.6099912357581
"7091","NN0197","LAB (10.5g DM/kg LW)","Lablab purpureus Dried","Herbaceous Fodders",181.2,"g",31.8677453394302
"7092","NN0197","LP1 (8.3g DM/kg LW)","Leucaena pallida Dried","Agroforestry Fodders",146.6,"g",24.4700383909197
"7093","NN0197","LP2 (11g DM/kg LW)","Leucaena pallida Dried","Agroforestry Fodders",195.8,"g",32.4387011265739
"7094","NN0197","LP3 (13.3g DM/kg LW)","Leucaena pallida Dried","Agroforestry Fodders",249.5,"g",39.3657305143578
"7095","NN0197","SS1 (8.2g DM/kg LW)","Sesbania sesban Dried","Agroforestry Fodders",147.6,"g",25.5010366275052
"7096","NN0197","SS2 (10.9g DM/kg LW)","Sesbania sesban Dried","Agroforestry Fodders",188.4,"g",30.7441253263708
"7097","NN0200","1RB:2NSM","Noug Ground","Crop Byproduct",200,"g",28.6820593718629
"7098","NN0200","1RB:2NSM","Rice Bran","Crop Byproduct",100,"g",14.3410296859314
"7099","NN0200","2RB:1NSM","Rice Bran","Crop Byproduct",200,"g",28.9729103288425
"7100","NN0200","2RB:1NSM","Noug Ground","Crop Byproduct",100,"g",14.4864551644213
"7101","NN0200","NSM","Noug Ground","Crop Byproduct",300,"g",42.7350427350427
"7102","NN0200","RB","Rice Bran","Crop Byproduct",300,"g",41.649312786339
"7103","NN0201","Lablab, maize","Lablab purpureus","Herbaceous Fodders",218,"g",31.0984308131241
"7104","NN0201","Lablab, maize","Oat Dried",NA,391,"g",55.7774607703281
"7105","NN0201","Lablab, maize","Maize Ground","Crop Product",91,"g",12.981455064194
"7106","NN0201","Lablab, no maize","Lablab purpureus","Herbaceous Fodders",217,"g",28.5902503293808
"7107","NN0201","Lablab, no maize","Oat Dried",NA,539,"g",71.0144927536232
"7108","NN0201","Sesbania, maize","Oat Dried",NA,531,"g",63.2142857142857
"7109","NN0201","Sesbania, maize","Maize Ground","Crop Product",91,"g",10.8333333333333
"7110","NN0201","Sesbania, maize","Sesbania sesban","Agroforestry Fodders",217,"g",25.8333333333333
"7111","NN0201","Sesbania, no maize","Oat Dried",NA,610,"g",73.6714975845411
"7112","NN0201","Sesbania, no maize","Sesbania sesban","Agroforestry Fodders",218,"g",26.3285024154589
"7113","NN0202","CSC","Cotton Seed Cake","Crop Byproduct",191.132161720826,"g",26.0753290205765
"7114","NN0202","LEU","Leucaena leucocephala Dried","Agroforestry Fodders",169.791125820548,"g",23.0381446160852
"7115","NN0202","SESE","Sesbania sesban Dried","Agroforestry Fodders",169.148292662818,"g",22.8578773868672
"7116","NN0202","SESM","Sesbania sesban Dried","Agroforestry Fodders",169.791125820548,"g",23.1008334449725
"7117","NN0202","SESME","Sesbania sesban Dried","Agroforestry Fodders",169.93386742088,"g",22.3303373746229
"7118","NN0205","T1","Atella Fermented","Crop Byproduct",257,"g",46.7272727272727
"7119","NN0205","T2","Malt Sprout","Crop Byproduct",67,"g",11.241610738255
"7120","NN0205","T2","Atella Fermented","Crop Byproduct",201,"g",33.7248322147651
"7121","NN0205","T3","Atella Fermented","Crop Byproduct",137,"g",20.2962962962963
"7122","NN0205","T3","Malt Sprout","Crop Byproduct",137,"g",20.2962962962963
"7123","NN0205","T4","Malt Sprout","Crop Byproduct",204.75,"g",29.6739130434783
"7124","NN0205","T4","Atella Fermented","Crop Byproduct",68.25,"g",9.89130434782609
"7125","NN0205","T5","Malt Sprout","Crop Byproduct",272,"g",39.477503628447
"7126","NN0207.1","25g Chopped Sorghum Stover","Sorghum Straw","Crop Byproduct",360,"g",100
"7127","NN0207.1","25g Unchopped Sorghum Stover","Sorghum Straw","Crop Byproduct",326.666666666667,"g",100
"7128","NN0207.1","50g Chopped Sorghum Stover","Sorghum Straw","Crop Byproduct",533.333333333333,"g",100
"7129","NN0207.1","50g Unchopped Sorghum Stover","Sorghum Straw","Crop Byproduct",413.333333333333,"g",100
"7130","NN0207.2","25g Chopped Sorghum Stover","Sorghum Straw","Crop Byproduct",3600,"g",100
"7131","NN0207.2","25g Unchopped Sorghum Stover","Sorghum Straw","Crop Byproduct",3700,"g",100
"7132","NN0207.2","50g Chopped Sorghum Stover","Sorghum Straw","Crop Byproduct",3900,"g",100
"7133","NN0207.2","50g Unchopped Sorghum Stover","Sorghum Straw","Crop Byproduct",4700,"g",100
"7134","NN0211","T2 LOW","Cotton Seed Ground","Crop Product",23.1,"g",4.06332453825858
"7135","NN0211","T3 MEDIUM","Cotton Seed Ground","Crop Product",30.7,"g",5.38974719101124
"7136","NN0212","1LSC:2WB","Linseed Cake","Crop Byproduct",100,"g",142.65335235378
"7137","NN0212","1LSC:2WB","Wheat Bran","Crop Byproduct",200,"g",285.306704707561
"7138","NN0212","2LSC:1WB","Linseed Cake","Crop Byproduct",200,"g",285.306704707561
"7139","NN0212","2LSC:1WB","Wheat Bran","Crop Byproduct",100,"g",142.65335235378
"7140","NN0212","LSC","Linseed Cake","Crop Byproduct",31.1,"g",42.6027397260274
"7141","NN0212","WB","Wheat Bran","Crop Byproduct",32.8,"g",45.1790633608815
"7142","NN0214","Acacia albida Treatment","Faidherbia albida","Agroforestry Fodders",194,"g",100
"7143","NN0214","Acacia nilotica Treatment","Acacia nilotica","Agroforestry Fodders",204,"g",100
"7144","NN0214","Acacia sieberiana Treatment","Acacia sieberiana","Agroforestry Fodders",211,"g",100
"7145","NN0214","Acacia tortilis Treatment","Acacia tortilis","Agroforestry Fodders",206,"g",100
"7146","NN0214","Noug Meal Treatment","Noug Ground","Crop Byproduct",80,"g",100
"7147","NN0216","supplemented","Wheat Ground","Crop Byproduct",5000,"g",50
"7148","NN0216","supplemented","Wheat Ground","Crop Byproduct",5000,"g",50
"7149","NN0217","C0","Unspecified Grass Dried","Herbaceous Fodders",685,"g",100
"7150","NN0223","Goats diet","Noug Seed Cake",NA,310.5,"g",46
"7151","NN0223","Goats diet","Noug Seed Cake",NA,310.5,"g",46
"7152","NN0223","Goats diet","Sorghum Grain","Crop Product",162,"g",24
"7153","NN0223","Goats diet","Sorghum Grain","Crop Product",162,"g",24
"7154","NN0223","Goats diet","Wheat Bran","Crop Byproduct",189,"g",28
"7155","NN0223","Goats diet","Wheat Bran","Crop Byproduct",189,"g",28
"7156","NN0223","Goats diet","Salt","Non-ERA Feed",13.5,"g",2
"7157","NN0223","Goats diet","Salt","Non-ERA Feed",13.5,"g",2
"7158","NN0223","Sheeps diet","Noug Seed Cake",NA,372.6,"g",46
"7159","NN0223","Sheeps diet","Noug Seed Cake",NA,372.6,"g",46
"7160","NN0223","Sheeps diet","Sorghum Grain","Crop Product",194.4,"g",24
"7161","NN0223","Sheeps diet","Sorghum Grain","Crop Product",194.4,"g",24
"7162","NN0223","Sheeps diet","Wheat Bran","Crop Byproduct",226.8,"g",28
"7163","NN0223","Sheeps diet","Wheat Bran","Crop Byproduct",226.8,"g",28
"7164","NN0223","Sheeps diet","Salt","Non-ERA Feed",16.2,"g",2
"7165","NN0223","Sheeps diet","Salt","Non-ERA Feed",16.2,"g",2
"7166","NN0224","Maize I Hay 150","Desmodium intortum Dried","Herbaceous Fodders",150,"g",30.7061291578282
"7167","NN0224","Maize I Hay 300","Desmodium intortum Dried","Herbaceous Fodders",300,"g",52.8145421514646
"7168","NN0224","Maize I Hay 450","Desmodium intortum Dried","Herbaceous Fodders",450,"g",80.3341319776567
"7169","NN0224","Maize II Hay 150","Desmodium intortum Dried","Herbaceous Fodders",150,"g",32.8197441667801
"7170","NN0224","Maize II Hay 300","Desmodium intortum Dried","Herbaceous Fodders",300,"g",56.4629151290328
"7171","NN0224","Maize II Hay 450","Desmodium intortum Dried","Herbaceous Fodders",450,"g",76.51438127441
"7172","NN0224","Maize III Hay 150","Desmodium intortum Dried","Herbaceous Fodders",150,"g",32.3252847443051
"7173","NN0224","Maize III Hay 300","Desmodium intortum Dried","Herbaceous Fodders",300,"g",54.3187537950189
"7174","NN0224","Maize III Hay 450","Desmodium intortum Dried","Herbaceous Fodders",450,"g",76.0623022122274
"7175","NN0229","Dry Khat Farm","Catha edulis Residue Dried","Crop Byproduct",288,"g",100
"7176","NN0229","Dry Khat Station","Catha edulis Residue Dried","Crop Byproduct",276,"g",44.3729903536977
"7177","NN0229","Fresh Khat Farm","Catha edulis Residue","Crop Byproduct",274.5,"g",100
"7178","NN0229","Fresh Khat Station","Catha edulis Residue","Crop Byproduct",291,"g",44.8382126348228
"7179","NN0229","Silage Khat Farm","Catha edulis Residue Ensiled","Crop Byproduct",283.5,"g",100
"7180","NN0229","Silage Khat Station","Catha edulis Residue Ensiled","Crop Byproduct",277.5,"g",43.4272300469483
"7181","NN0230","Carissa edulis  maizediet","Maize Grain","Crop Product",100,"g",23.4192037470726
"7182","NN0230","Carissa edulis  maizediet","Carissa edulis","Agroforestry Fodders",44,"g",10.3044496487119
"7183","NN0230","Carissa edulis diet","Carissa edulis","Agroforestry Fodders",86,"g",21.2345679012346
"7184","NN0230","Dichrostachys cinerea  maizediet","Dichrostachys cinerea","Agroforestry Fodders",53,"g",13.3165829145729
"7185","NN0230","Dichrostachys cinerea  maizediet","Maize Grain","Crop Product",100,"g",25.1256281407035
"7186","NN0230","Dichrostachys cinerea diet","Dichrostachys cinerea","Agroforestry Fodders",43,"g",13.0699088145897
"7187","NN0230","Faidherbia albida  maizediet","Faidherbia albida","Agroforestry Fodders",212,"g",30.9941520467836
"7188","NN0230","Faidherbia albida  maizediet","Maize Grain","Crop Product",100,"g",14.6198830409357
"7189","NN0230","Faidherbia albida diet","Faidherbia albida","Agroforestry Fodders",212,"g",35.9322033898305
"7190","NN0230","Leucaena leucocephala  maizediet","Leucaena leucocephala","Agroforestry Fodders",162,"g",23.5807860262009
"7191","NN0230","Leucaena leucocephala  maizediet","Maize Grain","Crop Product",100,"g",14.5560407569141
"7192","NN0230","Leucaena leucocephala diet","Leucaena leucocephala","Agroforestry Fodders",162,"g",28.0276816608997
"7193","NN0230","Medicago sativa diet","Alfalfa","Agroforestry Fodders",203,"g",35.4895104895105
"7194","NN0230","Medicago sativa maize diet","Maize Grain","Crop Product",100,"g",14.4508670520231
"7195","NN0230","Medicago sativa maize diet","Alfalfa","Agroforestry Fodders",203,"g",29.3352601156069
"7196","NN0230","Sesbania sesban diet","Sesbania sesban","Agroforestry Fodders",167,"g",26.72
"7197","NN0230","Sesbania sesban maizediet","Maize Grain","Crop Product",100,"g",15.2905198776758
"7198","NN0230","Sesbania sesban maizediet","Sesbania sesban","Agroforestry Fodders",167,"g",25.5351681957187
"7199","NN0233","Diet 2","Acacia etbaica Fruits Dried","Agroforestry Fodders",104,"g",14.9550416298661
"7200","NN0233","Diet 3","Acacia etbaica Fruits Dried","Agroforestry Fodders",207,"g",25.2128664451079
"7201","NN0233","Diet 4","Acacia etbaica Fruits Dried","Agroforestry Fodders",297,"g",43.5833828182159
"7202","NN0233","Diet 5","Dichrostachys cinerea Fruits Dried","Agroforestry Fodders",103,"g",12.5911804018583
"7203","NN0233","Diet 6","Dichrostachys cinerea Fruits Dried","Agroforestry Fodders",202,"g",25.2984447774218
"7204","NN0234","T 1 CON","Concentrate","Other Feed",452.7,"g",53.7201851192595
"7205","NN0234","T 2 74 LUPIN","Blue Lupin","Agroforestry Fodders",74,"g",8.8252832438879
"7206","NN0234","T 2 74 LUPIN","Concentrate","Other Feed",342,"g",40.7871198568873
"7207","NN0234","T 3 147 LUPIN","Concentrate","Other Feed",228,"g",29.0668026517083
"7208","NN0234","T 3 147 LUPIN","Blue Lupin","Agroforestry Fodders",147,"g",18.7404385517593
"7209","NN0234","T 4 219 LUPIN","Blue Lupin","Agroforestry Fodders",219,"g",27.2117296222664
"7210","NN0234","T 4 219 LUPIN","Concentrate","Other Feed",116,"g",14.4135188866799
"7211","NN0234","T 5 LUPIN ONLY","Blue Lupin","Agroforestry Fodders",269.7,"g",36.1189232623544
"7212","NN0236","T2","Cotton Seed Ground","Crop Product",300,"g",50.9337860780985
"7213","NN0236","T3","Erythrina brucei Leaves Dried","Agroforestry Fodders",99,"g",16.5275459098497
"7214","NN0236","T3","Cotton Seed Ground","Crop Product",201,"g",33.5559265442404
"7215","NN0236","T4","Cotton Seed Ground","Crop Product",99,"g",16.6666666666667
"7216","NN0236","T4","Erythrina brucei Leaves Dried","Agroforestry Fodders",201,"g",33.8383838383838
"7217","NN0236","T5","Erythrina brucei Leaves Dried","Agroforestry Fodders",300,"g",49.8338870431894
"7218","NN0244.1","NG + MB + L","Maize Bran","Crop Byproduct",3,"% Body Mass",50
"7219","NN0244.1","NG + MB + L","Maize Bran","Crop Byproduct",3,"% Body Mass",50
"7220","NN0244.1","NG+ MB","Maize Bran","Crop Byproduct",3,"% Body Mass",50
"7221","NN0244.1","NG+ MB","Maize Bran","Crop Byproduct",3,"% Body Mass",50
"7222","NN0244.2","Bundle 1 Chopped Grass (CG)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",50
"7223","NN0244.2","Bundle 1 Chopped Grass (CG)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",50
"7224","NN0244.2","Bundle 1 Ground Grass (GG)","Pennisetum purpureum Ground","Herbaceous Fodders",8333.33333333333,"g",50
"7225","NN0244.2","Bundle 1 Ground Grass (GG)","Pennisetum purpureum Ground","Herbaceous Fodders",8333.33333333333,"g",50
"7226","NN0244.2","Bundle 1 Whole Grass (WG)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",50
"7227","NN0244.2","Bundle 1 Whole Grass (WG)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",50
"7228","NN0244.2","Bundle 2 WG + Maize  Bran (MB)","Maize Bran","Crop Byproduct",0.0435,"g",0.000260998637587112
"7229","NN0244.2","Bundle 2 WG + Maize  Bran (MB)","Maize Bran","Crop Byproduct",0.0435,"g",0.000260998637587112
"7230","NN0244.2","Bundle 2 WG + Maize  Bran (MB)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",49.9997390013624
"7231","NN0244.2","Bundle 2 WG + Maize  Bran (MB)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",49.9997390013624
"7232","NN0244.2","Bundle 2 Whole Grass (WG)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",50
"7233","NN0244.2","Bundle 2 Whole Grass (WG)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",50
"7234","NN0244.2","Bundle 3  CG + MB","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",49.9997634511191
"7235","NN0244.2","Bundle 3  CG + MB","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",49.9997634511191
"7236","NN0244.2","Bundle 3  CG + MB","Maize Bran","Crop Byproduct",0.039425,"g",0.000236548880887244
"7237","NN0244.2","Bundle 3  CG + MB","Maize Bran","Crop Byproduct",0.039425,"g",0.000236548880887244
"7238","NN0244.2","Bundle 3 Chopped Grass (CG)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",50
"7239","NN0244.2","Bundle 3 Chopped Grass (CG)","Pennisetum purpureum","Herbaceous Fodders",8333.33333333333,"g",50
"7240","NN0251","T1 10","Tithonia diversifolia Dried","Agroforestry Fodders",45.3,"g",10.2004053141184
"7241","NN0251","T2 20","Tithonia diversifolia Dried","Agroforestry Fodders",95.8,"g",17.9703620333896
"7242","NN0251","T3 30","Tithonia diversifolia Dried","Agroforestry Fodders",153.3,"g",29.4977871849144
"7243","NN0253","UMB","Molasses & Urea Block","Non-ERA Feed",550,"g",100
"7244","NN0255","T2 Napier (6 wecks) + 1.5 kg lucerne","Alfalfa Dried","Herbaceous Fodders",1500,"g",23.4375
"7245","NN0255","T2 Napier (6 wecks) + 1.5 kg lucerne","Alfalfa Dried","Herbaceous Fodders",1500,"g",23.4375
"7246","NN0255","T4 Napier(12 weeks) + 1.5 kg lucerne","Alfalfa Dried","Herbaceous Fodders",1500,"g",24.5901639344262
"7247","NN0255","T4 Napier(12 weeks) + 1.5 kg lucerne","Alfalfa Dried","Herbaceous Fodders",1500,"g",24.5901639344262
"7248","NN0255","T5 Napier (12 weeks) +2.5 kg lucerne","Alfalfa Dried","Herbaceous Fodders",2500,"g",33.3333333333333
"7249","NN0255","T5 Napier (12 weeks) +2.5 kg lucerne","Alfalfa Dried","Herbaceous Fodders",2500,"g",33.3333333333333
"7250","NN0255","T6 Napier (12 wecks) +3.5 kg lucerne","Alfalfa Dried","Herbaceous Fodders",3500,"g",44.8717948717949
"7251","NN0255","T6 Napier (12 wecks) +3.5 kg lucerne","Alfalfa Dried","Herbaceous Fodders",3500,"g",44.8717948717949
"7252","NN0279","12g Gliricidia","Gliciridia sepium Leaves Dried","Agroforestry Fodders",522.5,"g",43.6653852582317
"7253","NN0279","4g Gliricidia","Gliciridia sepium Leaves Dried","Agroforestry Fodders",174.1,"g",15.8387918486172
"7254","NN0279","8g Gliricidia","Gliciridia sepium Leaves Dried","Agroforestry Fodders",348.3,"g",28.6855542744194
"7255","NN0280.1","ML 2","Lablab purpureus Dried","Herbaceous Fodders",1800,"g",16.3636363636364
"7256","NN0280.1","ML 3","Lablab purpureus Dried","Herbaceous Fodders",3500,"g",32.7102803738318
"7257","NN0280.1","ML 4","Lablab purpureus Dried","Herbaceous Fodders",5100,"g",49.5145631067961
"7258","NN0280.1","OV 2","Lablab purpureus Dried","Herbaceous Fodders",1800,"g",17.6470588235294
"7259","NN0280.1","OV 3","Lablab purpureus Dried","Herbaceous Fodders",3600,"g",31.0344827586207
"7260","NN0280.1","OV 4","Lablab purpureus Dried","Herbaceous Fodders",5100,"g",45.5357142857143
"7261","NN0280.2","ML stover + lablab hay","Lablab purpureus Dried","Herbaceous Fodders",2200,"g",23.6559139784946
"7262","NN0280.2","ML stover + lablab hay","Lablab purpureus Stover","Crop Byproduct",2343,"g",25.1935483870968
"7263","NN0280.2","ML stover + lablab hay","Maize Stover","Crop Byproduct",4757,"g",51.1505376344086
"7264","NN0280.2","ML stover + lablab hay 1.25","Wheat Bran","Crop Byproduct",1200,"g",11.4285714285714
"7265","NN0280.2","ML stover + lablab hay 1.25","Lablab purpureus Dried","Herbaceous Fodders",2100,"g",20
"7266","NN0280.2","ML stover + lablab hay 2.5","Lablab purpureus Dried","Herbaceous Fodders",2200,"g",19.6428571428571
"7267","NN0280.2","ML stover + lablab hay 2.5","Wheat Bran","Crop Byproduct",2400,"g",21.4285714285714
"7268","NN0280.2","ML stover + lablab hay 3.75","Wheat Bran","Crop Byproduct",3700,"g",32.4561403508772
"7269","NN0280.2","ML stover + lablab hay 3.75","Lablab purpureus Dried","Herbaceous Fodders",2200,"g",19.2982456140351
"7270","NN0280.2","OV hay + lablab hay","Lablab purpureus Dried","Herbaceous Fodders",4100,"g",39.4230769230769
"7271","NN0280.2","OV hay + lablab hay","Oat Dried",NA,4410,"g",42.4038461538461
"7272","NN0280.2","OV hay + lablab hay","Vicia Dried","Herbaceous Fodders",1890,"g",18.1730769230769
"7273","NN0280.2","OV hay + lablab hay 1.25","Lablab purpureus Dried","Herbaceous Fodders",4100,"g",38.6792452830189
"7274","NN0280.2","OV hay + lablab hay 1.25","Wheat Bran","Crop Byproduct",1200,"g",11.3207547169811
"7275","NN0280.2","OV hay + lablab hay 2.5","Wheat Bran","Crop Byproduct",2400,"g",21.4285714285714
"7276","NN0280.2","OV hay + lablab hay 2.5","Lablab purpureus Dried","Herbaceous Fodders",4100,"g",36.6071428571429
