"","scope","B.Code","D.Item","CP","NDF","Ash","EE","GE","M7_Category"
"759","diet","BO1083","30 cplm",143.2,NA,101.9,59.9,0.0165268,NA
"760","diet","BO1085","control diet",158.5,322.1,76.6,32.8,NA,NA
"761","diet","BO1085","diet 1",158.5,331.7,78.7,30,NA,NA
"762","diet","BO1085","diet 2",155.6,320.4,81.5,27.2,NA,NA
"763","diet","BO1085","diet 3",155.1,354.1,79.6,32.8,NA,NA
"764","diet","BO1085","diet 5",154.7,345.2,80.5,29.6,NA,NA
"765","diet","BO1085","diet 6",153.3,357.7,84.1,26.2,NA,NA
"766","diet","BO1089","a. africana",91.4,NA,38.3,39.5,NA,NA
"767","diet","BO1089","a. occidentale diet",94.1,NA,25,30.5,NA,NA
"768","diet","BO1089","a.barteri diet",80.6,NA,31.2,21,NA,NA
"769","diet","BO1089","m.indica diet",112.6,NA,97.8,18,NA,NA
"770","diet","BO1093","0cpm",178.5,NA,191.2,64.2,NA,NA
"771","diet","BO1093","100 cpm",148,NA,174.4,52.5,NA,NA
"772","diet","BO1093","60 cpm",157.5,NA,176.2,56.5,NA,NA
"773","diet","BO1093","80 cpm",147,NA,175.3,52.5,NA,NA
"774","diet","0","cfm (10)",157.5,341.3,80.7,45.1,NA,NA
"775","diet","0","cfm (20)",157.4,342.3,82.4,51.4,NA,NA
"776","diet","0","cfm (5)",157.7,342.9,81.5,43.5,NA,NA
"777","diet","0","cfm without msk",157.4,340.8,81.2,38.5,NA,NA
"778","diet","BO1096","0% sweet potato peels",170,NA,120,45,NA,NA
"779","diet","BO1096","10% sweet potato peels",171,NA,110,40,NA,NA
"780","diet","BO1096","20% sweet potato peels",168,NA,120,35,NA,NA
"781","diet","BO1096","30% sweet potato peels",166,NA,115,45,NA,NA
"782","diet","BO1098","40 crsclm",136.4,357.5,49.1,33.8,4.07,NA
"783","diet","BO1098","60 crsclm",130,339.3,45,29,4.04,NA
"784","diet","BO1099","0 cashew nut shell",176.9,NA,34.3,44.8,NA,NA
"785","diet","CJ1006","r1",118.6,NA,92.8,24.5,NA,NA
"786","diet","CJ1006","r2",120.7,NA,94.4,23.8,NA,NA
"787","diet","CJ1006","r3",122.8,NA,96,23.2,NA,NA
"788","diet","EM1005","control ration1",122.5,NA,79.7,21.3,NA,NA
"789","diet","EM1005","ration 2",125.8,NA,87,34.8,NA,NA
"790","diet","EM1005","ration3",128.9,NA,70.1,39.8,NA,NA
"791","diet","EM1025","d1 katambora /vigna (1:4)",139.3,354.1,NA,NA,NA,NA
"792","diet","EM1025","d2 pellets",134.9,323.9,NA,NA,NA,NA
"793","diet","EM1042","ration 1 cfm1",136.2,NA,95.1,26,NA,NA
"794","diet","EM1042","ration2 cfm2",147,NA,96.2,34.3,NA,NA
"795","diet","EM1042","ration3 cfm3",138.9,NA,100,40.3,NA,NA
"796","diet","EM1045","treatment t1",149,NA,45,17,NA,NA
"797","diet","EM1045","treatment t2",131,NA,46,16,NA,NA
"798","diet","EM1045","treatment t3",156,NA,58,18,NA,NA
"799","diet","EM1045","treatment t4",175,NA,59,19,NA,NA
"800","diet","EM1045","treatment t5",181,NA,48,18,NA,NA
"801","diet","EM1046","treatment t1",90.4,NA,89.4,25.7,NA,NA
"802","diet","EM1046","treatment t2",135,NA,97.9,22.4,NA,NA
"803","diet","EM1046","treatment t3",159,NA,94.4,22.1,NA,NA
"804","diet","EM1052","diet 1",89.4,NA,92.5,41.4,NA,NA
"805","diet","EM1052","diet 2",99.9,NA,92.9,48.9,NA,NA
"806","diet","EM1052","diet 3",113.2,NA,93.3,53,NA,NA
"807","diet","EM1052","diet 4",86.7,NA,95.4,53.7,NA,NA
"808","diet","EM1052","diet 5",79.8,NA,98.4,56.5,NA,NA
"809","diet","EM1053","diet b",138.7,NA,74.3,50.3,NA,NA
"810","diet","EM1053","diet c",170.1,NA,73,65.9,NA,NA
"811","diet","EM1054","m0",170,NA,69.1,30.9,NA,NA
"812","diet","EM1054","m15",170,NA,81.3,31.8,NA,NA
"813","diet","EM1054","m20",170,NA,85.7,33.6,NA,NA
"814","diet","EM1056","treatment t1",175,276,61.5,40,0.1306,NA
"815","diet","EM1056","treatment t2",169.1,354,53.4,41.7,0.1316,NA
"816","diet","EM1057","diet r1",208.5,NA,56.4,68.6,NA,NA
"817","diet","EM1057","diet r2",208,NA,50.1,68.5,NA,NA
"818","diet","EM1057","diet r3",209.8,NA,53.7,69.6,NA,NA
"819","diet","EM1057","diet r4",209.6,NA,57.2,68.4,NA,NA
"820","diet","EM1059","diet 1",199.9,NA,NA,NA,NA,NA
"821","diet","EM1059","diet 2",198.9,NA,NA,NA,NA,NA
"822","diet","EM1059","diet 3",197.9,NA,NA,NA,NA,NA
"823","diet","EM1059","diet 4",196.9,NA,NA,NA,NA,NA
"824","diet","EM1065","treatment t1",168.5,NA,60,34.2,NA,NA
"825","diet","EM1065","treatment t2",173,NA,53.7,54.6,NA,NA
"826","diet","EM1065","treatment t3",184,NA,60.8,64.7,NA,NA
"827","diet","EM1067","control (a)",173,NA,105,NA,NA,NA
"828","diet","EM1067","treatment 1(b)",178,NA,128,NA,NA,NA
"829","diet","EM1067","treatment 2 (c)",184,NA,134,NA,NA,NA
"830","diet","EM1067","treatment 3 (d)",189,NA,137,NA,NA,NA
"831","diet","EM1068","rfm",214,NA,NA,NA,NA,NA
"832","diet","EM1068","rim",217,NA,NA,NA,NA,NA
"833","diet","EM1068","rts",212,NA,NA,NA,NA,NA
"834","diet","EM1075","control",169.8,339,66.6,29.9,NA,NA
"835","diet","EM1075","mso",171.2,349.8,66,41,NA,NA
"836","diet","EM1076","cfm t1",157.4,340.8,81.2,38.5,17.786184,NA
"837","diet","EM1076","cfm t2",157.7,342.9,81.5,43.5,17.894968,NA
"838","diet","EM1076","cfm t3",157.5,341.3,80.7,45.1,17.940992,NA
"839","diet","EM1076","cfm t4",157.4,342.3,82.4,51.4,18.045592,NA
"840","diet","EM1077","ration1",134.1,NA,112.2,27.7,NA,NA
"841","diet","EM1077","ration2",134,NA,115,28.3,NA,NA
"842","diet","EM1077","ration3",133.9,NA,117.9,28.9,NA,NA
"843","diet","EM1084","diet a",128,NA,94.8,37.6,NA,NA
"844","diet","EM1084","diet b",128.5,NA,90.5,41.9,NA,NA
"845","diet","EM1084","diet c",130.1,NA,1.4,47.7,NA,NA
"846","diet","EM1084","diet d",128.6,NA,98.4,45.4,NA,NA
"847","diet","EM1087","eragrostis teff hay",154,265,94,32,NA,NA
"848","diet","EM1087","lucerne hay",153,245,78,37,NA,NA
"849","diet","EM1087","maize s",151,240,92,31,NA,NA
"850","diet","EM1087","soybean hulls",156,232,84,35,NA,NA
"851","diet","EM1096","rcns a",71.6,NA,73.4,39.4,NA,NA
"852","diet","EM1096","rcns b",73.5,NA,72.8,37.9,NA,NA
"853","diet","EM1096","rcns c",78.4,NA,72.5,37.5,NA,NA
"854","diet","EM1096","rcns d",78.9,NA,70.1,37,NA,NA
"855","diet","EM1101","dsbp 1",169.3,303.9,91.2,36.8,NA,NA
"856","diet","EM1101","dsbp 2",170.1,328.8,93.4,34.4,NA,NA
"857","diet","EM1101","ycg",168.6,279.1,89.1,39.1,NA,NA
"858","diet","EM1102","treatment control",140.2,299,NA,29,NA,NA
"859","diet","EM1102","treatment t1",145,292.2,NA,34.2,NA,NA
"860","diet","EM1102","treatment t2",149.4,285,NA,39.3,NA,NA
"861","diet","EM1106","ed",135,280,NA,NA,NA,NA
"862","diet","EM1107","treatment t3",136.4,357.5,49.1,33.8,4.07,NA
"863","diet","EM1107","treatment t4",130,339.3,45,29,4.04,NA
"864","diet","JO1000","msc0%",155.4,256.4,129.5,39.5,NA,NA
"865","diet","JO1000","msc100%",152.1,260.4,120,52.5,NA,NA
"866","diet","JO1000","msc25%",153.8,258.4,124.7,46,NA,NA
"867","diet","JO1000","msc50%",154.7,257.3,127.1,42.8,NA,NA
"868","diet","JO1010","lpbb",132,277,191,NA,NA,NA
"869","diet","JO1010","scbb",126,253,193,NA,NA,NA
"870","diet","JO1010","ubb",262,285,165,NA,NA,NA
"871","diet","JO1042","154mbh 156cm t3",247.2,284.2,95.6,NA,NA,NA
"872","diet","JO1042","226cm t1",273.1,284.2,101.5,NA,NA,NA
"873","diet","JO1042","231mbh 120cm t4",245.2,295,95.6,NA,NA,NA
"874","diet","JO1042","308mbh 87cm t5",244.9,263.7,78.5,NA,NA,NA
"875","diet","JO1042","77mbh 192cm t2",276.2,302.7,105.8,NA,NA,NA
"876","diet","JO1044","feed 1",188.9,305.1,96.2,50.5,NA,NA
"877","diet","JO1045","trs feed",72.6,NA,268.3,NA,NA,NA
"878","diet","JO1045","urs feed",54.2,NA,216,NA,NA,NA
"879","diet","JO1052","faba bean",145,NA,NA,NA,NA,NA
"880","diet","JO1052","field pea",139,NA,NA,NA,NA,NA
"881","diet","JO1052","soybean meal",143,NA,NA,NA,NA,NA
"882","diet","JO1054","t1 cfm60 bh15 drs25",133.3,NA,147.8,30.2,NA,NA
"883","diet","JO1054","t2 cfm60 bh15 csl25",134.3,NA,134.2,25.8,NA,NA
"884","diet","JO1054","t3 cfm60 bh15 ur25",134,NA,133.3,25.5,NA,NA
"885","diet","JO1056","g1 cfm50 bs25",154.7,NA,122.9,20.6,NA,NA
"886","diet","JO1056","g2 cfm50 pms25",149.6,NA,110.5,26.2,NA,NA
"887","diet","JO1056","g3 cfm50 pms50",146.9,NA,97.4,30.2,NA,NA
"888","diet","JO1057","t2 cf",47,NA,NA,NA,NA,NA
"889","diet","JO1057","t3 lf",123.1,NA,NA,NA,NA,NA
"890","diet","JO1060","diet 2",140,NA,54.5,66,NA,NA
"891","diet","JO1060","diet 3",154,NA,64,41,NA,NA
"892","diet","JO1060","diet 4",157,NA,67.5,42,NA,NA
"893","diet","JO1060","diet 5",140,NA,92,70,NA,NA
"894","diet","JO1064","cfm bh",118.6,NA,110.7,26.1,NA,NA
"895","diet","JO1064","cfm sbhtv bh",145.4,NA,95.6,24.3,NA,NA
"896","diet","JO1064","cfm sbp bh",101.2,NA,84.4,20.7,NA,NA
"897","diet","JO1064","cfm sbpcc bh",144.8,NA,95.1,24.3,NA,NA
"898","diet","JO1064","cfm sbpsc bh",147.8,NA,95.2,24.9,NA,NA
"899","diet","JO1067","diet 1",210.3,NA,NA,37.8,NA,NA
"900","diet","JO1067","diet 2",207,NA,NA,37.2,NA,NA
"901","diet","JO1067","diet 3",205.4,NA,NA,36.8,NA,NA
"902","diet","JO1067","diet 4",203.8,NA,NA,36.8,NA,NA
"903","diet","JO1067","diet 5",200.2,NA,NA,36.8,NA,NA
"904","diet","JO1068","control",160.7,NA,54.1,56,NA,NA
"905","diet","JO1071","treatment 1",271.3,NA,NA,NA,NA,NA
"906","diet","JO1071","treatment 2",276.4,NA,NA,NA,NA,NA
"907","diet","JO1071","treatment 3",281.6,NA,NA,NA,NA,NA
"908","diet","JO1071","treatment 4",286.7,NA,NA,NA,NA,NA
"909","diet","JO1078","control",164.7,NA,NA,33.4,NA,NA
"910","diet","JO1078","mistletoe",179.4,NA,NA,37.5,NA,NA
"911","diet","JO1078","moringa",165.8,NA,NA,30.2,NA,NA
"912","diet","JO1078","phyllanthus",176.67,NA,NA,24.2,NA,NA
"913","diet","JO1081","diet 1",NA,NA,105.5,45,22.8028,NA
"914","diet","JO1081","diet 2",NA,NA,91.2,46.1,22.67728,NA
"915","diet","JO1081","diet 3",NA,NA,86.2,48,23.05384,NA
"916","diet","JO1081","diet 4",NA,NA,84.9,49.4,22.09152,NA
"917","diet","JO1085","cd",141,335,73,48,8.4,NA
"918","diet","JO1086","g1",167,NA,62,45.1,NA,NA
"919","diet","JO1086","g2",172.4,NA,68.8,42.6,NA,NA
"920","diet","JO1086","g3",174,NA,64.6,43.9,NA,NA
"921","diet","JO1087","diet 1",99.5,292.2,55.5,31.3,NA,NA
"922","diet","JO1087","diet 4",107,290,51.5,32,NA,NA
"923","diet","JO1091","cdc",153.6,227.9,69.4,NA,NA,NA
"924","diet","JO1094","diet 1",202.5,339.3,NA,NA,NA,NA
"925","diet","JO1094","diet 2",206.6,324.3,NA,NA,NA,NA
"926","diet","JO1094","diet 3",208.4,283.5,NA,NA,NA,NA
"927","diet","JO1095","diet 2",171.7,359,62,NA,NA,NA
"928","diet","JO1095","diet 3",181.8,354,58,NA,NA,NA
"929","diet","JO1095","diet 4",199.2,351.4,44,NA,NA,NA
"930","diet","JO1095","diet 5",211.3,348.8,35.9,NA,NA,NA
"931","diet","JO1098","ration 2",110.4,352.3,110.5,24.5,NA,NA
"932","diet","JO1098","ration 3",109.5,349,116.3,25.6,NA,NA
"933","diet","JO1100","diet 1",133,NA,56.3,13.3,NA,NA
"934","diet","JO1100","diet 2",148.8,NA,75.8,23.2,NA,NA
"935","diet","JO1100","diet 3",180.1,NA,88.6,28,NA,NA
"936","diet","JO1100","diet 4",205.3,NA,89.2,30.6,NA,NA
"937","diet","AN0020","control t1",NA,NA,NA,NA,NA,NA
"938","diet","AN0020","t2",NA,NA,NA,NA,NA,NA
"939","diet","AN0020","t3",NA,NA,NA,NA,NA,NA
"940","diet","DK0001","commercial feed",NA,NA,NA,NA,NA,NA
"941","diet","DK0007","con",NA,NA,NA,NA,NA,NA
"942","diet","DK0007","t2 ess",NA,NA,NA,NA,NA,NA
"943","diet","DK0007","t3 eas",NA,NA,NA,NA,NA,NA
"944","diet","DK0007","t4 sss",NA,NA,NA,NA,NA,NA
"945","diet","DK0007","t5 sas",NA,NA,NA,NA,NA,NA
"946","diet","DK0037","mcm",NA,NA,NA,NA,NA,NA
"947","diet","EO0032","100% concentrate",NA,NA,NA,NA,NA,NA
"948","diet","EO0032","25%concentrate+75% leaf meal",NA,NA,NA,NA,NA,NA
"949","diet","EO0032","50%concentrate+50% leaf meal",NA,NA,NA,NA,NA,NA
"950","diet","EO0032","75% concentrate+25% leaf meal",NA,NA,NA,NA,NA,NA
"951","diet","EO0041","pl22",NA,NA,NA,NA,NA,NA
"952","diet","EO0041","pl35",NA,NA,NA,NA,NA,NA
"953","diet","EO0041","pl45",NA,NA,NA,NA,NA,NA
"954","diet","EO0041","plo",NA,NA,NA,NA,NA,NA
"955","diet","HK0005","fss con",NA,NA,NA,NA,NA,NA
"956","diet","HK0005","fss1",NA,NA,NA,NA,NA,NA
"957","diet","HK0005","fss2",NA,NA,NA,NA,NA,NA
"958","diet","HK0005","fss3",NA,NA,NA,NA,NA,NA
"959","diet","HK0045","con",NA,NA,NA,NA,NA,NA
"960","diet","HK0045","ob2",NA,NA,NA,NA,NA,NA
"961","diet","HK0045","ob3",NA,NA,NA,NA,NA,NA
"962","diet","HK0045","ob4",NA,NA,NA,NA,NA,NA
"963","diet","HK0045","ob5",NA,NA,NA,NA,NA,NA
"964","diet","HK0045","wl6",NA,NA,NA,NA,NA,NA
"965","diet","HK0045","wl7",NA,NA,NA,NA,NA,NA
"966","diet","HK0045","wl8",NA,NA,NA,NA,NA,NA
"967","diet","HK0045","wl9",NA,NA,NA,NA,NA,NA
"968","diet","HK0082","chm1",NA,NA,NA,NA,NA,NA
"969","diet","HK0082","chm2",NA,NA,NA,NA,NA,NA
"970","diet","HK0082","chm3",NA,NA,NA,NA,NA,NA
"971","diet","HK0082","chm4",NA,NA,NA,NA,NA,NA
"972","diet","HK0082","diet con",NA,NA,NA,NA,NA,NA
"973","diet","HK0143","concentrate grass diet",NA,NA,NA,NA,NA,NA
"974","diet","HK0154","0% leucaena",NA,NA,NA,NA,NA,NA
"975","diet","HK0154","10% leucaena",NA,NA,NA,NA,NA,NA
"976","diet","HK0154","20% leucaena",NA,NA,NA,NA,NA,NA
"977","diet","HK0154","30% leucaena",NA,NA,NA,NA,NA,NA
"978","diet","HK0154","40% leucaena",NA,NA,NA,NA,NA,NA
"979","diet","HK0177","120ml fple",NA,NA,NA,NA,NA,NA
"980","diet","HK0182","con",NA,NA,NA,NA,NA,NA
"981","diet","HK0182","dcl1",NA,NA,NA,NA,NA,NA
"982","diet","HK0182","dcl2",NA,NA,NA,NA,NA,NA
"983","diet","HK0182","dcl3",NA,NA,NA,NA,NA,NA
"984","diet","HK0210","chicken m1",NA,NA,NA,NA,NA,NA
"985","diet","HK0210","chicken m2",NA,NA,NA,NA,NA,NA
"986","diet","HK0210","chicken m3",NA,NA,NA,NA,NA,NA
"987","diet","HK0210","diet con",NA,NA,NA,NA,NA,NA
"988","diet","HK0263","diet con grazing",NA,NA,NA,NA,NA,NA
"989","diet","HK0263","rotational1",NA,NA,NA,NA,NA,NA
"990","diet","HK0263","rotational2",NA,NA,NA,NA,NA,NA
"991","diet","HK0337","t66 concentrate",NA,NA,NA,NA,NA,NA
"992","diet","JS0047","scb bundle1",NA,NA,NA,NA,NA,NA
"993","diet","JS0047","scb con bundle2",NA,NA,NA,NA,NA,NA
"994","diet","JS0047","sfm bundle1",NA,NA,NA,NA,NA,NA
"995","diet","JS0047","so con bundle1",NA,NA,NA,NA,NA,NA
"996","diet","JS0060","base",NA,NA,NA,NA,NA,NA
"997","diet","JS0094.1","con experiment1",NA,NA,NA,NA,NA,NA
"998","diet","JS0094.1","shc1 experiment1",NA,NA,NA,NA,NA,NA
"999","diet","JS0094.1","shc2 experiment1",NA,NA,NA,NA,NA,NA
"1000","diet","JS0094.1","shc3 experiment1",NA,NA,NA,NA,NA,NA
"1001","diet","JS0094.1","shc4 experiment1",NA,NA,NA,NA,NA,NA
"1002","diet","JS0094.2","shc2 experiment2",NA,NA,NA,NA,NA,NA
"1003","diet","JS0115","berseem",NA,NA,NA,NA,NA,NA
"1004","diet","JS0167","broiler litter3",NA,NA,NA,NA,NA,NA
"1005","diet","JS0172","concentrate + cc",NA,NA,NA,NA,NA,NA
"1006","diet","JS0193","trt 1",NA,NA,NA,NA,NA,NA
"1007","diet","JS0193","trt 2",NA,NA,NA,NA,NA,NA
"1008","diet","JS0193","trt 3",NA,NA,NA,NA,NA,NA
"1009","diet","JS0197","r1 0dll",NA,NA,NA,NA,NA,NA
"1010","diet","JS0197","r2 15dll",NA,NA,NA,NA,NA,NA
"1011","diet","JS0197","r3 30dll",NA,NA,NA,NA,NA,NA
"1012","diet","JS0197","r4 45dll",NA,NA,NA,NA,NA,NA
"1013","diet","JS0201.1","mum",NA,NA,NA,NA,NA,NA
"1014","diet","JS0201.1","nmmb",NA,NA,NA,NA,NA,NA
"1015","diet","JS0201.2","nmmb",NA,NA,NA,NA,NA,NA
"1016","diet","JS0205","leucaena llm 3",NA,NA,NA,NA,NA,NA
"1017","diet","JS0208","ws treated ts bundle2",NA,NA,NA,NA,NA,NA
"1018","diet","JS0208","ws treated+hay tsh bundle1",NA,NA,NA,NA,NA,NA
"1019","diet","JS0208","ws treated+hay tsh bundle3",NA,NA,NA,NA,NA,NA
"1020","diet","JS0210.1","15% marejea hay",NA,NA,NA,NA,NA,NA
"1021","diet","JS0210.1","30% marejea hay",NA,NA,NA,NA,NA,NA
"1022","diet","JS0210.1","45% marejea hay",NA,NA,NA,NA,NA,NA
"1023","diet","JS0210.1","no marejea hay",NA,NA,NA,NA,NA,NA
"1024","diet","JS0210.2","15% marejea hay",NA,NA,NA,NA,NA,NA
"1025","diet","JS0210.2","30% marejea hay",NA,NA,NA,NA,NA,NA
"1026","diet","JS0210.2","no marejea hay",NA,NA,NA,NA,NA,NA
"1027","diet","JS0226","cenchrus ciliaris diet",NA,NA,NA,NA,NA,NA
"1028","diet","JS0226","millet forage diet",NA,NA,NA,NA,NA,NA
"1029","diet","JS0226","sorghum forage diet",NA,NA,NA,NA,NA,NA
"1030","diet","JS0226","veldt grass diet",NA,NA,NA,NA,NA,NA
"1031","diet","JS0230","d con lucerne",NA,NA,NA,NA,NA,NA
"1032","diet","JS0230","terminalia serecia",NA,NA,NA,NA,NA,NA
"1033","diet","JS0231","before rain s",NA,NA,NA,NA,NA,NA
"1034","diet","JS0231","continuous s",NA,NA,NA,NA,NA,NA
"1035","diet","JS0249","200 g cm",NA,NA,NA,NA,NA,NA
"1036","diet","JS0249","300 g cm",NA,NA,NA,NA,NA,NA
"1037","diet","JS0249","400 g cm",NA,NA,NA,NA,NA,NA
"1038","diet","JS0261","hay with 400g suppliment",NA,NA,NA,NA,NA,NA
"1039","diet","JS0269.1","d1 access to native hay",NA,NA,NA,NA,NA,NA
"1040","diet","JS0269.1","d2 native hay and 345g alfafa hay",NA,NA,NA,NA,NA,NA
"1041","diet","JS0269.1","d3 native hay and 387g cowpea hay",NA,NA,NA,NA,NA,NA
"1042","diet","JS0269.1","d4 native hay and 302 g a. brevispica leaves",NA,NA,NA,NA,NA,NA
"1043","diet","JS0269.1","d5 native hay and 365 g a. tortilis fruits",NA,NA,NA,NA,NA,NA
"1044","diet","JS0285","high conc.",NA,NA,NA,NA,NA,NA
"1045","diet","JS0285","low conc.",NA,NA,NA,NA,NA,NA
"1046","diet","JS0285","medium conc.",NA,NA,NA,NA,NA,NA
"1047","diet","JS0306","20% moc",NA,NA,NA,NA,NA,NA
"1048","diet","JS0316","con hay bundle1",NA,NA,NA,NA,NA,NA
"1049","diet","JS0316","con mix bundle2",NA,NA,NA,NA,NA,NA
"1050","diet","JS0316","sesban bundle1",NA,NA,NA,NA,NA,NA
"1051","diet","JS0316","sesbania 1 bundle2",NA,NA,NA,NA,NA,NA
"1052","diet","JS0316","sesbania 2 bundle2",NA,NA,NA,NA,NA,NA
"1053","diet","JS0316","sesbania 3 bundle2",NA,NA,NA,NA,NA,NA
"1054","diet","JS0324.1","acacia tortilis 3",NA,NA,NA,NA,NA,NA
"1055","diet","JS0324.2","con bundle2",NA,NA,NA,NA,NA,NA
"1056","diet","JS0340","msp100 yeast",NA,NA,NA,NA,NA,NA
"1057","diet","JS0341","deep litter system + lp",NA,NA,NA,NA,NA,NA
"1058","diet","JS0342","0% bsc",NA,NA,NA,NA,NA,NA
"1059","diet","JS0342","100% bsc",NA,NA,NA,NA,NA,NA
"1060","diet","JS0342","25% bsc",NA,NA,NA,NA,NA,NA
"1061","diet","JS0342","75% bsc",NA,NA,NA,NA,NA,NA
"1062","diet","JS0345","natural (np)",NA,NA,NA,NA,NA,NA
"1063","diet","JS0345","pasture + supplementation(ps)",NA,NA,NA,NA,NA,NA
"1064","diet","JS0350","diet con bundle1",NA,NA,NA,NA,NA,NA
"1065","diet","JS0350","diet con bundle2",NA,NA,NA,NA,NA,NA
"1066","diet","JS0393","protein supp. dorper",NA,NA,NA,NA,NA,NA
"1067","diet","JS0393","salt/phosphate supp. dorper",NA,NA,NA,NA,NA,NA
"1068","diet","JS0393","salt/phosphate supp. merino",NA,NA,NA,NA,NA,NA
"1069","diet","JS0419","t4 ca bundle5",NA,NA,NA,NA,NA,NA
"1070","diet","LM0018","cpv diet",NA,NA,NA,NA,NA,NA
"1071","diet","LM0019","0.5kg csm",NA,NA,NA,NA,NA,NA
"1072","diet","LM0101","t2 poultry l b3",NA,NA,NA,NA,NA,NA
"1073","diet","LM0124","control",NA,NA,NA,NA,NA,NA
"1074","diet","LM0125","diet con",NA,NA,NA,NA,NA,NA
"1075","diet","LM0125","diet low fm",NA,NA,NA,NA,NA,NA
"1076","diet","LM0127","lc",NA,NA,NA,NA,NA,NA
"1077","diet","LM0127","mc",NA,NA,NA,NA,NA,NA
"1078","diet","LM0227.1","mng + plbc",NA,NA,NA,NA,NA,NA
"1079","diet","LM0227.1","mng + sfbc",NA,NA,NA,NA,NA,NA
"1080","diet","LM0227.1","ong +plbc",NA,NA,NA,NA,NA,NA
"1081","diet","LM0227.1","onp + sfbc",NA,NA,NA,NA,NA,NA
"1082","diet","LM0227.2","mng + 3.65 plbc",NA,NA,NA,NA,NA,NA
"1083","diet","LM0227.2","mng + 6.35 plbc",NA,NA,NA,NA,NA,NA
"1084","diet","LM0227.2","mng +0.91 plbc",NA,NA,NA,NA,NA,NA
"1085","diet","LM0248","hb",NA,NA,NA,NA,NA,NA
"1086","diet","LM0248","hb2",NA,NA,NA,NA,NA,NA
"1087","diet","LM0248","hg",NA,NA,NA,NA,NA,NA
"1088","diet","LM0248","hg1",NA,NA,NA,NA,NA,NA
"1089","diet","LM0248","hgb",NA,NA,NA,NA,NA,NA
"1090","diet","LM0248","hgb1",NA,NA,NA,NA,NA,NA
"1091","diet","LM0248","hgb2",NA,NA,NA,NA,NA,NA
"1092","diet","LM0277.1","0% poultry waste",NA,NA,NA,NA,NA,NA
"1093","diet","LM0277.1","05% odpw",NA,NA,NA,NA,NA,NA
"1094","diet","LM0277.1","05% sdpw",NA,NA,NA,NA,NA,NA
"1095","diet","LM0277.1","10% odpw",NA,NA,NA,NA,NA,NA
"1096","diet","LM0277.1","10% sdpw",NA,NA,NA,NA,NA,NA
"1097","diet","LM0277.1","15% odpw",NA,NA,NA,NA,NA,NA
"1098","diet","LM0277.1","15% sdpw",NA,NA,NA,NA,NA,NA
"1099","diet","LM0277.1","20% odpw",NA,NA,NA,NA,NA,NA
"1100","diet","LM0277.1","20% sdpw",NA,NA,NA,NA,NA,NA
"1101","diet","LM0311","mrb 50",NA,NA,NA,NA,NA,NA
"1102","diet","LM0351","diet caas",NA,NA,NA,NA,NA,NA
"1103","diet","LM0351","diet cccs",NA,NA,NA,NA,NA,NA
"1104","diet","LM0351","diet clls",NA,NA,NA,NA,NA,NA
"1105","diet","LM0351","diet cmas",NA,NA,NA,NA,NA,NA
"1106","diet","NJ0016","mixed forage meal y1",NA,NA,NA,NA,NA,NA
"1107","diet","NJ0016","mixed forage meal y2",NA,NA,NA,NA,NA,NA
"1108","diet","NJ0016","mixed forage meal y3",NA,NA,NA,NA,NA,NA
"1109","diet","NJ0027","cm",NA,NA,NA,NA,NA,NA
"1110","diet","NJ0027","cmenz",NA,NA,NA,NA,NA,NA
"1111","diet","NJ0027","cmenzph",NA,NA,NA,NA,NA,NA
"1112","diet","NJ0027","cmph",NA,NA,NA,NA,NA,NA
"1113","diet","NJ0027","control",NA,NA,NA,NA,NA,NA
"1114","diet","NJ0052","hmc",NA,NA,NA,NA,NA,NA
"1115","diet","NN0083","barley concentrate con",NA,NA,NA,NA,NA,NA
"1116","diet","NN0083","cactus concentrate",NA,NA,NA,NA,NA,NA
"1117","diet","NN0137.1","dgcm 0.05",NA,NA,NA,NA,NA,NA
"1118","diet","NN0137.1","dgsm 0.1",NA,NA,NA,NA,NA,NA
"1119","diet","NN0137.1","dgsm 0.15",NA,NA,NA,NA,NA,NA
"1120","diet","NN0137.1","dgsm 0.2",NA,NA,NA,NA,NA,NA
"1121","diet","NN0137.2","dgsm 0",NA,NA,NA,NA,NA,NA
"1122","diet","NN0137.2","dgsm 2",NA,NA,NA,NA,NA,NA
"1123","diet","NN0137.2","dgsm 4",NA,NA,NA,NA,NA,NA
"1124","diet","NN0137.2","dgsm 6",NA,NA,NA,NA,NA,NA
"1125","diet","NN0155","con 0% t 100% maize",NA,NA,NA,NA,NA,NA
"1126","diet","NN0155","diet 2 67% maize 33% t",NA,NA,NA,NA,NA,NA
"1127","diet","NN0155","diet 3 33% maize 67% t",NA,NA,NA,NA,NA,NA
"1128","diet","NN0189","300g cc",NA,NA,NA,NA,NA,NA
"1129","diet","NN0223","goats diet",NA,NA,NA,NA,NA,NA
"1130","diet","NN0223","sheeps diet",NA,NA,NA,NA,NA,NA
"1131","diet","NN0227","t4 ov hay, ml + ch, ts + ch",NA,NA,NA,NA,NA,NA
"1132","diet","NN0236","t1",NA,NA,NA,NA,NA,NA
"1133","diet","NN0253","control",NA,NA,NA,NA,NA,NA
"1134","diet","NN0272.1","control",NA,NA,NA,NA,NA,NA
"1135","diet","NN0272.1","sep + spv",NA,NA,NA,NA,NA,NA
"1136","diet","NN0272.1","sepd",NA,NA,NA,NA,NA,NA
"1137","diet","NN0272.1","spvd",NA,NA,NA,NA,NA,NA
