"","B.Code","A.Level.Name","diet_intake_kg","Source"
"966","HK0327.3","LH:OH WH5 B3",19.8,"feed_intake"
"967","HK0328","Acacia 1 LM",3.08,"feed_intake"
"968","HK0328","Acacia 2 LM",2.78,"feed_intake"
"969","HK0328","Acacia 3 LM",3.02,"feed_intake"
"970","HK0328","Acacia 4 LM",2.35,"feed_intake"
"971","HK0328","Acacia 5 LM",2.03,"feed_intake"
"972","HK0329","DC0",1.6,"feed_intake"
"973","HK0329","DC100",1.552,"feed_intake"
"974","HK0329","DC150",1.47,"feed_intake"
"975","HK0329","DC200",1.42,"feed_intake"
"976","HK0330","0 g/kg A. tortilis",1.45,"feed_intake"
"977","HK0330","120 g/kg A. tortilis",1.44,"feed_intake"
"978","HK0330","150 g/kg A. tortilis",1.2775,"feed_intake"
"979","HK0330","30 g/kg A. tortilis",1.6075,"feed_intake"
"980","HK0330","60 g/kg A. tortilis",2.02,"feed_intake"
"981","HK0330","90 g/kg A. tortilis",1.87,"feed_intake"
"982","HK0331","Diet Con",7e-04,"feed_intake"
"983","HK0331","KLM 1",0.00063,"feed_intake"
"984","HK0331","KLM 2",0.00058,"feed_intake"
"985","HK0331","KLM 3",0.00055,"feed_intake"
"986","HK0331","KLM 4",0.00052,"feed_intake"
"987","HK0331","MLM 1",7e-04,"feed_intake"
"988","HK0331","MLM 2",0.00055,"feed_intake"
"989","HK0331","MLM 3",0.00052,"feed_intake"
"990","HK0331","MLM 4",0.00045,"feed_intake"
"991","HK0333","Con",0.0888285714285714,"feed_intake"
"992","HK0333","MOLM 1",0.0902857142857143,"feed_intake"
"993","HK0333","MOLM 2",0.0919714285714286,"feed_intake"
"994","HK0333","MOLM 3",0.0899142857142857,"feed_intake"
"995","HK0350","Con CSM",0.149,"feed_intake"
"996","HK0350","Velvet BM 1",0.175,"feed_intake"
"997","HK0350","Velvet BM 2",0.17,"feed_intake"
"998","HK0350","Velvet BM 3",0.168,"feed_intake"
"999","JO1000","MSC0%",6.82,"feed_intake"
"1000","JO1000","MSC100%",6.7,"feed_intake"
"1001","JO1000","MSC25%",6.9,"feed_intake"
"1002","JO1000","MSC50%",7.02,"feed_intake"
"1003","JO1001","LEU",0.56339,"feed_intake"
"1004","JO1001","LS",0.60756,"feed_intake"
"1005","JO1001","SAM",0.56912,"feed_intake"
"1006","JO1001","UTS",0.60967,"feed_intake"
"1007","JO1002","M0",12.2,"feed_intake"
"1008","JO1002","M30",12.9,"feed_intake"
"1009","JO1002","M60",12.6,"feed_intake"
"1010","JO1003","CG AS",0.57474,"feed_intake"
"1011","JO1003","CG ASG",0.55614,"feed_intake"
"1012","JO1003","CG AT",0.593,"feed_intake"
"1013","JO1003","CG MF",0.54579,"feed_intake"
"1014","JO1003","CG VA",0.51569,"feed_intake"
"1015","JO1003","CG hay",0.48906,"feed_intake"
"1016","JO1004","10% cactus",6.5,"feed_intake"
"1017","JO1004","20% cactus",6,"feed_intake"
"1018","JO1004","Control Diet",7.3,"feed_intake"
"1019","JO1004","commercial diet",7.5,"feed_intake"
"1020","JO1005","AA",1.12018,"feed_intake"
"1021","JO1005","AC",0.91015,"feed_intake"
"1022","JO1005","AT",0.95005,"feed_intake"
"1023","JO1005","BV",0.9802,"feed_intake"
"1024","JO1005","GA",1.0904,"feed_intake"
"1025","JO1005","PM",0.8903,"feed_intake"
"1026","JO1007","AA S",0.3063,"feed_intake"
"1027","JO1007","CP S",0.3619,"feed_intake"
"1028","JO1007","FE S",0.3887,"feed_intake"
"1029","JO1007","SS S",0.3212,"feed_intake"
"1030","JO1008","PR 0",0.5515,"feed_intake"
"1031","JO1008","PR 15",0.53997,"feed_intake"
"1032","JO1008","PR 22.5",0.48843,"feed_intake"
"1033","JO1008","PR 30",0.47338,"feed_intake"
"1034","JO1008","PR 7.5",0.55319,"feed_intake"
"1035","JO1009","MS",0.3889,"feed_intake"
"1036","JO1009","MT",0.4791,"feed_intake"
"1037","JO1009","UMT",0.5015,"feed_intake"
"1038","JO1009","UT",0.4451,"feed_intake"
"1039","JO1010","Control",0.3472,"feed_intake"
"1040","JO1010","LPBB",0.6251,"feed_intake"
"1041","JO1010","SCBB",0.5033,"feed_intake"
"1042","JO1010","UBB",0.5652,"feed_intake"
"1043","JO1012","M0",0.68,"feed_intake"
"1044","JO1012","M30",0.81,"feed_intake"
"1045","JO1012","M60",0.94,"feed_intake"
"1046","JO1013","PDS0",0.2857,"feed_intake"
"1047","JO1013","PDS25",0.279,"feed_intake"
"1048","JO1013","PDS50",0.2677,"feed_intake"
"1049","JO1013","PDS75",0.243,"feed_intake"
"1050","JO1015","Feed 1",0.8783,"feed_intake"
"1051","JO1015","Feed 2",0.9374,"feed_intake"
"1052","JO1015","Feed 3",0.9491,"feed_intake"
"1053","JO1015","Feed 4",0.9788,"feed_intake"
"1054","JO1017","R1",0.67613,"feed_intake"
"1055","JO1017","R2",0.67313,"feed_intake"
"1056","JO1017","R3",0.67088,"feed_intake"
"1057","JO1017","R4",0.66638,"feed_intake"
"1058","JO1019","Feed 1",1.78095238095238,"feed_intake"
"1059","JO1019","Feed 2",2.1952380952381,"feed_intake"
"1060","JO1019","Feed 3",2.55761904761905,"feed_intake"
"1061","JO1019","Feed 4",2.56571428571429,"feed_intake"
"1062","JO1020","Ration 1",0.408,"feed_intake"
"1063","JO1020","Ration 2",0.401,"feed_intake"
"1064","JO1020","Ration 3",0.381,"feed_intake"
"1065","JO1020","Ration 4",0.384,"feed_intake"
"1066","JO1022","Feed 1",0.8134,"feed_intake"
"1067","JO1022","Feed 2",0.7778,"feed_intake"
"1068","JO1022","Feed 3",0.7601,"feed_intake"
"1069","JO1022","Feed 4",0.7513,"feed_intake"
"1070","JO1022","Feed 5",0.74,"feed_intake"
"1071","JO1023","Cowpea 100g Lablab 225g NF",0.00355,"feed_intake"
"1072","JO1023","Cowpea 267g Lablab 100g NF",0.00363,"feed_intake"
"1073","JO1023","Cowpea 400g NF",0.0035,"feed_intake"
"1074","JO1023","Lablab 300g NF",0.00359,"feed_intake"
"1075","JO1024","T1 300CPH",0.68711,"feed_intake"
"1076","JO1024","T2 225CPH 75WB",0.66941,"feed_intake"
"1077","JO1024","T3 150CPH 150WB",0.71941,"feed_intake"
"1078","JO1024","T4 75CPH 225WB",0.63099,"feed_intake"
"1079","JO1024","T5 300WB",0.67347,"feed_intake"
"1080","JO1025","SPV 0",6.8,"feed_intake"
"1081","JO1025","SPV 100",8.5,"feed_intake"
"1082","JO1025","SPV 200",10.2,"feed_intake"
"1083","JO1025","SPV 300",11.9,"feed_intake"
"1084","JO1026","T1 PH100%",0.453,"feed_intake"
"1085","JO1026","T2 PH100% 300CM",0.575,"feed_intake"
"1086","JO1026","T3 PH100% 1HB",0.531,"feed_intake"
"1087","JO1026","T4 PH100% 948HO",0.553,"feed_intake"
"1088","JO1026","T5 PH100% 250HB 237HO 150CM",0.566,"feed_intake"
"1089","JO1027","100C",0.742,"feed_intake"
"1090","JO1027","100OV",0.691,"feed_intake"
"1091","JO1027","33C 67OV",0.731,"feed_intake"
"1092","JO1027","67C 33OV",0.737,"feed_intake"
"1093","JO1028","T1 Feed",0.44423,"feed_intake"
"1094","JO1028","T2 Feed",0.46722,"feed_intake"
"1095","JO1028","T3 Feed",0.49254,"feed_intake"
"1096","JO1030","Diet A",0.9,"feed_intake"
"1097","JO1030","Diet B",0.96,"feed_intake"
"1098","JO1030","Diet C",1,"feed_intake"
"1099","JO1031","GF",0.6056,"feed_intake"
"1100","JO1031","LC 10%",0.5165,"feed_intake"
"1101","JO1031","LC 15%",0.4056,"feed_intake"
"1102","JO1031","LC 20%",0.3825,"feed_intake"
"1103","JO1031","LC 25%",0.3448,"feed_intake"
"1104","JO1031","LC 5%",0.617,"feed_intake"
"1105","JO1032","Diet WS40",7.38,"feed_intake"
"1106","JO1032","Diet WS60",7.03,"feed_intake"
"1107","JO1032","Diet WS80",6.91,"feed_intake"
"1108","JO1033","Feed 1",0.495759,"feed_intake"
"1109","JO1033","Feed 2",0.63302,"feed_intake"
"1110","JO1033","Feed 3",0.6579024,"feed_intake"
"1111","JO1033","Feed 4",0.652,"feed_intake"
"1112","JO1034","Control Feed",0.09982,"feed_intake"
"1113","JO1034","PBb 15 Feed",0.13111,"feed_intake"
"1114","JO1034","WBb 15 Feed",0.17836,"feed_intake"
"1115","JO1036","Feed 1",0.552,"feed_intake"
"1116","JO1036","Feed 2",0.889,"feed_intake"
"1117","JO1036","Feed 3",0.907,"feed_intake"
"1118","JO1036","Feed 4",0.872,"feed_intake"
"1119","JO1036","Feed 5",0.851,"feed_intake"
"1120","JO1037","0gFSF/KG Feed",0.48,"feed_intake"
"1121","JO1037","20gFSF/KG Feed",0.495,"feed_intake"
"1122","JO1037","40gFSF/KG Feed",0.63,"feed_intake"
"1123","JO1037","60gFSF/KG Feed",0.588,"feed_intake"
"1124","JO1038","Feed 1",0.705,"feed_intake"
"1125","JO1038","Feed 2",0.948,"feed_intake"
"1126","JO1038","Feed 3",0.935,"feed_intake"
"1127","JO1038","Feed 4",0.985,"feed_intake"
"1128","JO1039.1","PRQ Feed",1.1,"feed_intake"
"1129","JO1039.2","IQR Feed",0.92,"feed_intake"
"1130","JO1039.2","PRQ Feed",0.63,"feed_intake"
"1131","JO1039.2","SIRQ Feed",0.89,"feed_intake"
"1132","JO1039.3","100%LH Feed",1.59,"feed_intake"
"1133","JO1039.3","100%PRQ Feed",1.09,"feed_intake"
"1134","JO1039.3","25%PRQ 75%LH Feed",1.37,"feed_intake"
"1135","JO1039.3","50%PRQ 50%LH Feed",1.41,"feed_intake"
"1136","JO1039.3","75%PRQ 25%LH Feed",1.25,"feed_intake"
"1137","JO1039.5a","TTH 16%FM CFM",0.91,"feed_intake"
"1138","JO1039.5a","TTH 20%FM CFM",0.92,"feed_intake"
"1139","JO1039.5a","TTH 24%FM CFM",0.92,"feed_intake"
"1140","JO1039.5a","TTH 28%FM CFM",0.89,"feed_intake"
"1141","JO1039.5b","TTH 16%FM SFM",0.9,"feed_intake"
"1142","JO1039.5b","TTH 20%FM SFM",0.92,"feed_intake"
"1143","JO1039.5b","TTH 24%FM SFM",0.94,"feed_intake"
"1144","JO1039.5b","TTH 28%FM SFM",0.9,"feed_intake"
"1145","JO1040","UMS WB NSC Feed",0.5383,"feed_intake"
"1146","JO1040","UMTMS Feed",0.4814,"feed_intake"
"1147","JO1040","UMTMSWB NSC Feed",0.4709,"feed_intake"
"1148","JO1040","UTMS WB NSC Feed",0.4007,"feed_intake"
"1149","JO1041","Feed 1",0.716,"feed_intake"
"1150","JO1041","Feed 2",0.83,"feed_intake"
"1151","JO1041","Feed 3",0.867,"feed_intake"
"1152","JO1041","Feed 4",0.87,"feed_intake"
"1153","JO1041","Feed 5",0.871,"feed_intake"
"1154","JO1042","154MBH 156CM T3",0.8569,"feed_intake"
"1155","JO1042","226CM T1",0.77689,"feed_intake"
"1156","JO1042","231MBH 120CM T4",0.89628,"feed_intake"
"1157","JO1042","308MBH 87CM T5",0.91656,"feed_intake"
"1158","JO1042","77MBH 192CM T2",0.82547,"feed_intake"
"1159","JO1044","Feed 1",0.2851,"feed_intake"
"1160","JO1044","Feed 2",0.2826,"feed_intake"
"1161","JO1044","Feed 3",0.27808,"feed_intake"
"1162","JO1044","Feed 4",0.24998,"feed_intake"
"1163","JO1045","CCH Feed",6.4,"feed_intake"
"1164","JO1045","TRH Feed",6.8,"feed_intake"
"1165","JO1045","TRS Feed",7.1,"feed_intake"
"1166","JO1045","URH Feed",7.4,"feed_intake"
"1167","JO1045","URS Feed",7.1,"feed_intake"
"1168","JO1046","Treated Barley Straw",9.93,"feed_intake"
"1169","JO1046","Untreated Barley Straw",6.2,"feed_intake"
"1170","JO1047","EMWS T4",3.52,"feed_intake"
"1171","JO1047","ULTWS T3",3.7,"feed_intake"
"1172","JO1047","UMTWS T2",3.12,"feed_intake"
"1173","JO1047","UWS T1",3.02,"feed_intake"
"1174","JO1048","F1 Control",0.37787,"feed_intake"
"1175","JO1048","F2 25",0.37276,"feed_intake"
"1176","JO1048","F3 50",0.3912,"feed_intake"
"1177","JO1048","F4 75",0.34698,"feed_intake"
"1178","JO1048","F5 100",0.31863,"feed_intake"
"1179","JO1049","P100M0 T1",0.33845,"feed_intake"
"1180","JO1049","P25M75 T4",0.3249,"feed_intake"
"1181","JO1049","P50M50 T3",0.3566,"feed_intake"
"1182","JO1049","P75M25 T2",0.3319,"feed_intake"
"1183","JO1050","CSC33 WB66 Salt1",3.92,"feed_intake"
"1184","JO1050","NSC33 WB66 Salt1",3.43,"feed_intake"
"1185","JO1050","Sole WB",2.67,"feed_intake"
"1186","JO1050","WB UMFB",3.16,"feed_intake"
"1187","JO1051","Feed A",0.4967,"feed_intake"
"1188","JO1051","Feed B",0.4584,"feed_intake"
"1189","JO1051","Feed C",0.4934,"feed_intake"
"1190","JO1051","Feed D",0.503,"feed_intake"
"1191","JO1052","Faba Bean",1.40126,"feed_intake"
"1192","JO1052","Field Pea",1.45706,"feed_intake"
"1193","JO1052","Soybean Meal",1.45906,"feed_intake"
"1194","JO1053","T1 TF WB PP25 NSC75",8.021,"feed_intake"
"1195","JO1053","T2 TF WB PP50 NSC50",8.091,"feed_intake"
"1196","JO1053","T3 TF WB PP75 NSC25",7.29,"feed_intake"
"1197","JO1053","T4 TF WB PP100",8.081,"feed_intake"
"1198","JO1053","T5 TF WB NSC100",7.8,"feed_intake"
"1199","JO1054","T1 CFM60 BH15 DRS25",0.8064,"feed_intake"
"1200","JO1054","T2 CFM60 BH15 CSL25",0.6846,"feed_intake"
"1201","JO1054","T3 CFM60 BH15 UR25",0.6048,"feed_intake"
"1202","JO1055","Feed 1 BSC10",1.53,"feed_intake"
"1203","JO1055","Feed 2 BSC15",1.65,"feed_intake"
"1204","JO1055","Feed 3 MOC10",1.65,"feed_intake"
"1205","JO1055","Feed 4 MOC15",1.47,"feed_intake"
"1206","JO1056","G1 CFM50 BS25",0.857,"feed_intake"
"1207","JO1056","G2 CFM50 PMS25",0.952,"feed_intake"
"1208","JO1056","G3 CFM50 PMS50",0.881,"feed_intake"
"1209","JO1057","T1 NP",0,"feed_intake"
"1210","JO1057","T2 CF",17.0410032,"feed_intake"
"1211","JO1057","T3 LF",20.88,"feed_intake"
"1212","JO1057","T4 LF CF",18.126,"feed_intake"
"1213","JO1058","Diet 1",0.21,"feed_intake"
"1214","JO1058","Diet 2",0.21,"feed_intake"
"1215","JO1058","Diet 3",0.24,"feed_intake"
"1216","JO1058","Diet 4",0.25,"feed_intake"
"1217","JO1058","Diet 5",0.26,"feed_intake"
"1218","JO1059","SCM 0",0.716666666666667,"feed_intake"
"1219","JO1059","SCM 10",0.738095238095238,"feed_intake"
"1220","JO1059","SCM 15",0.755952380952381,"feed_intake"
"1221","JO1059","SCM 20",0.723214285714286,"feed_intake"
"1222","JO1060","Diet 1",0.421,"feed_intake"
"1223","JO1060","Diet 2",0.396,"feed_intake"
"1224","JO1060","Diet 3",0.403,"feed_intake"
"1225","JO1060","Diet 4",0.409,"feed_intake"
"1226","JO1060","Diet 5",0.352,"feed_intake"
"1227","JO1061","CA Diet",0.734,"feed_intake"
"1228","JO1061","Control",0.83,"feed_intake"
"1229","JO1061","OG Diet",0.75,"feed_intake"
"1230","JO1061","OG VA Diet",0.8564,"feed_intake"
"1231","JO1061","VA CA Diet",0.687,"feed_intake"
"1232","JO1062","Intervention Diet",12.71,"feed_intake"
"1233","JO1062","Traditional Diet",12.11,"feed_intake"
"1234","JO1063","Grass Legume SC 0",0.32,"feed_intake"
"1235","JO1063","Grass Legume SC 1.5",0.43,"feed_intake"
"1236","JO1063","Grass SC 0",0.28,"feed_intake"
"1237","JO1063","Grass SC 1.5",0.3,"feed_intake"
"1238","JO1063","Legume SC 0",0.42,"feed_intake"
"1239","JO1063","Legume SC 1.5",0.49,"feed_intake"
"1240","JO1064","CFM BH",1.3141,"feed_intake"
"1241","JO1064","CFM SBHtv BH",1.30668,"feed_intake"
"1242","JO1064","CFM SBP BH",1.19389,"feed_intake"
"1243","JO1064","CFM SBPcc BH",1.2903,"feed_intake"
"1244","JO1064","CFM SBPsc BH",1.33361,"feed_intake"
"1245","JO1065","Intervention diet",8.24,"feed_intake"
"1246","JO1065","Untreated Diet",6.16,"feed_intake"
"1247","JO1067","Diet 1",0.76,"feed_intake"
"1248","JO1067","Diet 2",0.75,"feed_intake"
"1249","JO1067","Diet 3",0.77,"feed_intake"
"1250","JO1067","Diet 4",0.75,"feed_intake"
"1251","JO1067","Diet 5",0.8,"feed_intake"
"1252","JO1068","Control",0.04465,"feed_intake"
"1253","JO1068","Diet 2",0.0415,"feed_intake"
"1254","JO1068","Diet 3",0.03815,"feed_intake"
"1255","JO1068","Diet 4",0.0362,"feed_intake"
"1256","JO1069","0 Inclusion",0.09142,"feed_intake"
"1257","JO1069","5 inclusion",0.08871,"feed_intake"
"1258","JO1070","MOLM 0",0.0132,"feed_intake"
"1259","JO1070","MOLM 70",0.0136,"feed_intake"
"1260","JO1071","Treatment 1",0.01808,"feed_intake"
"1261","JO1071","Treatment 2",0.01795,"feed_intake"
"1262","JO1071","Treatment 3",0.01842,"feed_intake"
"1263","JO1071","Treatment 4",0.01869,"feed_intake"
"1264","JO1072","15FGMPP",3.15,"feed_intake"
"1265","JO1072","15UGMPP",3.23,"feed_intake"
"1266","JO1072","30FGMPP",3.02,"feed_intake"
"1267","JO1072","30UGMPP",3.41,"feed_intake"
"1268","JO1072","Control",2.95,"feed_intake"
"1269","JO1073","G0",0.1684,"feed_intake"
"1270","JO1073","G25",0.1738,"feed_intake"
"1271","JO1073","G50",0.1698,"feed_intake"
"1272","JO1073","G75",0.1832,"feed_intake"
"1273","JO1074","URS AL Lambs",0.441,"feed_intake"
"1274","JO1074","URS FE Lambs",0.452,"feed_intake"
"1275","JO1074","URS MO Lambs",0.487,"feed_intake"
"1276","JO1074","URS SM Lambs",0.429,"feed_intake"
"1277","JO1075","100g Diet 1",0.03119,"feed_intake"
"1278","JO1075","200g Diet 2",0.1219,"feed_intake"
"1279","JO1075","25g Diet 1",0.03246,"feed_intake"
"1280","JO1075","25g Diet 2",0.12269,"feed_intake"
"1281","JO1075","30g Diet 1",0.0328,"feed_intake"
"1282","JO1075","30g Diet 2",0.12216,"feed_intake"
"1283","JO1075","75g Diet 1",0.03286,"feed_intake"
"1284","JO1075","75g Diet 2",0.12338,"feed_intake"
"1285","JO1075","Control 1",0.03459,"feed_intake"
"1286","JO1075","Control 2",0.12457,"feed_intake"
"1287","JO1076","MSC MSM 1.25OMSS s",1.03307,"feed_intake"
"1288","JO1076","MSC MSM 2.5OMSS s",0.75734,"feed_intake"
"1289","JO1076","MSC MSM 5OMSS s",0.89681,"feed_intake"
"1290","JO1076","MSC MSM s",0.90457,"feed_intake"
"1291","JO1076","SBM s",1.14419,"feed_intake"
"1292","JO1077","Diet 1",0.08351,"feed_intake"
"1293","JO1077","Diet 2",0.08892,"feed_intake"
"1294","JO1077","Diet 3",0.08399,"feed_intake"
"1295","JO1077","Diet 4",0.08891,"feed_intake"
"1296","JO1077","Diet 5",0.07662,"feed_intake"
"1297","JO1077","Diet 6",0.07372,"feed_intake"
"1298","JO1078","Control",0.06025,"feed_intake"
"1299","JO1078","Mistletoe",0.05925,"feed_intake"
"1300","JO1078","Moringa",0.06002,"feed_intake"
"1301","JO1078","Phyllanthus",0.0595,"feed_intake"
"1302","JO1080","Diet 1",0.921844216071238,"feed_intake"
"1303","JO1080","Diet 2",1.0327808941054,"feed_intake"
"1304","JO1080","Diet 3",1.07411128295707,"feed_intake"
"1305","JO1080","Diet 4",1.09093296139092,"feed_intake"
"1306","JO1080","Diet 5",1.13133203916114,"feed_intake"
"1307","JO1082","Control",1.04,"feed_intake"
"1308","JO1082","DOC",1.02,"feed_intake"
"1309","JO1082","ESOC",1.04,"feed_intake"
"1310","JO1082","SOC",1.02,"feed_intake"
"1311","JO1084","Diet 1",0.883266731286327,"feed_intake"
"1312","JO1084","Diet 2",0.892719050646109,"feed_intake"
"1313","JO1085","CD",0.8904,"feed_intake"
"1314","JO1085","MKCD",0.8678,"feed_intake"
"1315","JO1085","SCD",0.9059,"feed_intake"
"1316","JO1087","Diet 1",0.51717,"feed_intake"
"1317","JO1087","Diet 2",0.56537,"feed_intake"
"1318","JO1087","Diet 3",0.51223,"feed_intake"
"1319","JO1087","Diet 4",0.5056,"feed_intake"
"1320","JO1087","Diet 5",0.50077,"feed_intake"
"1321","JO1088","100g MOBYS PTRRS",19.06,"feed_intake"
"1322","JO1088","100g MOBYS RS",20.18,"feed_intake"
"1323","JO1088","200g MOBYS PTRRS",27.65,"feed_intake"
"1324","JO1088","200g MOBYS RS",26.58,"feed_intake"
"1325","JO1088","300g MOBYS PTRRS",0.553846153846154,"feed_intake"
"1326","JO1088","300g MOBYS RS",34.7,"feed_intake"
"1327","JO1089","Ration 1",0.865,"feed_intake"
"1328","JO1089","Ration 2",0.894,"feed_intake"
"1329","JO1089","Ration 3",0.902,"feed_intake"
"1330","JO1090","SIL0 BAM100",7.1,"feed_intake"
"1331","JO1090","SIL25 BAM75",6.2,"feed_intake"
"1332","JO1090","SIL50 BAM50",4.4,"feed_intake"
"1333","JO1090","SIL75 BAM25",1.6,"feed_intake"
"1334","JO1091","CDC",12.97,"feed_intake"
"1335","JO1091","SPVSWB",11.07,"feed_intake"
"1336","JO1092","Diet 1",1.34281085642182,"feed_intake"
"1337","JO1092","Diet 2",1.42238368192902,"feed_intake"
"1338","JO1092","Diet 3",0.29460688573594,"feed_intake"
"1339","JO1093","MSK0",1.819,"feed_intake"
"1340","JO1093","MSK25",1.79,"feed_intake"
"1341","JO1093","MSK50",1.784,"feed_intake"
"1342","JO1094","Diet 1",1.05768,"feed_intake"
"1343","JO1094","Diet 2",1.07768,"feed_intake"
"1344","JO1094","Diet 3",1.12389,"feed_intake"
"1345","JO1095","Diet 1",0.66688,"feed_intake"
"1346","JO1095","Diet 2",0.80926,"feed_intake"
"1347","JO1095","Diet 3",0.80642,"feed_intake"
"1348","JO1095","Diet 4",0.84466,"feed_intake"
"1349","JO1095","Diet 5",0.86896,"feed_intake"
"1350","JO1096","ABD Diet",1.3,"feed_intake"
"1351","JO1096","CF Diet",1.12,"feed_intake"
"1352","JO1097","Diet 1",13.69,"feed_intake"
"1353","JO1097","Diet 2",13.73,"feed_intake"
"1354","JO1097","Diet 3",13.72,"feed_intake"
"1355","JO1097","Diet 4",14.23,"feed_intake"
"1356","JO1098","Ration 1",1.3,"feed_intake"
"1357","JO1098","Ration 2",1.35,"feed_intake"
"1358","JO1098","Ration 3",1.385,"feed_intake"
"1359","JO1100","Diet 1",0.37179,"feed_intake"
"1360","JO1100","Diet 2",0.35942,"feed_intake"
"1361","JO1100","Diet 3",0.24419,"feed_intake"
"1362","JO1100","Diet 4",0.24796,"feed_intake"
"1363","JS0046","A. africana Diet",0.648,"feed_intake"
"1364","JS0046","Cotton seed Cake Diet",0.616,"feed_intake"
"1365","JS0046","K. senegalensis Diet",0.539,"feed_intake"
"1366","JS0046","P. erinaceus Diet",0.571,"feed_intake"
"1367","JS0048","A. S. pods",0.939,"feed_intake"
"1368","JS0048","P.L leaves",0.796,"feed_intake"
"1369","JS0048","P.L pods",0.743,"feed_intake"
"1370","JS0048","T Con",0.66,"feed_intake"
"1371","JS0060","Base",5.73,"feed_intake"
"1372","JS0076","BFM1",0.072,"feed_intake"
"1373","JS0076","BFM2",0.0716363636363636,"feed_intake"
"1374","JS0076","BFM3",0.0690909090909091,"feed_intake"
"1375","JS0076","Diet Con",0.0734545454545455,"feed_intake"
"1376","JS0079.1","Con",0.09,"feed_intake"
"1377","JS0079.1","SDBM1",0.096,"feed_intake"
"1378","JS0079.1","SDBM2",0.088,"feed_intake"
"1379","JS0079.1","SDBM3",0.086,"feed_intake"
"1380","JS0079.2","Con",0.1069,"feed_intake"
"1381","JS0079.2","SDBM1",0.1091,"feed_intake"
"1382","JS0079.2","SDBM2",0.1112,"feed_intake"
"1383","JS0079.2","SDBM3",0.1114,"feed_intake"
"1384","JS0080","25 SDBM",0.106285714285714,"feed_intake"
"1385","JS0080","50 SDBM",0.107428571428571,"feed_intake"
"1386","JS0080","75 SDBM",0.106857142857143,"feed_intake"
"1387","JS0080","No SDBM",0.107428571428571,"feed_intake"
"1388","JS0081","T1 55% Maize",0.12375,"feed_intake"
"1389","JS0081","T2 45% Maize",0.13875,"feed_intake"
"1390","JS0081","T3 35% Maize",0.135,"feed_intake"
"1391","JS0093","Diet Con",0.0801818181818182,"feed_intake"
"1392","JS0093","PKC1",0.0870909090909091,"feed_intake"
"1393","JS0093","PKC2",0.0803636363636364,"feed_intake"
"1394","JS0093","PKC3",0.0845454545454545,"feed_intake"
"1395","JS0093","PKC4",0.0861818181818182,"feed_intake"
"1396","JS0093","PKC5",0.0865454545454545,"feed_intake"
"1397","JS0119","100% Cull Date",0.735,"feed_intake"
"1398","JS0119","50% Cull Date",0.62984,"feed_intake"
"1399","JS0119","75% Cull Date",0.665,"feed_intake"
"1400","JS0119","No Cull Date",0.71566,"feed_intake"
"1401","JS0123","Diet Con",0.14998,"feed_intake"
"1402","JS0123","JCSM1",0.14137,"feed_intake"
"1403","JS0123","JCSM2",0.1,"feed_intake"
"1404","JS0123","JCSM3",0.09301,"feed_intake"
"1405","JS0123","JCSM4",0.09,"feed_intake"
"1406","JS0124","Spirulina1",0.000208333333333333,"feed_intake"
"1407","JS0124","Spirulina2",0.000216666666666667,"feed_intake"
"1408","JS0124","Spirulina3",0.000219047619047619,"feed_intake"
"1409","JS0124","Spirulina4",0.000201190476190476,"feed_intake"
"1410","JS0124","Spirulina5",2e-04,"feed_intake"
"1411","JS0125","100% PBM",0.00302,"feed_intake"
"1412","JS0125","20% PBM",0.00399,"feed_intake"
"1413","JS0125","40% PBM",0.00378,"feed_intake"
"1414","JS0125","60% PBM",0.00378,"feed_intake"
"1415","JS0125","80% PBM",0.00352,"feed_intake"
"1416","JS0125","Control",0.00393,"feed_intake"
"1417","JS0134","Con",0.000225714285714286,"feed_intake"
"1418","JS0134","Okara1",0.000231785714285714,"feed_intake"
"1419","JS0134","Okara2",0.000221309523809524,"feed_intake"
"1420","JS0134","Okara3",0.00023202380952381,"feed_intake"
"1421","JS0134","Okara4",0.000212738095238095,"feed_intake"
"1422","JS0135","CSM0",0.000874489795918367,"feed_intake"
"1423","JS0135","CSM100",0.000773469387755102,"feed_intake"
"1424","JS0135","CSM25",0.000821428571428571,"feed_intake"
"1425","JS0135","CSM50",0.000816326530612245,"feed_intake"
"1426","JS0135","CSM75",0.000860204081632653,"feed_intake"
"1427","JS0139","Con Basal",0.00165857142857143,"feed_intake"
"1428","JS0139","FM SB Substitution1",0.00174,"feed_intake"
"1429","JS0139","FM SB Substitution2",0.00181714285714286,"feed_intake"
"1430","JS0139","FM SB Substitution3",0.00178571428571429,"feed_intake"
"1431","JS0139","FM SB Substitution4",0.00164285714285714,"feed_intake"
"1432","JS0140","PPW 0%",1.472,"feed_intake"
"1433","JS0140","PPW 25%",1.433,"feed_intake"
"1434","JS0140","PPW 50%",1.415,"feed_intake"
"1435","JS0147","Diet Con",1.25,"feed_intake"
"1436","JS0147","GM2 C",1.45,"feed_intake"
"1437","JS0147","GM3 D",1.2,"feed_intake"
"1438","JS0147","GM4 E",1.16,"feed_intake"
"1439","JS0167","Broiler Litter1",8.36,"feed_intake"
"1440","JS0167","Broiler Litter2",8.54,"feed_intake"
"1441","JS0167","Broiler Litter3",8.49,"feed_intake"
"1442","JS0167","Con",8.26,"feed_intake"
"1443","JS0172","AH + CC",0.902,"feed_intake"
"1444","JS0172","DE + CC",0.848,"feed_intake"
"1445","JS0172","GS + CC",1.196,"feed_intake"
