"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Item.Group","Source","Units","T.Animals","Out.WG.Start","Out.WG.Unit","basal_intake_status","Prediction_Source","Prediction_Source.from_AName","from_feed_intake","T.Name","T.Control","D.Item_raw","Ingredient_Category","Ingredient_Category_orig","Category_Source.x","Category_Source.y"
"88","AG0087","sun dried df 1.5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.20602,"kg",NA,NA,NA,FALSE,"Sun dried DF 1.5%","no","groundnut cake","Protein","Protein",NA,NA
"89","AG0087","sun dried df 3.5%","imported concentrate","Other Feed",1.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.22917,"kg",NA,NA,NA,FALSE,"Sun dried DF 3.5%","no","imported concentrate","Protein","Protein",NA,NA
"90","AG0087","sun dried df 3.5%","fish dried ground","Animal",3.5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.22917,"kg",NA,NA,NA,FALSE,"Sun dried DF 3.5%","no","fish dried ground","Protein","Protein",NA,NA
"91","AG0087","sun dried df 3.5%","sorghum grain","Crop Product",54,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.22917,"kg",NA,NA,NA,FALSE,"Sun dried DF 3.5%","no","sorghum grain","High-starch","High-starch",NA,NA
"92","AG0087","sun dried df 3.5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.22917,"kg",NA,NA,NA,FALSE,"Sun dried DF 3.5%","no","groundnut cake","Protein","Protein",NA,NA
"93","AG0087","sun dried df 5%","fish dried ground","Animal",5,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.29212,"kg",NA,NA,NA,FALSE,"Sun dried DF 5%","no","fish dried ground","Protein","Protein",NA,NA
"94","AG0087","sun dried df 5%","sorghum grain","Crop Product",54,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.29212,"kg",NA,NA,NA,FALSE,"Sun dried DF 5%","no","sorghum grain","High-starch","High-starch",NA,NA
"95","AG0087","sun dried df 5%","groundnut cake","Crop Byproduct",12.01,"% Diet",NA,NA,"Yes",NA,NA,"livestock","% Diet;NA;NA",10,1.29212,"kg",NA,NA,NA,FALSE,"Sun dried DF 5%","no","groundnut cake","Protein","Protein",NA,NA
"96","AN0007","t1","molasses","Crop Byproduct",6.602,"g",NA,NA,"Yes",NA,"SupplementBDG","livestock","%;NA;NA",2,12.8,"kg",NA,NA,NA,FALSE,"T1","yes","unspecified molasses","High-starch","High-starch",NA,NA
"97","AN0007","t1","brewers grain","Crop Byproduct",132.04,"g",NA,NA,"Yes",NA,"SupplementBDG","livestock","%;NA;NA",2,12.8,"kg",NA,NA,NA,FALSE,"T1","yes","brewers grain","Poor forage","Poor forage",NA,NA
"98","AN0007","t1","cassava peel ground","Crop Byproduct",179.9045,"g",NA,NA,"Yes",NA,"SupplementBDG","livestock","%;NA;NA",2,12.8,"kg",NA,NA,NA,FALSE,"T1","yes","cassava peel ground","Good forage","Good forage",NA,NA
"99","AN0007","t1","mixture","Non-ERA Feed",1.6505,"g",NA,NA,"Yes",NA,"SupplementBDG","livestock","%;NA;NA",2,12.8,"kg",NA,NA,NA,FALSE,"T1","yes","mixture","Mineral/Vitamin","Mineral/Vitamin",NA,NA
"100","AN0007","t1","bone ground","Other Feed",6.602,"g",NA,NA,"Yes",NA,"SupplementBDG","livestock","%;NA;NA",2,12.8,"kg",NA,NA,NA,FALSE,"T1","yes","bone ground","Mineral/Vitamin","Mineral/Vitamin",NA,NA
