"","B.Code","A.Level.Name","D.Unit.Amount","Total_Amount"
"1","AG0042","60% F SOPM","g",312.5
"2","AG0042","60% UF SOPM","g",297.7
"3","AG0042","Con","g",312.4
"4","AG0051","NG","g",8300
"5","AG0051","NGD","g",8200
"6","AG0051","PG","g",9100
"7","AG0051","PGD","g",9200
"8","AN0007","T1","g",330.1
"9","AN0007","T2","g",329.82
"10","AN0007","T3","g",347.47
"11","AN0007","T4","g",346.9
"12","AN0007","T5","g",347.84
"13","AN0020","Control T1","g",50.3360714285714
"14","AN0020","T2","g",48.4342857142857
"15","AN0020","T3","g",49.0296428571429
"16","AN0021","U0","g",853
"17","AN0021","U10","g",858.58
"18","AN0021","U15","g",949.88
"19","AN0021","U20","g",938.04
"20","AN0057","0 PPL","g",411
"21","AN0057","150 PPL","g",513
"22","AN0057","300 PPL","g",639
"23","AN0057","450 PPL","g",763
"24","B01063","Control Diet","g",4.78928571428572
"25","B01063","PEG0","g",4.66071428571429
"26","B01063","PEG100","g",4.58464285714286
"27","B01063","PEG25","g",4.925
"28","B01063","PEG50","g",4.91071428571429
"29","B01063","PEG75","g",4.75357142857143
"30","BO1000","Diet 1","g",668.27
"31","BO1000","Diet 2","g",700.48
"32","BO1000","Diet 3","g",746.78
"33","BO1000","Diet 4","g",774.27
"34","BO1000","Diet 5","g",829.82
"35","BO1001","Diet 1","g",696
"36","BO1001","Diet 2","g",791.33
"37","BO1001","Diet 3","g",840.56
"38","BO1001","Diet 4","g",931.41
"39","BO1001","Diet 5","g",1015.72
"40","BO1002","Control","g",1181
"41","BO1002","MA20","g",1167
"42","BO1002","MA40","g",1172
"43","BO1005","OSCM","g",865
"44","BO1005","TMRL","g",885
"45","BO1006","Ration 1","g",1156.2
"46","BO1006","Ration 2","g",1330.8
"47","BO1006","Ration 3","g",1100.65
"48","BO1007","HAK10","g",264
"49","BO1007","HAK15","g",337
"50","BO1007","HAK20","g",370
"51","BO1007","HAK30","g",288
"52","BO1008","Control","g",1580
"53","BO1008","G1","g",1550
"54","BO1008","G2","g",1570
"55","BO1009","Diet 1","g",408
"56","BO1009","Diet 2","g",423
"57","BO1009","Diet 3","g",409
"58","BO1009","Diet 4","g",446
"59","BO1010","A. dilbata","g",290.4
"60","BO1010","A. mearnsii","g",288.6
"61","BO1010","Protein supplement","g",318.9
"62","BO1010","Rangeland hay Control","g",274.4
"63","BO1011","Control","g",675
"64","BO1011","Diet 1","g",675
"65","BO1011","Diet 2","g",675
"66","BO1011","Diet 3","g",650
"67","BO1012","DLL0","g",332
"68","BO1012","DLL10","g",298
"69","BO1012","DLL15","g",282
"70","BO1012","DLL20","g",266
"71","BO1012","DLL5","g",316
"72","BO1013","Diet 1","g",442.44
"73","BO1013","Diet 2","g",786.07
"74","BO1013","Diet 3","g",797.38
"75","BO1013","Diet 4","g",907.64
"76","BO1014","Diet 1","g",1200
"77","BO1014","Diet 2","g",750
"78","BO1014","Diet 3","g",900
"79","BO1014","Diet 4","g",1000
"80","BO1014","Diet 5","g",1050
"81","BO1014","Diet 6","g",1100
"82","BO1014","Diet 7","g",1150
"83","BO1015","42% CFM +52% CS +6% SS (G3)","g",1623
"84","BO1015","42% CFM +52% CS +6% TSS (G5)","g",1617
"85","BO1015","46% CFM +51% CS +3% SS (G2)","g",1674
"86","BO1015","46% CFM +51% CS +3% TSS (G4)","g",1663.5
"87","BO1015","50% CFM +50% CS (G1)","g",1685
"88","BO1016","InHay +Cal","g",644
"89","BO1016","InHay +Cal +PEG","g",753
"90","BO1017","BRT1","g",101
"91","BO1017","BRT2","g",50.4
"92","BO1017","BRT3","g",35.2
"93","BO1017","BRT4","g",19.3
"94","BO1017","BT1","g",113
"95","BO1017","BT2","g",73.9
"96","BO1017","BT3","g",67.1
"97","BO1017","BT4","g",49.6
"98","BO1017","RT1","g",103
"99","BO1017","RT2","g",67
"100","BO1017","RT3","g",58.3
"101","BO1017","RT4","g",38.2
"102","BO1018","ASY +ve","g",1349
"103","BO1018","ASY -ve","g",928
"104","BO1018","BHY -ve","g",1437
"105","BO1018","BHY+ve","g",1419
"106","BO1018","FAY -ve","g",920
"107","BO1019","GLM0","g",350.49
"108","BO1019","GLM12","g",370.85
"109","BO1019","GLM24","g",357.44
"110","BO1019","GLM36","g",353.05
"111","BO1023","CGS diet","g",6030
"112","BO1023","HSB diet","g",13770
"113","BO1023","LSB diet","g",13660
"114","BO1024","Diet 0%","g",799.77
"115","BO1024","Diet 15%","g",783.04
"116","BO1024","Diet 30%","g",771.28
"117","BO1024","Diet 45%","g",650.09
"118","BO1025","100% (DVLM + DMLM)","g",228.1
"119","BO1025","100% concentrate mix","g",722.8
"120","BO1025","25% NSC + 75% (DVLM + DMLM)","g",294.1
"121","BO1025","50% NSC + 50% (DVLM + DMLM)","g",323.3
"122","BO1025","75% NSC + 25% (DVLM + DMLM)","g",325.9
"123","BO1026","Diet 1","g",441
"124","BO1026","Diet 2","g",481
"125","BO1026","Diet 3","g",493
"126","BO1026","Diet 4","g",473
"127","BO1026","Diet 5","g",437
"128","BO1027","EM treated RH","g",962.4
"129","BO1027","EM treated SCB","g",819
"130","BO1027","Tv treated RH","g",1051.9
"131","BO1027","Tv treated SCB","g",661.9
"132","BO1027","Untreated RH","g",942
"133","BO1027","Untreated SCB","g",554.7
"134","BO1028","UMB + UTTS + concentrate","g",10580
"135","BO1028","UTS + concentrate","g",10180
"136","BO1028","UTTS + concentrate","g",10100
"137","BO1029","T0 (100 CH)","g",909.1
"138","BO1029","T1 (50CH:50DBV)","g",909.8
"139","BO1029","T2 (25CH:75DBV)","g",910.2
"140","BO1029","T3 (100DBV)","g",910.6
"141","BO1030","(R + SPVS)","g",3224.85267368926
"142","BO1030","(R + UMB)","g",2834.47577108477
"143","BO1030","Roughage Only","g",3008.4480863759
"144","BO1031","Diet 1","g",839
"145","BO1031","Diet 2","g",548
"146","BO1031","Diet 3","g",539
"147","BO1031","Diet 4","g",551
"148","BO1031","Diet 5","g",566
"149","BO1032","NSM0","g",1640
"150","BO1032","NSM100","g",1610
"151","BO1032","NSM50","g",1620
"152","BO1032","NSM75","g",1650
"153","BO1033","Melon seed husk 10","g",10060
"154","BO1033","Melon seed husk 20","g",9800
"155","BO1033","Melon seed husk 5","g",10160
"156","BO1033","Melon seek husk 0","g",10130
"157","BO1034","Diet 1 (0 kenaf)","g",538.96
"158","BO1034","Diet 2 (15 kenaf)","g",610.21
"159","BO1034","Diet 3 (20 kenaf)","g",634
"160","BO1034","Diet 4 (25 kenaf)","g",662.82
"161","BO1035","Bermuda Diet","g",716
"162","BO1035","Elephant Diet","g",700
"163","BO1035","Guinea Diet","g",719
"164","BO1035","Rhodes Diet","g",696
"165","BO1037","0% cabbage carrot waste","g",305.89
"166","BO1037","10% cabbage waste","g",299.76
"167","BO1037","10% carrot waste","g",325.92
"168","BO1037","5% carrot 5% cabbage waste","g",310.58
"169","BO1038","0% treated rice offal","g",9510
"170","BO1038","10% treated rice offal","g",9990
"171","BO1038","15% treated rice ofall","g",9300
"172","BO1038","5% treated rice offal","g",9590
"173","BO1039","400 g B.balcooa","g",469
"174","BO1039","400 g O. abyssinica","g",456
"175","BO1039","600 g B.balcooa","g",415
"176","BO1039","600 g O. abyssinica","g",443
"177","BO1039","Control diet","g",398
"178","BO1040","Control group","g",9610
"179","BO1040","R-SAF","g",10030
"180","BO1040","R-SUN","g",10180
"181","BO1042","0% cashew nut shell","g",261.61
"182","BO1042","10% cashew nut shell","g",258.99
"183","BO1042","15% cashew nut shell","g",243.47
"184","BO1042","20% cashew nut shell","g",216.75
"185","BO1043","T1 0 SCPM 100 CPM","g",349.77
"186","BO1043","T2 25 SCPM 75 CPM","g",280.74
"187","BO1043","T3 50 SCPM 50 CPM","g",338.19
"188","BO1043","T4 75 SCPM 25 CPM","g",310.94
"189","BO1044","T1 (GG100%)","g",480.75
"190","BO1044","T2 (GG80% + CSP10% + SBCW10%)","g",499
"191","BO1044","T3 (GG60% + CSP30% + SBCW10%)","g",567.75
"192","BO1044","T4 (GG40% + CSP50% + SBCW10%)","g",628.25
"193","BO1045","R1: 70% CFM + 30% BS","g",1452
"194","BO1045","R2: 70% CFM + 30% BS + 3% FA","g",1440
"195","BO1045","R3: 70% CFM + 30% (BH)","g",1457
"196","BO1045","R4: 70% CFM + 30% BH + 3% FA","g",1462
"197","BO1046","Basal Diet + Cowpea Residues (Ama)","g",360
"198","BO1046","Basal Diet + Cowpea Residues (Ate)","g",352
"199","BO1046","Basal Diet + Groundnut Residues (Ama)","g",318
"200","BO1046","Basal Diet + Groundnut Residues (Ate)","g",332
"201","BO1046","Basal Diet Only (Ama)","g",443
"202","BO1046","Basal Diet Only (Ate)","g",420
"203","BO1047",NA,"g",890.7
"204","BO1048","60:40 ratio","g",57.19
"205","BO1048","70;30 ratio","g",54.21
"206","BO1048","80:20 ratio","g",50.18
"207","BO1048","90;10 ratio","g",40.11
"208","BO1049","CFM + BH","g",1051.99
"209","BO1049","CFM + Cellulase & fibrolytic treated DPL + BH","g",1111.18
"210","BO1049","CFM + Cellulase treated DPL +BH","g",1206.91
"211","BO1049","CFM + Fibrolytic treated DPL + BH","g",1121.86
"212","BO1049","CFM + untreated DPL + BH","g",1013.82
"213","BO1050","0 sesame","g",543.5
"214","BO1050","150 sesame","g",654.12
"215","BO1050","200 sesame","g",672.18
"216","BO1050","250 sesame","g",698.62
"217","BO1050","300 sesame","g",739.88
"218","BO1051","Citrus pulp treated","g",742.94
"219","BO1051","Grape seeds treated","g",956.57
"220","BO1051","Jojoba meal treated","g",807.52
"221","BO1051","Olive cake treated","g",836.32
"222","BO1051","Sugar beet pulp treated","g",849.56
"223","BO1052","0% untreated WMV","g",16700
"224","BO1052","100% treated WMV","g",16300
"225","BO1052","25% treated WMV","g",16700
"226","BO1052","50% treated WMV","g",16600
"227","BO1052","75% treated WMV","g",16300
"228","BO1053","inoculated silage buffalo","g",15990
"229","BO1053","inoculated silage cattle","g",15680
"230","BO1053","non-inoculated silage buffalo","g",15210
"231","BO1053","non-inoculated silage cattle","g",14750
"232","BO1054","0 PCK","g",8400
"233","BO1054","10 PCK","g",8750
"234","BO1054","20 PCK","g",8670
"235","BO1054","30 PCK","g",9020
"236","BO1054","40 PCK","g",8830
"237","BO1055","Cassava meal D3","g",6840
"238","BO1055","Control D1","g",6770
"239","BO1055","Rice D2","g",6820
"240","BO1056","CS","g",1416
"241","BO1056","RSPHigh","g",1401
"242","BO1056","RSPLow","g",1143
"243","BO1056","RSPMed","g",1270
"244","BO1058","Control Diet","g",1436.65
"245","BO1058","Diet 1","g",1412.52
"246","BO1058","Diet 2","g",1420.54
"247","BO1058","Diet 3","g",1429.1
"248","BO1060","Diet 1","g",452.47
"249","BO1060","Diet 2","g",455.69
"250","BO1060","Diet 3","g",463.06
"251","BO1060","Diet 4","g",463.19
"252","BO1060","Diet 5","g",466.89
"253","BO1061","Mucuna meal 16% (RFM)","g",77.01
"254","BO1061","protein isolate meal 5% (RIM)","g",76.98
"255","BO1061","soybean meal 7% (RTS)","g",78.63
"256","BO1062","Control Diet","g",26.1214285714286
"257","BO1062","ENZ0","g",26.1321428571429
"258","BO1062","ENZ100","g",25.6821428571429
"259","BO1062","ENZ25","g",25.7321428571429
"260","BO1062","ENZ50","g",26.35
"261","BO1062","ENZ75","g",26.2392857142857
"262","BO1064","Baobab Diet","g",5050
"263","BO1064","Des Diet","g",122.4
"264","BO1064","Eup Diet","g",106.7
"265","BO1064","Mor Diet","g",102.8
"266","BO1064","Pan Diet","g",122
"267","BO1064","Soybean Diet","g",4990
"268","BO1064","Vachellia Diet","g",4350
"269","BO1065","MOLM0","g",259.3
"270","BO1065","MOLM100","g",249.7
"271","BO1065","MOLM50","g",266.9
"272","BO1067","0MS","g",1505
"273","BO1067","15MS","g",1525
"274","BO1067","30MS","g",1600
"275","BO1068","10% flaxseed (T3)","g",2284.81
"276","BO1068","10% full fat soya (T1)","g",2210.62
"277","BO1068","5% flaxseed + 5% full fat soya (T2)","g",2213.94
"278","BO1069","BG diet","g",535
"279","BO1069","CG diet","g",549
"280","BO1069","MRG diet","g",507.7
"281","BO1070","0% V. amygdalina","g",421.6
"282","BO1070","100% V. amygdalina","g",266.4
"283","BO1070","25% V. amygdalina","g",421
"284","BO1070","50% V. amygdalina","g",455.6
"285","BO1070","75% V. amygdalina","g",372.7
"286","BO1070","BhH","g",8850
"287","BO1070","NGH","g",8100
"288","BO1070","NPH","g",6210
"289","BO1070","TTS","g",7710
"290","BO1074","0% corn cobs","g",661.8
"291","BO1074","25% corn cobs","g",612.7
"292","BO1074","50% corn cobs","g",338.7
"293","BO1075","Diet 1","g",219.54
"294","BO1075","Diet 2","g",248.38
"295","BO1075","Diet 3","g",210.42
"296","BO1075","Diet 4","g",235.68
"297","BO1076","0 GBVH","g",1308
"298","BO1076","100 GBVH","g",1314
"299","BO1076","25 GBVH","g",1310
"300","BO1076","50 GBVH","g",1311
"301","BO1076","75 GBVH","g",1312
"302","BO1079","CSL 0%","g",492.53
"303","BO1079","CSL 10%","g",614.25
"304","BO1079","CSL 20%","g",539.39
"305","BO1079","CSL 30%","g",557.08
"306","BO1080","Diet 1","g",7360
"307","BO1080","Diet 2","g",7580
"308","BO1080","Diet 3","g",7860
"309","BO1080","Diet 4","g",7430
"310","BO1081","0% YPM","g",595
"311","BO1081","20% YPM","g",580
"312","BO1081","40% YPM","g",570
"313","BO1081","60% YPM","g",573
"314","BO1082","R1 (0% soybean pulp)","g",482
"315","BO1082","R2 (10% soybean pulp)","g",448
"316","BO1082","R3 (20% soybean pulp)","g",441
"317","BO1084","Elephant grass ensiled alone","g",768.4
"318","BO1084","Elephant grass ensiled with 10% Dolichos lablab","g",880.1
"319","BO1084","Elephant grass ensiled with 20% Dolichos lablab","g",920.9
"320","BO1084","Elephant grass ensiled with 30% Dolichos lablab","g",954.9
"321","BO1085","Control Diet","g",1250
"322","BO1085","Diet 1","g",1240
"323","BO1085","Diet 2","g",1230
"324","BO1085","Diet 3","g",1240
"325","BO1085","Diet 4","g",1190
"326","BO1085","Diet 5","g",1280
"327","BO1085","Diet 6","g",1160
"328","BO1087","T1 (100% NSC)","g",825.04
"329","BO1087","T2 (75 NSC:25 CSH %)","g",850.79
"330","BO1087","T3 (50 NSC:50 CSH %)","g",864
"331","BO1087","T4 (25 NSC:75 CSH %)","g",887.58
"332","BO1087","T5 (100% CSH)","g",945.39
"333","BO1088","T1 (cassava peel untreated)","g",910.62
"334","BO1088","T2 (corn cob untreated)","g",866.4
"335","BO1088","T3 (treated cassava peel)","g",979.2
"336","BO1088","T4 (treated corn cob)","g",947.2
"337","BO1092","0 RCNS","g",456.37
"338","BO1092","10 RCNS","g",294.57
"339","BO1092","15 RCNS","g",207.69
"340","BO1092","5 RCNS","g",402.16
"341","BO1093","0CPM","g",496.09
"342","BO1093","100 CPM","g",580.99
"343","BO1093","60 CPM","g",556.78
"344","BO1093","80 CPM","g",388.91
"345","BO1095","Control Post-partum","g",141.75
"346","BO1095","Treatment Post-partum","g",148.75
"347","BO1096","0% Sweet Potato Peels","g",780
"348","BO1096","10% Sweet Potato Peels","g",970
"349","BO1096","20% Sweet Potato Peels","g",750
"350","BO1096","30% Sweet Potato Peels","g",790
"351","BO1099","0  Cashew Nut Shell","g",89.7
"352","BO1099","10  Cashew Nut Shell","g",89.7
"353","BO1099","15  Cashew Nut Shell","g",81.4
"354","BO1099","20  Cashew Nut Shell","g",84.7
"355","CJ1000","280SES","g",677
"356","CJ1000","300CFM","g",698
"357","CJ1000","330ATELLA","g",730
"358","CJ1000","360FAIDH","g",735
"359","CJ1001","100 Percent","g",978.8
"360","CJ1001","33 Percent","g",937.4
"361","CJ1001","67 Percent","g",949.1
"362","CJ1001","Zero Percent","g",878.3
"363","CJ1003","Baobab","g",5050
"364","CJ1003","Soybean","g",4990
"365","CJ1003","Vachellia","g",4350
"366","CJ1004","Feed Blocks","g",464.4
"367","CJ1004","Gliricidia: leucaena","g",704.6
"368","CJ1004","Maize off","g",633
"369","CJ1004","Poult Manure","g",596
"370","CJ1006","R1","g",15900
"371","CJ1006","R2","g",16100
"372","CJ1006","R3","g",15890
"373","CJ1007","alfalfa hay goat","g",1250.08880040352
"374","CJ1007","alfalfa hay sheep","g",1269.62903163914
"375","CJ1007","mixture forage goat","g",769.878204653178
"376","CJ1007","mixture forage sheep","g",831.602860105893
"377","CJ1015","20%ALH","g",1144.07369730753
"378","CJ1015","40%ALH","g",1217.49842911176
"379","CJ1015","60%ALH","g",1185.16000526661
"380","CJ1015","Control","g",1185.89457648012
"381","CJ1016","T1","g",386
"382","CJ1016","T2","g",252.5
"383","CJ1016","T3","g",295.5
"384","CJ1016","T4","g",289
"385","CJ1017","25% AFH","g",1119.3077400337
"386","CJ1017","50%AFH","g",1162.82188127538
"387","CJ1017","75%AFH","g",1169.07383854572
"388","CJ1017","Control","g",1136.97851193397
"389","CJ1018","Control","g",540.441176470588
"390","CJ1018","Maize","g",716.176470588235
"391","CJ1018","PEG","g",635.294117647058
"392","CJ1018","Soya","g",755.147058823529
"393","CJ1018","mixed","g",640.441176470588
"394","CJ1019","T1","g",742.96
"395","CJ1019","T2","g",759.8
"396","CJ1019","T3","g",564.28
"397","CJ1019","T4","g",484.47
"398","DK0007","Con","g",1260
"399","DK0007","T2 ESS","g",720
"400","DK0007","T3 EAS","g",820
"401","DK0007","T4 SSS","g",850
"402","DK0007","T5 SAS","g",950
"403","EM1000","Treatment1","g",339.87
"404","EM1000","Treatment2","g",225.53
"405","EM1000","Treatment3","g",255.76
"406","EM1000","Treatment4","g",257.63
"407","EM1004","Control Ration G1","g",532
"408","EM1004","Ration G2","g",1135
"409","EM1004","Ration G3","g",1112
"410","EM1005","Control Ration1","g",1443.75
"411","EM1005","Ration 2","g",1462.5
"412","EM1005","Ration3","g",1458.75
"413","EM1006","CTSD","g",371.75
"414","EM1006","PTC","g",304.08
"415","EM1006","PTCD","g",309.6
"416","EM1008","Leucaena 1","g",1421
"417","EM1008","Leucaena 2","g",1472
"418","EM1008","Leucaena 3","g",2022
"419","EM1008","Leucaena 4","g",1788
"420","EM1011","T1 CM","g",695.1
"421","EM1011","T2 CM+ML","g",698.38
"422","EM1011","T3 CM+ML","g",709.27
"423","EM1011","T4 CM+ML","g",711.51
"424","EM1011","T5 ML","g",706.09
"425","EM1012","T1  NSC","g",5010
"426","EM1012","T2 FSF","g",5880
"427","EM1012","T3 FSF","g",6910
"428","EM1013.1","FS50C50","g",500
"429","EM1013.1","FS60C40","g",476
"430","EM1013.1","FS70C30","g",469
"431","EM1013.1","FS80C20","g",511
"432","EM1013.1","FS90C10","g",370
"433","EM1013.2","FS50L50","g",539
"434","EM1013.2","FS60L40","g",565
"435","EM1013.2","FS70L30","g",583
"436","EM1013.2","FS80L20","g",552
"437","EM1013.2","FS90L10","g",517
"438","EM1013.3","FS50MN50","g",550
"439","EM1013.3","FS60MN40","g",492
"440","EM1013.3","FS70MN30","g",447
"441","EM1013.3","FS80MN20","g",460
"442","EM1013.3","FS90MN10","g",468
"443","EM1013.4","FS61C39","g",521
"444","EM1013.4","FS68L32","g",527
"445","EM1013.4","FS77MN23","g",499
"446","EM1014","T1A.B+PEG","g",431.8
"447","EM1014","T2A.B+BC","g",431.8
"448","EM1014","T3A.B","g",435.6
"449","EM1014","T4B.D+PEG","g",386.2
"450","EM1014","T5B.D+BC","g",423.7
"451","EM1014","T6B.D","g",408.1
"452","EM1015","T1HS","g",838
"453","EM1015","T2GT","g",833
"454","EM1015","T3HS+GT","g",828
"455","EM1017","10MOL","g",1004.7
"456","EM1017","20MOL","g",945.4
"457","EM1017","30MOL","g",980.9
"458","EM1017","Control","g",998.2
"459","EM1020","T1 Control","g",606
"460","EM1020","T2 2DVL:1WB","g",828
"461","EM1020","T3 1DVL:1WB","g",824
"462","EM1020","T4 1DVL:2WB","g",819
"463","EM1022","T0 Typha silage","g",5160.77
"464","EM1022","T10 Typha silage","g",5249.35
"465","EM1022","T20 Typha silage","g",5440.7
"466","EM1022","T30 Typha silage","g",5524.96
"467","EM1023","1.5A","g",956.16
"468","EM1023","1A","g",925.41
"469","EM1023","2A","g",1078.13
"470","EM1023","Control","g",547.69
"471","EM1025","D1 Katambora /Vigna (1:4)","g",670.8
"472","EM1025","D2 Pellets","g",694.8
"473","EM1025","D3 Katambora/Lablab (1:4)","g",688.1
"474","EM1026","Diet1","g",725
"475","EM1026","Diet2","g",847.2
"476","EM1026","Diet3","g",941.4
"477","EM1026","Diet4","g",1053.1
"478","EM1028","T1 CM","g",4100
"479","EM1028","T2 CM+DWLM","g",3300
"480","EM1028","T3 GNP","g",3000
"481","EM1028","T4 CM+DWLP","g",3500
"482","EM1028","T5 DWLP","g",3700
"483","EM1029","T1 Diet","g",312.06
"484","EM1029","T2 Diet","g",323.94
"485","EM1029","T3 Diet","g",332.79
"486","EM1029","T4 Diet","g",348.25
"487","EM1030","T1 WB+CLM","g",3150
"488","EM1030","T2 WB+CLM","g",3280
"489","EM1030","T3 WB+CLM","g",3420
"490","EM1030","T4 CM","g",3760
"491","EM1031","T1 SBM","g",1343.57
"492","EM1031","T2 BCSM","g",1404.85
"493","EM1031","T3 CSM","g",1458.2
"494","EM1031","T4 SSM","g",1466.16
"495","EM1032","T1 Control","g",767
"496","EM1032","T2 MB","g",934
"497","EM1032","T3 MB+GH","g",937
"498","EM1032","T4 GH","g",941
"499","EM1033","T1 NPH","g",732
"500","EM1033","T2 NPH+MH","g",764
"501","EM1033","T3 NPH+MH","g",774
"502","EM1033","T4 NPH+MH","g",807
"503","EM1033","T5 MH","g",851
"504","EM1034","T1  Hay + Conc  daily","g",650
"505","EM1034","T2 Silage + Conc  daily","g",730
"506","EM1034","T3 Silage + Conc  Skip-a-day","g",600
"507","EM1034","T4 Silage + Conc  Skip-2-days","g",540
"508","EM1035","T1  Mash","g",1390
"509","EM1035","T2 Pelleted","g",1740
"510","EM1036","T1 Control DBG","g",2310
"511","EM1036","T2 DBG+SCF","g",1690
"512","EM1036","T3 DBG+SCF","g",1710
"513","EM1036","T4 DBG+SCF","g",1710
"514","EM1036","T5 SCF","g",1700
"515","EM1037","T1  Control","g",801
"516","EM1037","T2 WB+NC","g",938
"517","EM1037","T3 WB+NC","g",961.2
"518","EM1037","T4 WB+NC","g",983.4
"519","EM1038","DU1","g",698
"520","EM1038","DU2","g",725.4
"521","EM1038","DU3","g",773.3
"522","EM1038","DU4","g",864
"523","EM1039","T1 Control","g",620.67
"524","EM1039","T2 NSC","g",728.61
"525","EM1039","T3 Atella","g",911.17
"526","EM1040","T1  Hay Alone","g",564.56
"527","EM1040","T2 Atella","g",810.27
"528","EM1040","T3 Tata","g",850.365
"529","EM1040","T4 Atella+Tata","g",945.85
"530","EM1041","T1 NPH","g",8230
"531","EM1041","T2 Untreated FMS","g",8090
"532","EM1041","T3 EM2Treated FMS","g",9500
"533","EM1041","T4 Urea Treated FMS","g",10150
"534","EM1042","Ration 1 CFM1","g",1424.08
"535","EM1042","Ration2 CFM2","g",1437.05
"536","EM1042","Ration3 CFM3","g",1380.51
"537","EM1043","Diet A","g",462.85
"538","EM1043","Diet B","g",436.83
"539","EM1043","Diet C","g",396.47
"540","EM1044","Control","g",17320
"541","EM1044","Exp 1","g",16390
"542","EM1044","Exp 2","g",17280
"543","EM1044","Exp 3","g",16610
"544","EM1045","Treatment T1","g",458.31
"545","EM1045","Treatment T2","g",417.43
"546","EM1045","Treatment T3","g",481.29
"547","EM1045","Treatment T4","g",341.14
"548","EM1045","Treatment T5","g",452.72
"549","EM1046","Treatment T1","g",1198.79
"550","EM1046","Treatment T2","g",1217.34
"551","EM1046","Treatment T3","g",1277.89
"552","EM1047","GH0","g",4990
"553","EM1047","GH25","g",5090
"554","EM1047","GH50","g",4540
"555","EM1047","GH75","g",4420
"556","EM1048","T1 Control","g",643.22
"557","EM1048","T2 35FPH","g",705.51
"558","EM1048","T3 50FPH","g",714.15
"559","EM1050","Treatment T1","g",6930
"560","EM1050","Treatment T2","g",7160
"561","EM1050","Treatment T3","g",7490
"562","EM1050","Treatment T4","g",7570
"563","EM1051","T1  A","g",417.9
"564","EM1051","T2 B","g",428.93
"565","EM1051","T3 C","g",322
"566","EM1051","T4 D","g",288.1
"567","EM1052","Diet 1","g",462.71
"568","EM1052","Diet 2","g",465.56
"569","EM1052","Diet 3","g",486.36
"570","EM1052","Diet 4","g",467.39
"571","EM1052","Diet 5","g",466.66
"572","EM1053","Diet A","g",224.3
"573","EM1053","Diet B","g",215.3
"574","EM1053","Diet C","g",263.9
"575","EM1053","Diet D","g",290.25
"576","EM1054","M0","g",6940
"577","EM1054","M15","g",7100
"578","EM1054","M20","g",6350
"579","EM1055","Treatment T1","g",186.5
"580","EM1055","Treatment T2","g",208.8
"581","EM1055","Treatment T3","g",213.8
"582","EM1055","Treatment T4","g",206.7
"583","EM1056","Treatment T1","g",514.55
"584","EM1056","Treatment T2","g",541.17
"585","EM1056","Treatment T3","g",561.4
"586","EM1056","Treatment T4","g",565.7
"587","EM1058","Treatment T1","g",544.14
"588","EM1058","Treatment T2","g",497.21
"589","EM1058","Treatment T3","g",507.46
"590","EM1058","Treatment T4","g",494.38
"591","EM1059","Diet 1","g",109.75
"592","EM1059","Diet 2","g",109.42
"593","EM1059","Diet 3","g",129.08
"594","EM1059","Diet 4","g",105.92
"595","EM1060","Treatment T1","g",82.88
"596","EM1060","Treatment T2","g",78.91
"597","EM1060","Treatment T3","g",68.3
"598","EM1060","Treatment T4","g",63.76
"599","EM1061","BSF-based diet","g",111.940555555556
"600","EM1061","Control Diet","g",119.514722222222
"601","EM1062","Diet A M+V+C","g",77.6
"602","EM1062","Diet B M+C","g",76.6771428571428
"603","EM1062","Diet C V+C","g",82.9814285714286
"604","EM1062","Diet D","g",112.162857142857
"605","EM1065","Treatment T1","g",70.65
"606","EM1065","Treatment T2","g",80.68
"607","EM1065","Treatment T3","g",89.52
"608","EM1066","Con","g",23.0178571428571
"609","EM1066","PEG0","g",24.2785714285714
"610","EM1066","PEG100","g",26.6107142857143
"611","EM1066","PEG25","g",23.8178571428571
"612","EM1066","PEG50","g",25.3785714285714
"613","EM1066","PEG75","g",25.4107142857143
"614","EM1068","RFM","g",77.01
"615","EM1068","RIM","g",76.98
"616","EM1068","RTS","g",78.63
"617","EM1069","Treatment T1","g",191.08
"618","EM1069","Treatment T2","g",191.9
"619","EM1069","Treatment T3","g",203.56
"620","EM1069","Treatment T4","g",200.6
"621","EM1070","Treatment T1","g",61.68
"622","EM1070","Treatment T2","g",67.88
"623","EM1070","Treatment T3","g",63
"624","EM1070","Treatment T4","g",65.02
"625","EM1072","Control CA","g",223.08
"626","EM1072","GB","g",239.56
"627","EM1072","GC","g",300.62
"628","EM1072","GD","g",325.62
"629","EM1072","GE","g",258.58
"630","EM1073","GKA","g",199.86
"631","EM1073","GKB","g",179.23
"632","EM1073","GKC","g",170.29
"633","EM1073","GKD","g",172.99
"634","EM1074","RSM1","g",375
"635","EM1074","RSM2","g",322.9
"636","EM1074","RSM3","g",344.5
"637","EM1076","CFM T1","g",1339.33
"638","EM1076","CFM T2","g",1327.86
"639","EM1076","CFM T3","g",1333.29
"640","EM1076","CFM T4","g",1319.5
"641","EM1077","Ration1","g",1370
"642","EM1077","Ration2","g",1390
"643","EM1077","Ration3","g",1380
"644","EM1079","T1","g",9290
"645","EM1079","T2","g",9350
"646","EM1079","T3","g",9040
"647","EM1079","T4","g",9320
"648","EM1079","T5","g",9320
"649","EM1081","Treatment T1","g",791
"650","EM1081","Treatment T2","g",842
"651","EM1081","Treatment T3","g",852
"652","EM1081","Treatment T4","g",861
"653","EM1082","Treatment T1","g",607.07
"654","EM1082","Treatment T2","g",609.6
