"","X","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","Percentage_of_Diet","D.Item_raw"
"3708",3708,"JO1013","PDS25","daniellia oliveri leaves decorticated dried ground roasted","Forage Plants",13.95,"g",5,"Daniellia oliveri Leaves Decorticated Dried Ground Roasted"
"3709",3709,"JO1013","PDS25","groundnut cake","Crop Byproduct",41.85,"g",15,"Groundnut Cake"
"3710",3710,"JO1013","PDS25","cowpea husk","Crop Byproduct",69.75,"g",25,"Cowpea Husk"
"3711",3711,"JO1013","PDS25","urea","Supplement",2.79,"g",1,"Urea"
"3712",3712,"JO1013","PDS50","daniellia oliveri leaves decorticated dried ground roasted","Forage Plants",26.77,"g",10,"Daniellia oliveri Leaves Decorticated Dried Ground Roasted"
"3713",3713,"JO1013","PDS50","urea","Supplement",2.677,"g",1,"Urea"
"3714",3714,"JO1013","PDS50","groundnut cake","Crop Byproduct",26.77,"g",10,"Groundnut Cake"
"3715",3715,"JO1013","PDS50","cowpea husk","Crop Byproduct",66.925,"g",25,"Cowpea Husk"
"3716",3716,"JO1013","PDS75","urea","Supplement",2.43,"g",1,"Urea"
"3717",3717,"JO1013","PDS75","groundnut cake","Crop Byproduct",12.15,"g",5,"Groundnut Cake"
"3718",3718,"JO1013","PDS75","cowpea husk","Crop Byproduct",60.75,"g",25,"Cowpea Husk"
"3719",3719,"JO1013","PDS75","daniellia oliveri leaves decorticated dried ground roasted","Forage Plants",36.45,"g",15,"Daniellia oliveri Leaves Decorticated Dried Ground Roasted"
"3720",3720,"JO1014","DMC40","moringa oleifera seed cake ground","Crop Byproduct",40,"g",100,"Moringa oleifera Seed Cake Ground"
"3721",3721,"JO1014","DMC80","moringa oleifera seed cake ground","Crop Byproduct",80,"g",100,"Moringa oleifera Seed Cake Ground"
"3722",3722,"JO1015","Feed 1","wheat offal","Crop Byproduct",200,"g",22.7712626665149,"Wheat Bran"
"3723",3723,"JO1015","Feed 1","noug seed cake","Crop Byproduct",350,"g",39.849709666401,"Noug Seed Cake"
"3724",3724,"JO1015","Feed 2","noug seed cake","Crop Byproduct",300,"g",32.0034136974611,"Noug Seed Cake"
"3725",3725,"JO1015","Feed 2","wheat offal","Crop Byproduct",200,"g",21.3356091316407,"Wheat Bran"
"3726",3726,"JO1015","Feed 2","acacia nilotica leaves dried","Forage Plants",108.4,"g",11.5639001493493,"Acacia nilotica Leaves Dried"
"3727",3727,"JO1015","Feed 3","noug seed cake","Crop Byproduct",250,"g",26.3407438626067,"Noug Seed Cake"
"3728",3728,"JO1015","Feed 3","wheat offal","Crop Byproduct",200,"g",21.0725950900853,"Wheat Bran"
"3729",3729,"JO1015","Feed 3","acacia nilotica leaves dried","Forage Plants",216.8,"g",22.8426930776525,"Acacia nilotica Leaves Dried"
"3730",3730,"JO1015","Feed 4","acacia nilotica leaves dried","Forage Plants",319.2,"g",32.6113608500204,"Acacia nilotica Leaves Dried"
"3731",3731,"JO1015","Feed 4","wheat offal","Crop Byproduct",200,"g",20.4331834899877,"Wheat Bran"
"3732",3732,"JO1017","R1","trifolium alexandrinum straw dried","Forage Plants",270.452,"g",40,"Trifolium alexandrinum Straw Dried"
"3733",3733,"JO1017","R2","sesbania sesban leaves and twigs dried","Forage Plants",67.313,"g",10,"Sesbania sesban Leaves and Twigs Dried"
"3734",3734,"JO1017","R2","trifolium alexandrinum straw","Forage Plants",201.939,"g",30,"Trifolium alexandrinum Straw"
"3735",3735,"JO1017","R3","trifolium alexandrinum straw","Forage Plants",134.176,"g",20,"Trifolium alexandrinum Straw"
"3736",3736,"JO1017","R3","sesbania sesban leaves and twigs dried","Forage Plants",134.176,"g",20,"Sesbania sesban Leaves and Twigs Dried"
"3737",3737,"JO1017","R4","trifolium alexandrinum straw","Forage Plants",66.638,"g",10,"Trifolium alexandrinum Straw"
"3738",3738,"JO1017","R4","sesbania sesban leaves and twigs dried","Forage Plants",199.914,"g",30,"Sesbania sesban Leaves and Twigs Dried"
"3739",3739,"JO1018","Feed 1","molasses","Crop Byproduct",1,"%",0.495049504950495,"Unspecified Molasses"
"3740",3740,"JO1018","Feed 1","molasses","Crop Byproduct",1,"%",0.495049504950495,"Unspecified Molasses"
"3741",3741,"JO1018","Feed 1","cassava peel","Crop Byproduct",40,"%",19.8019801980198,"Cassava Peel"
"3742",3742,"JO1018","Feed 1","cassava peel","Crop Byproduct",40,"%",19.8019801980198,"Cassava Peel"
"3743",3743,"JO1018","Feed 1","andropogon gayanus ensiled wilted","Forage Plants",60,"%",29.7029702970297,"Andropogon gayanus Ensiled Wilted"
"3744",3744,"JO1018","Feed 1","andropogon gayanus ensiled wilted","Forage Plants",60,"%",29.7029702970297,"Andropogon gayanus Ensiled Wilted"
"3745",3745,"JO1018","Feed 2","molasses","Crop Byproduct",1,"%",0.495049504950495,"Unspecified Molasses"
"3746",3746,"JO1018","Feed 2","molasses","Crop Byproduct",1,"%",0.495049504950495,"Unspecified Molasses"
"3747",3747,"JO1018","Feed 2","cassava peel","Crop Byproduct",40,"%",19.8019801980198,"Cassava Peel"
"3748",3748,"JO1018","Feed 2","cassava peel","Crop Byproduct",40,"%",19.8019801980198,"Cassava Peel"
"3749",3749,"JO1018","Feed 2","tithonia diversifolia ensiled wilted","Forage Plants",60,"%",29.7029702970297,"Tithonia diversifolia Ensiled Wilted"
"3750",3750,"JO1018","Feed 2","tithonia diversifolia ensiled wilted","Forage Plants",60,"%",29.7029702970297,"Tithonia diversifolia Ensiled Wilted"
"3751",3751,"JO1018","Feed 3","cassava peel","Crop Byproduct",40,"%",19.8019801980198,"Cassava Peel"
"3752",3752,"JO1018","Feed 3","cassava peel","Crop Byproduct",40,"%",19.8019801980198,"Cassava Peel"
"3753",3753,"JO1018","Feed 3","tithonia diversifolia ensiled wilted","Forage Plants",30,"%",14.8514851485149,"Tithonia diversifolia Ensiled Wilted"
"3754",3754,"JO1018","Feed 3","tithonia diversifolia ensiled wilted","Forage Plants",30,"%",14.8514851485149,"Tithonia diversifolia Ensiled Wilted"
"3755",3755,"JO1018","Feed 3","andropogon gayanus ensiled wilted","Forage Plants",30,"%",14.8514851485149,"Andropogon gayanus Ensiled Wilted"
"3756",3756,"JO1018","Feed 3","andropogon gayanus ensiled wilted","Forage Plants",30,"%",14.8514851485149,"Andropogon gayanus Ensiled Wilted"
"3757",3757,"JO1018","Feed 3","molasses","Crop Byproduct",1,"%",0.495049504950495,"Unspecified Molasses"
"3758",3758,"JO1018","Feed 3","molasses","Crop Byproduct",1,"%",0.495049504950495,"Unspecified Molasses"
"3759",3759,"JO1020","Ration 1","trifolium alexandrinum straw dried","Forage Plants",340,"g",83.3333333333333,"Trifolium alexandrinum Straw Dried"
"3760",3760,"JO1020","Ration 1","rice straw","Crop Byproduct",223,"g",54.656862745098,"Rice Straw"
"3761",3761,"JO1020","Ration 2","prosopis juliflora dried","Forage Plants",0,"g",0,"Prosopis juliflora Dried"
"3762",3762,"JO1020","Ration 2","rice straw","Crop Byproduct",286,"g",71.3216957605985,"Rice Straw"
"3763",3763,"JO1020","Ration 3","rice straw","Crop Byproduct",287,"g",75.3280839895013,"Rice Straw"
"3764",3764,"JO1020","Ration 3","kochia scoparia","Forage Plants",0,"g",0,"Kochia scoparia"
"3765",3765,"JO1020","Ration 4","prosopis juliflora dried","Forage Plants",144,"g",37.5,"Prosopis juliflora Dried"
"3766",3766,"JO1020","Ration 4","kochia scoparia","Forage Plants",144,"g",37.5,"Kochia scoparia"
"3767",3767,"JO1020","Ration 4","rice straw","Crop Byproduct",289,"g",75.2604166666667,"Rice Straw"
"3768",3768,"JO1021","Afzelia africa","afzelia africana leaves and twigs","Forage Plants",242,"g",100,"Afzelia africana Leaves and Twigs"
"3769",3769,"JO1021","Annona senegalensis","annona senegalensis leaves and twigs wilted","Forage Plants",238.8,"g",100,"Annona senegalensis Leaves and Twigs Wilted"
"3770",3770,"JO1021","Arachis hypogaea","groundnut haulm","Crop Byproduct",227.1,"g",100,"Groundnut Haulm"
"3771",3771,"JO1021","Ficus gnaphalocarpa","ficus gnaphalocarpa leaves and twigs","Forage Plants",264.9,"g",100,"Ficus gnaphalocarpa Leaves and Twigs"
"3772",3772,"JO1021","Pericopsis laxiflo","pericopis laxiflora leaves and twigs","Forage Plants",208.1,"g",100,"Pericopis laxiflora Leaves and Twigs"
"3773",3773,"JO1021","Pterocarpus erinace","pterocarpus erinaceus leaves and twigs","Forage Plants",191.8,"g",100,"Pterocarpus erinaceus Leaves and Twigs"
"3774",3774,"JO1022","Feed 1","wheat offal","Crop Byproduct",420,"g",51.6351118760757,"Wheat Bran"
"3775",3775,"JO1022","Feed 1","noug seed cake","Crop Byproduct",271.10622,"g",33.33,"Noug Seed Cake"
"3776",3776,"JO1022","Feed 2","alfalfa dried","Forage Plants",98,"g",12.5996400102854,"Alfalfa Dried"
"3777",3777,"JO1022","Feed 2","noug seed cake","Crop Byproduct",194.45,"g",25,"Noug Seed Cake"
"3778",3778,"JO1022","Feed 2","wheat offal","Crop Byproduct",315,"g",40.4988428902031,"Wheat Bran"
"3779",3779,"JO1022","Feed 3","alfalfa dried","Forage Plants",196,"g",25.7860807788449,"Alfalfa Dried"
"3780",3780,"JO1022","Feed 3","wheat offal","Crop Byproduct",211,"g",27.7595053282463,"Wheat Bran"
"3781",3781,"JO1022","Feed 3","noug seed cake","Crop Byproduct",126.1766,"g",16.6,"Noug Seed Cake"
"3782",3782,"JO1022","Feed 4","noug seed cake","Crop Byproduct",62.65842,"g",8.34,"Noug Seed Cake"
"3783",3783,"JO1022","Feed 4","alfalfa dried","Forage Plants",294,"g",39.1321709037668,"Alfalfa Dried"
"3784",3784,"JO1022","Feed 4","wheat offal","Crop Byproduct",105,"g",13.9757753227739,"Wheat Bran"
"3785",3785,"JO1022","Feed 5","alfalfa dried","Forage Plants",392,"g",52.972972972973,"Alfalfa Dried"
"3786",3786,"JO1023","Cowpea 100g Lablab 225g NF","cowpea leaves","Crop Byproduct",100,"g",12.9634430904848,"Cowpea Leaves"
"3787",3787,"JO1023","Cowpea 100g Lablab 225g NF","lablab purpureus","Crop Product",225,"g",29.1677469535909,"Lablab purpureus"
"3788",3788,"JO1023","Cowpea 267g Lablab 100g NF","lablab purpureus","Crop Product",100,"g",15.124016938899,"Lablab purpureus"
"3789",3789,"JO1023","Cowpea 267g Lablab 100g NF","cowpea leaves","Crop Byproduct",267,"g",40.3811252268603,"Cowpea Leaves"
"3790",3790,"JO1023","Cowpea 400g NF","cowpea leaves","Crop Byproduct",400,"g",54.421768707483,"Cowpea Leaves"
"3791",3791,"JO1023","Lablab 300g NF","lablab purpureus","Crop Product",300,"g",38.0228136882129,"Lablab purpureus"
"3792",3792,"JO1024","T1 300CPH","cowpea haulm dried","Crop Byproduct",300,"g",43.6611314054518,"Cowpea Haulm Dried"
"3793",3793,"JO1024","T2 225CPH 75WB","wheat offal","Crop Byproduct",75,"g",11.2038959680913,"Wheat Bran"
"3794",3794,"JO1024","T2 225CPH 75WB","cowpea haulm dried","Crop Byproduct",225,"g",33.6116879042739,"Cowpea Haulm Dried"
"3795",3795,"JO1024","T3 150CPH 150WB","cowpea haulm dried","Crop Byproduct",150,"g",20.8504190934238,"Cowpea Haulm Dried"
"3796",3796,"JO1024","T3 150CPH 150WB","wheat offal","Crop Byproduct",150,"g",20.8504190934238,"Wheat Bran"
"3797",3797,"JO1024","T4 75CPH 225WB","wheat offal","Crop Byproduct",225,"g",35.6582513193553,"Wheat Bran"
"3798",3798,"JO1024","T4 75CPH 225WB","cowpea haulm dried","Crop Byproduct",75,"g",11.8860837731184,"Cowpea Haulm Dried"
"3799",3799,"JO1024","T5 300WB","wheat offal","Crop Byproduct",300,"g",44.5454140496236,"Wheat Bran"
"3800",3800,"JO1025","SPV 0","chloris gayana dried","Forage Plants",4100,"g",60.2941176470588,"Chloris gayana Dried"
"3801",3801,"JO1026","T2 PH100% 300CM","wheat offal","Crop Byproduct",150,"g",26.0869565217391,"Wheat Bran"
"3802",3802,"JO1026","T2 PH100% 300CM","noug seed cake","Crop Byproduct",150,"g",26.0869565217391,"Noug Seed Cake"
"3803",3803,"JO1026","T3 PH100% 1HB","barley dried","Crop Product",1000,"g",188.323917137476,"Barley Dried"
"3804",3804,"JO1026","T4 PH100% 948HO","oat dried","Crop Product",948,"g",171.428571428571,"Oat Dried"
"3805",3805,"JO1026","T5 PH100% 250HB 237HO 150CM","noug seed cake","Crop Byproduct",75,"g",13.2508833922261,"Noug Seed Cake"
"3806",3806,"JO1026","T5 PH100% 250HB 237HO 150CM","barley dried","Crop Product",250,"g",44.1696113074205,"Barley Dried"
"3807",3807,"JO1026","T5 PH100% 250HB 237HO 150CM","oat dried","Crop Product",237,"g",41.8727915194346,"Oat Dried"
"3808",3808,"JO1026","T5 PH100% 250HB 237HO 150CM","wheat offal","Crop Byproduct",75,"g",13.2508833922261,"Wheat Bran"
"3809",3809,"JO1027","100C","salt","Other Ingredients",1.513,"g",0.203908355795148,"Salt"
"3810",3810,"JO1027","100C","wheat offal","Crop Byproduct",201.74342,"g",27.1891401617251,"Wheat Bran"
"3811",3811,"JO1027","100C","noug seed cake","Crop Byproduct",100.85658,"g",13.5925309973046,"Noug Seed Cake"
"3812",3812,"JO1027","33C 67OV","oat-vetch dried","Crop Byproduct",184,"g",25.1709986320109,"Oat-Vetch Dried"
"3813",3813,"JO1027","33C 67OV","salt","Other Ingredients",0.5335,"g",0.0729822161422709,"Salt"
"3814",3814,"JO1027","33C 67OV","wheat offal","Crop Byproduct",113.26051,"g",15.4939138166895,"Wheat Bran"
"3815",3815,"JO1027","33C 67OV","noug seed cake","Crop Byproduct",91.43949,"g",12.5088221614227,"Noug Seed Cake"
"3816",3816,"JO1027","67C 33OV","salt","Other Ingredients",1.0235,"g",0.13887381275441,"Salt"
"3817",3817,"JO1027","67C 33OV","wheat offal","Crop Byproduct",91.43949,"g",12.406986431479,"Wheat Bran"
"3818",3818,"JO1027","67C 33OV","noug seed cake","Crop Byproduct",113.26051,"g",15.367776119403,"Noug Seed Cake"
"3819",3819,"JO1027","67C 33OV","oat-vetch dried","Crop Byproduct",92,"g",12.483039348711,"Oat-Vetch Dried"
"3820",3820,"JO1028","T1 Feed","lime","Supplement",4.4423,"g",1,"Lime"
"3821",3821,"JO1028","T1 Feed","molasses","Crop Byproduct",66.6345,"g",15,"Unspecified Molasses"
"3822",3822,"JO1028","T1 Feed","cotton seed cake","Crop Byproduct",155.4805,"g",35,"Cotton Seed Cake"
"3823",3823,"JO1028","T1 Feed","salt","Other Ingredients",4.4423,"g",1,"Salt"
"3824",3824,"JO1028","T1 Feed","wheat offal","Crop Byproduct",213.2304,"g",48,"Wheat Bran"
"3825",3825,"JO1028","T2 Feed","salt","Other Ingredients",4.6722,"g",1,"Salt"
"3826",3826,"JO1028","T2 Feed","sorghum ground","Crop Product",93.444,"g",20,"Sorghum Ground"
"3827",3827,"JO1028","T2 Feed","wheat offal","Crop Byproduct",200.9046,"g",43,"Wheat Bran"
"3828",3828,"JO1028","T2 Feed","lime","Supplement",4.6722,"g",1,"Lime"
"3829",3829,"JO1028","T2 Feed","noug seed cake","Crop Byproduct",163.527,"g",35,"Noug Seed Cake"
"3830",3830,"JO1028","T3 Feed","salt","Other Ingredients",4.9254,"g",1,"Salt"
"3831",3831,"JO1028","T3 Feed","lime","Supplement",4.9254,"g",1,"Lime"
"3832",3832,"JO1028","T3 Feed","molasses","Crop Byproduct",78.8064,"g",16,"Unspecified Molasses"
"3833",3833,"JO1028","T3 Feed","wheat offal","Crop Byproduct",231.4938,"g",47,"Wheat Bran"
"3834",3834,"JO1028","T3 Feed","sesame seed cake","Crop Byproduct",172.389,"g",35,"Sesame Seed Cake"
"3835",3835,"JO1029","Feed 2","salt","Other Ingredients",2,"%",2,"Salt"
"3836",3836,"JO1029","Feed 2","wheat offal","Crop Byproduct",50,"%",50,"Wheat Bran"
"3837",3837,"JO1029","Feed 2","noug seed cake","Crop Byproduct",48,"%",48,"Noug Seed Cake"
"3838",3838,"JO1029","Feed 3","wheat offal","Crop Byproduct",74,"%",74,"Wheat Bran"
"3839",3839,"JO1029","Feed 3","noug seed cake","Crop Byproduct",25,"%",25,"Noug Seed Cake"
"3840",3840,"JO1029","Feed 3","salt","Other Ingredients",1,"%",1,"Salt"
"3841",3841,"JO1029","Feed 4","noug seed cake","Crop Byproduct",49.5,"%",49.5,"Noug Seed Cake"
"3842",3842,"JO1029","Feed 4","maize grain ground","Crop Product",49.5,"%",49.5,"Maize Grain Ground"
"3843",3843,"JO1029","Feed 4","salt","Other Ingredients",1,"%",1,"Salt"
"3844",3844,"JO1030","Diet A","wheat offal","Crop Byproduct",270,"g",30,"Wheat Offal"
"3845",3845,"JO1030","Diet A","cowpea husk","Crop Byproduct",126,"g",14,"Cowpea Husk"
"3846",3846,"JO1030","Diet A","salt","Other Ingredients",4.5,"g",0.5,"Salt"
"3847",3847,"JO1030","Diet A","rice grain ground","Crop Product",135,"g",15,"Rice Grain Ground"
"3848",3848,"JO1030","Diet A","cotton seed cake","Crop Byproduct",180,"g",20,"Cotton Seed Cake"
"3849",3849,"JO1030","Diet A","groundnut straw","Crop Byproduct",180,"g",20,"Groundnut Straw"
"3850",3850,"JO1030","Diet A","lime","Supplement",4.5,"g",0.5,"Lime"
"3851",3851,"JO1030","Diet B","lime","Supplement",4.8,"g",0.5,"Lime"
"3852",3852,"JO1030","Diet B","wheat offal","Crop Byproduct",144,"g",15,"Wheat Offal"
"3853",3853,"JO1030","Diet B","cotton seed cake","Crop Byproduct",96,"g",10,"Cotton Seed Cake"
"3854",3854,"JO1030","Diet B","groundnut straw","Crop Byproduct",192,"g",20,"Groundnut Straw"
"3855",3855,"JO1030","Diet B","salt","Other Ingredients",4.8,"g",0.5,"Salt"
"3856",3856,"JO1030","Diet B","rice grain ground","Crop Product",192,"g",20,"Rice Grain Ground"
"3857",3857,"JO1030","Diet B","sesame residue","Crop Byproduct",192,"g",20,"Sesame Residue"
"3858",3858,"JO1030","Diet B","cowpea husk","Crop Byproduct",134.4,"g",14,"Cowpea Husk"
"3859",3859,"JO1030","Diet C","wheat offal","Crop Byproduct",100,"g",10,"Wheat Offal"
"3860",3860,"JO1030","Diet C","lime","Supplement",5,"g",0.5,"Lime"
"3861",3861,"JO1030","Diet C","sesame residue","Crop Product",300,"g",30,"Sesame Residue"
"3862",3862,"JO1030","Diet C","groundnut straw","Crop Byproduct",200,"g",20,"Groundnut Straw"
"3863",3863,"JO1030","Diet C","rice grain ground","Crop Product",200,"g",20,"Rice Grain Ground"
"3864",3864,"JO1030","Diet C","salt","Other Ingredients",5,"g",0.5,"Salt"
"3865",3865,"JO1030","Diet C","cowpea husk","Crop Byproduct",140,"g",14,"Cowpea Husk"
"3866",3866,"JO1030","Diet C","cotton seed cake","Crop Byproduct",50,"g",5,"Cotton Seed Cake"
"3867",3867,"JO1031","LC 10%","maize","Crop Product",9333.33333333333,"g",1807.03452726686,"Maize"
"3868",3868,"JO1031","LC 10%","molasses","Crop Byproduct",666.666666666667,"g",129.073894804776,"Unspecified Molasses"
"3869",3869,"JO1031","LC 10%","salt","Other Ingredients",266.666666666667,"g",51.6295579219103,"Salt"
"3870",3870,"JO1031","LC 10%","mineral mix","Supplement",400,"g",77.4443368828654,"Mineral Mix"
"3871",3871,"JO1031","LC 10%","lantana camara leaves dried ground","Forage Plants",283.7,"g",54.9273959341723,"Lantana camara Leaves Dried Ground"
"3872",3872,"JO1031","LC 10%","soybean cake","Crop Byproduct",1333.33333333333,"g",258.147789609551,"Soybean Cake"
"3873",3873,"JO1031","LC 15%","maize","Crop Product",8466.66666666667,"g",2087.44247205786,"Maize"
"3874",3874,"JO1031","LC 15%","salt","Other Ingredients",266.666666666667,"g",65.7462195923734,"Salt"
"3875",3875,"JO1031","LC 15%","mineral mix","Supplement",400,"g",98.6193293885601,"Mineral Mix"
"3876",3876,"JO1031","LC 15%","soybean cake","Crop Byproduct",1133.33333333333,"g",279.421433267587,"Soybean Cake"
"3877",3877,"JO1031","LC 15%","molasses","Crop Byproduct",1066.66666666667,"g",262.984878369494,"Unspecified Molasses"
"3878",3878,"JO1031","LC 15%","lantana camara leaves dried ground","Forage Plants",151.5,"g",37.3520710059172,"Lantana camara Leaves Dried Ground"
"3879",3879,"JO1031","LC 20%","mineral mix","Supplement",400,"g",104.575163398693,"Mineral Mix"
"3880",3880,"JO1031","LC 20%","soybean cake","Crop Byproduct",866.666666666667,"g",226.579520697168,"Soybean Cake"
"3881",3881,"JO1031","LC 20%","molasses","Crop Byproduct",666.666666666667,"g",174.291938997821,"Unspecified Molasses"
"3882",3882,"JO1031","LC 20%","lantana camara leaves dried ground","Forage Plants",151.5,"g",39.6078431372549,"Lantana camara Leaves Dried Ground"
"3883",3883,"JO1031","LC 20%","maize","Crop Product",8466.66666666667,"g",2213.50762527233,"Maize"
"3884",3884,"JO1031","LC 20%","salt","Other Ingredients",266.666666666667,"g",69.7167755991285,"Salt"
"3885",3885,"JO1031","LC 25%","molasses","Crop Byproduct",933.333333333333,"g",270.688321732405,"Unspecified Molasses"
"3886",3886,"JO1031","LC 25%","mineral mix","Supplement",400,"g",116.009280742459,"Mineral Mix"
"3887",3887,"JO1031","LC 25%","maize","Crop Product",7733.33333333333,"g",2242.84609435421,"Maize"
"3888",3888,"JO1031","LC 25%","salt","Other Ingredients",266.666666666667,"g",77.3395204949729,"Salt"
"3889",3889,"JO1031","LC 25%","soybean cake","Crop Byproduct",666.666666666667,"g",193.348801237432,"Soybean Cake"
"3890",3890,"JO1031","LC 25%","lantana camara leaves dried ground","Forage Plants",124.9,"g",36.2238979118329,"Lantana camara Leaves Dried Ground"
"3891",3891,"JO1031","LC 5%","mineral mix","Supplement",400,"g",64.8298217179903,"Mineral Mix"
"3892",3892,"JO1031","LC 5%","salt","Other Ingredients",266.666666666667,"g",43.2198811453269,"Salt"
"3893",3893,"JO1031","LC 5%","soybean cake","Crop Byproduct",1600,"g",259.319286871961,"Soybean Cake"
"3894",3894,"JO1031","LC 5%","molasses","Crop Byproduct",1333.33333333333,"g",216.099405726634,"Unspecified Molasses"
"3895",3895,"JO1031","LC 5%","lantana camara leaves dried ground","Forage Plants",350.5,"g",56.807131280389,"Lantana camara Leaves Dried Ground"
"3896",3896,"JO1031","LC 5%","maize","Crop Product",9066.66666666667,"g",1469.47595894111,"Maize"
"3897",3897,"JO1032","Diet WS40","wheat straw ground","Crop Byproduct",2952,"g",40,"Wheat Straw Ground"
