"","scope","B.Code","D.Item","CP","NDF","Ash","EE","GE","D.Type","M2_Category","M3_Category","M4_Category","M5_Category","M6_Category","M7_Category","Diet_Category_method","Diet_Category_prop_top","used_patch","used_nearest","M7_Category_full"
"1165","diet","BO1023","LSB diet",119.9,384.8,NA,22.6,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1166","diet","BO1027","EM treated RH",138,457,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1167","diet","BO1027","EM treated SCB",119,576,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1168","diet","BO1027","Tv treated RH",156,437,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1169","diet","BO1027","Tv treated SCB",132,557,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1170","diet","BO1027","Untreated RH",137,503,NA,NA,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1171","diet","BO1027","Untreated SCB",114,602,NA,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1172","diet","BO1029","T0 (100 CH)",131.8,453.5,102,31.8,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1173","diet","BO1029","T1 (50CH:50DBV)",132,457,111,31.5,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1174","diet","BO1029","T2 (25CH:75DBV)",132.5,459,108.6,31,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1175","diet","BO1029","T3 (100DBV)",131.6,461,100.9,31.8,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1176","diet","BO1030","(R + SPVS)",88,691,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1177","diet","BO1030","(R + UMB)",82,715,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1178","diet","BO1033","Melon seed husk 10",179,526.6,126.1,41.9,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1179","diet","BO1033","Melon seed husk 20",171.5,568.6,89.8,36.4,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1180","diet","BO1033","Melon seed husk 5",182.1,519.8,130.2,46.9,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1181","diet","BO1033","Melon seek husk 0",184.4,498.8,139.4,50.6,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1182","diet","BO1034","Diet 1 (0 kenaf)",147.3,652.1,74.8,28.4,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1183","diet","BO1034","Diet 2 (15 kenaf)",149.3,640.7,73.3,29.5,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1184","diet","BO1034","Diet 3 (20 kenaf)",162.2,621.5,71.5,30.8,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1185","diet","BO1034","Diet 4 (25 kenaf)",157.3,616.3,72.7,31.4,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1186","diet","BO1036","100% (MLM +VLM)",105,283,158,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1187","diet","BO1036","100% concentrate mix",58,235,198,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1188","diet","BO1036","25% NSC + 75% (MLM +VLM)",97,273,167,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1189","diet","BO1036","50% NSC+ 50% (MLM +VLM)",94,262,179,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1190","diet","BO1036","75% NSC+25% (MLM +VLM)",78,249,189,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1191","diet","BO1037","0% cabbage carrot waste",152.9,542.5,53.8,39.5,NA,NA,NA,NA,"Good forage",NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1192","diet","BO1037","10% cabbage waste",155.7,523.6,57.4,37.3,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1193","diet","BO1037","10% carrot waste",150.2,505.8,55.2,38.9,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1194","diet","BO1037","5% carrot 5% cabbage waste",153,514.7,56.3,38.1,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1195","diet","BO1038","0% treated rice offal",131.3,464.7,116,58.5,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1196","diet","BO1038","10% treated rice offal",179.4,414.2,117,47.2,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1197","diet","BO1038","15% treated rice ofall",179.4,396.6,112.1,53.2,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1198","diet","BO1038","5% treated rice offal",171.5,428.1,111.2,49.9,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1199","diet","BO1040","Control  group",120.95,386.4,NA,16.3,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1200","diet","BO1040","R-SAF",125.05,394,NA,24.6,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1201","diet","BO1040","R-SUN",124.75,396,NA,24.75,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1202","diet","BO1041","T1G (Forage)",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor forage","by_category_dominance",0.55,TRUE,FALSE,"Poor forage"
"1203","diet","BO1041","T2G (Concentrate)",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.42,TRUE,FALSE,"Good forage"
"1204","diet","BO1042","0% cashew nut shell",188.9,305.1,96.2,50.5,NA,NA,NA,NA,NA,NA,NA,"Good forage","by_category_dominance",0.2,TRUE,FALSE,"Good forage"
"1205","diet","BO1042","10% cashew nut shell",184.4,302.9,83,87.5,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1206","diet","BO1042","15% cashew nut shell",183.9,293.6,74,106.4,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1207","diet","BO1042","20% cashew nut shell",182,296.7,67.1,123.3,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1208","diet","BO1044","T1 (GG100%)",41.8,220,110,40,NA,NA,NA,NA,NA,NA,"High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"1209","diet","BO1044","T2 (GG80% + CSP10% + SBCW10%)",60.1,250,110,50,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1210","diet","BO1044","T3 (GG60% + CSP30% + SBCW10%)",76,260,90,40,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1211","diet","BO1044","T4 (GG40% + CSP50% + SBCW10%)",77,180,80,60,NA,NA,NA,NA,"High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"1212","diet","BO1046","Basal Diet + Cowpea Residues (Ama)",102,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1213","diet","BO1046","Basal Diet + Cowpea Residues (Ate)",115,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1214","diet","BO1046","Basal Diet + Groundnut Residues (Ama)",103,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1215","diet","BO1046","Basal Diet + Groundnut Residues (Ate)",116,NA,88.8,NA,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1216","diet","BO1048","60:40 ratio",117.5,404.2,57.4,80.4,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1217","diet","BO1048","70;30 ratio",81.3,499.7,41.7,82.6,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1218","diet","BO1048","80:20 ratio",78.8,488.5,68.7,72.6,NA,NA,NA,NA,"High-fat","Good forage","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1219","diet","BO1048","90;10 ratio",75.6,531.4,46.6,94.9,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1220","diet","BO1049","CFM + BH",126.3,NA,102.1,23.2,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1221","diet","BO1049","CFM + Cellulase & fibrolytic treated DPL + BH",141,NA,81.8,27.2,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1222","diet","BO1049","CFM + Cellulase treated DPL +BH",129.8,NA,83.8,23,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1223","diet","BO1049","CFM + Fibrolytic treated DPL + BH",138.2,NA,81.2,26.2,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1224","diet","BO1049","CFM + untreated DPL + BH",92.2,NA,92.2,21,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1225","diet","BO1051","Citrus pulp treated",51.1,710.5,98.4,14.4,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1226","diet","BO1051","Grape seeds treated",51.6,728.5,123.6,18.5,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1227","diet","BO1051","Jojoba meal treated",74,722.6,115.6,15.4,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1228","diet","BO1051","Olive cake treated",51.9,745.2,118.7,20.6,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1229","diet","BO1051","Sugar beet pulp treated",59.2,743.5,101.2,13.3,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1230","diet","BO1052","0% untreated WMV",133,331.2,98,29.4,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1231","diet","BO1052","100% treated WMV",124,356,98.3,29,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1232","diet","BO1052","25% treated WMV",131,337.5,97.9,29.2,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1233","diet","BO1052","50% treated WMV",127,344.4,99.7,29.1,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1234","diet","BO1052","75% treated WMV",126,351,98.3,29.2,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1235","diet","BO1053","inoculated silage buffalo",251.5,NA,59.8,4.3,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"1236","diet","BO1053","inoculated silage cattle",251.5,NA,59.8,4.3,NA,NA,NA,NA,NA,NA,NA,"Protein","nearest_window_diet",NA,FALSE,TRUE,"Protein"
"1237","diet","BO1053","non-inoculated silage buffalo",82.1,NA,48.4,19.8,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1238","diet","BO1053","non-inoculated silage cattle",82.1,NA,48.4,19.8,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1239","diet","BO1054","0 PCK",156.3,263.8,113.8,100.1,15.26,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1240","diet","BO1054","10 PCK",161.3,326.3,104.2,95.7,15.64,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1241","diet","BO1054","20 PCK",203.1,273.2,111.5,118.7,13.81,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1242","diet","BO1054","30 PCK",195.6,390.3,110.5,108.5,15.64,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1243","diet","BO1054","40 PCK",171.3,423.7,109.9,95,15.6,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1244","diet","BO1055","Cassava meal D3",130.2,NA,182.7,73.5,NA,NA,NA,NA,"High-fat",NA,"High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1245","diet","BO1055","Control D1",141.7,NA,173,124.3,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1246","diet","BO1055","Rice D2",155,NA,112.5,107.1,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1247","diet","BO1056","CS",80.2,611.2,130.7,9.8,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1248","diet","BO1056","RSPHigh",79.8,617.7,127.3,13.3,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1249","diet","BO1056","RSPLow",73.4,677.3,120.9,6,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1250","diet","BO1056","RSPMed",77.1,635.3,123.7,8.2,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1251","diet","BO1059","Control Diet",115,NA,111.9,23.1,1.71,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1252","diet","BO1059","SBLS with 0.3% urea",144.5,NA,152.4,23.6,1.65,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1253","diet","BO1059","SBLS with 0.6% urea",146.5,NA,151.9,22.8,1.65,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1254","diet","BO1061","Mucuna meal 16% (RFM)",214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1255","diet","BO1061","protein isolate meal 5% (RIM)",217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1256","diet","BO1061","soybean meal 7% (RTS)",212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1257","diet","BO1062","Control Diet",187.2,NA,4.66,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1258","diet","BO1062","ENZ0",187.7,NA,4.34,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1259","diet","BO1062","ENZ100",188.8,NA,4.16,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1260","diet","BO1062","ENZ25",188.6,NA,4.58,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1261","diet","BO1062","ENZ50",188.4,NA,4.53,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1262","diet","BO1062","ENZ75",187.7,NA,4.63,NA,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1263","diet","BO1065","MOLM0",209.2,55.6,62.1,45.6,NA,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"1264","diet","BO1065","MOLM100",276.6,65.1,69.8,49.6,NA,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"1265","diet","BO1065","MOLM50",255.8,43.1,58.2,38.5,NA,NA,NA,NA,NA,"High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"1266","diet","BO1068","10% flaxseed (T3)",184,410.3,97.4,72.1,NA,NA,NA,"Good forage","High-fat","Good forage","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1267","diet","BO1068","10% full fat soya (T1)",203.7,393.3,101.2,46.1,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1268","diet","BO1068","5% flaxseed + 5% full fat soya (T2)",193.8,401.8,99.3,59.1,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1269","diet","BO1069","BG diet",73,533,67,15,NA,NA,NA,NA,NA,NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1270","diet","BO1069","CG diet",66,553,61,17,NA,NA,NA,NA,"Poor forage",NA,"Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1271","diet","BO1069","MRG diet",183,342,115,85,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1272","diet","BO1074","25% corn cobs",134.9,NA,61.3,30.6,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1273","diet","BO1074","50% corn cobs",119.2,NA,36,27.5,NA,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1274","diet","BO1076","0 GBVH",162.8,NA,108,45.5,18.6,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",1.8,TRUE,FALSE,"High-starch"
"1275","diet","BO1076","100 GBVH",164,NA,129.6,38.1,18.1,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1276","diet","BO1076","25 GBVH",163.2,NA,114.8,43.2,18.5,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",1.35,TRUE,FALSE,"High-starch"
"1277","diet","BO1076","50 GBVH",163.5,NA,118.7,41.8,18.4,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.9,TRUE,FALSE,"High-starch"
"1278","diet","BO1076","75 GBVH",163.7,NA,122.9,40.4,18.3,NA,NA,NA,NA,NA,NA,"High-starch","by_category_dominance",0.45,TRUE,FALSE,"High-starch"
"1279","diet","BO1077","0 Groundnut haulms",146.5,414.8,72.8,118.9,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1280","diet","BO1077","25 Groundnut haulms",144.8,455.8,92.8,101,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1281","diet","BO1077","50 Groundnut haulms",146.3,470.9,111.6,67,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1282","diet","BO1077","75 Groundnut haulms",144.5,480.1,168.2,117.8,NA,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1283","diet","BO1079","CSL 0%",123.1,NA,199.1,34,1.573,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1284","diet","BO1079","CSL 10%",128.5,NA,195.9,30.1,1.574,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1285","diet","BO1079","CSL 20%",132.5,NA,194.5,23,1.565,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1286","diet","BO1079","CSL 30%",137,NA,151.2,29,1.659,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1287","diet","BO1079","Maize",80,155,43,45,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"1288","diet","BO1080","Soybean",393.5,132,57,214,23.6,NA,NA,"High-fat","High-fat","High-fat","High-fat","High-fat","M7_numeric",NA,FALSE,FALSE,"High-fat"
"1289","diet","BO1083","0 CPLM",121.1,NA,90.1,48.3,0.0163176,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1290","diet","BO1083","10 CPLM",127.8,NA,96.3,51.1,0.01640128,NA,NA,NA,NA,NA,NA,"High-starch","nearest_window_diet",NA,FALSE,TRUE,"High-starch"
"1291","diet","BO1083","20 CPLM",134.1,NA,101.7,59.7,0.01635944,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1292","diet","BO1083","30 CPLM",143.2,NA,101.9,59.9,0.0165268,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1293","diet","BO1084","Elephant grass ensiled alone",87.5,721.4,108.6,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1294","diet","BO1084","Elephant grass ensiled with 10% Dolichos lablab",101.9,630,86.4,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1295","diet","BO1084","Elephant grass ensiled with 20% Dolichos lablab",110.6,611.1,82.1,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1296","diet","BO1084","Elephant grass ensiled with 30% Dolichos lablab",123.8,612.1,78.3,NA,NA,NA,NA,NA,NA,"Poor forage","Poor forage","Poor forage","M7_numeric",NA,FALSE,FALSE,"Poor forage"
"1297","diet","BO1085","Control Diet",158.5,322.1,76.6,32.8,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1298","diet","BO1085","Diet 1",158.5,331.7,78.7,30,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1299","diet","BO1085","Diet 2",155.6,320.4,81.5,27.2,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1300","diet","BO1085","Diet 3",155.1,354.1,79.6,32.8,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1301","diet","BO1085","Diet 4",155.7,368.4,83.1,31.9,NA,NA,NA,NA,"Good forage",NA,"Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1302","diet","BO1085","Diet 5",154.7,345.2,80.5,29.6,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1303","diet","BO1085","Diet 6",153.3,357.7,84.1,26.2,NA,NA,NA,NA,NA,NA,NA,"Good forage","nearest_window_diet",NA,FALSE,TRUE,"Good forage"
"1304","diet","BO1085","Maize",80,155,43,43,18.8,NA,"High-starch","High-starch","High-starch","High-starch","High-starch","High-starch","M7_numeric",NA,FALSE,FALSE,"High-starch"
"1305","diet","BO1087","T1 (100% NSC)",365,447.1,239.9,NA,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1306","diet","BO1087","T2 (75 NSC:25 CSH %)",290,472.6,188.8,NA,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1307","diet","BO1087","T3 (50 NSC:50 CSH %)",261.9,460.1,196.9,NA,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1308","diet","BO1087","T4 (25 NSC:75 CSH %)",207.5,474,166.6,NA,NA,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
"1309","diet","BO1087","T5 (100% CSH)",183.1,430.2,195.2,NA,NA,NA,NA,"Good forage","Good forage","Good forage","Good forage","Good forage","M7_numeric",NA,FALSE,FALSE,"Good forage"
