"","B.Code","Diet","GE_MJ_kg","GEI_MJ_d","GE_source","P.Product","Purpose","any_na","total_diet","total_forage_strict","total_forage_broad","n_ingredients","D.Type.first","forage_prop_strict","forage_prop_broad","forage_prop","BW_kg","DE_MJ_kg","ME_MJ_kg","DEI_MJ_d","MEI_MJ_d","For_percent","DMI_kg_d","DMI_source","eq_dairy_niu_DMI_C","eq_beef_DMI_C_HF","eq_beef_Animal_C_HF","eq_beef_DMI_C_LF","eq_beef_Animal_C_INT","eq_beef_Diet_C_INT","eq_sheep_GEI_linear","eq_sheep_MEI_nonlinear","eq_goat_GEI_linear","eq_goat_DEI_linear","eq_goat_MEI_nonlinear","CH4_dairy_niu","CH4_beef_Animal_C_HF","CH4_beef_DMI_C_HF","CH4_beef_Animal_C_INT","CH4_beef_Diet_C_INT","CH4_beef_DMI_C_LF","EME_sheep_linear","CH4_sheep_linear","EME_sheep_nonlinear","CH4_sheep_nonlinear","EME_goat_linear","CH4_goat_linear","EME_goat_DEI","CH4_goat_DEI","EME_goat_nonlinear","CH4_goat_nonlinear","CH4_g_d","CH4_equation_used","beef_forage_category","CH4_kg_yr"
"1209","JO1056","G1 CFM50 BS25",16.76746368,14.36971637376,"diet_level","Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743511555246208,13.3604951526722,NA,NA,NA,NA,13.3604951526722,"Goat_GEI_linear",NA,4.87658073072535
"1210","JO1056","G2 CFM50 PMS25",17.07733072,16.25761884544,"diet_level","Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806378707553152,14.4901834241357,NA,NA,NA,NA,14.4901834241357,"Goat_GEI_linear",NA,5.28891694980953
"1211","JO1056","G3 CFM50 PMS50",17.37874608,15.31067529648,"diet_level","Goat","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.774845487372784,13.9235487398524,NA,NA,NA,NA,13.9235487398524,"Goat_GEI_linear",NA,5.08209529004611
"1212","JO1057","T1 NP",NA,NA,NA,"Sheep","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","JO1057","T2 CF",NA,NA,NA,"Sheep","Meat",FALSE,0.0857142857142857,0.0300771428571429,0.0661628571428571,8,"Crop Byproduct",0.350900000000001,0.7719,0.7719,33.54,NA,NA,NA,NA,77.19,17.0410032,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","JO1057","T3 LF",NA,NA,NA,"Sheep","Meat",FALSE,0.0857142857142857,0.0661628571428571,0.0661628571428571,8,"Crop Byproduct",0.7719,0.7719,0.7719,34.8,NA,NA,NA,NA,77.19,20.88,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","JO1057","T4 LF CF",NA,NA,NA,"Sheep","Meat",FALSE,0.0857142857142857,0.0481114285714285,0.0661628571428571,11,"Crop Product",0.5613,0.7719,0.7719,30.21,NA,NA,NA,NA,77.19,18.126,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","JO1058","Diet 1",18.98498368,3.9868465728,"diet_level","Goat","Meat",FALSE,0.21,0,0.2037,4,"Other Ingredients",0,0.97,0.97,5.53,NA,NA,NA,NA,97,0.21,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39776199087424,7.14756497527835,NA,NA,NA,NA,7.14756497527835,"Goat_GEI_linear",NA,2.6088612159766
"1217","JO1058","Diet 2",18.97502576,3.9847554096,"diet_level","Goat","Meat",FALSE,0.21,0,0.179025,5,"Animal Byproduct",0,0.8525,0.8525,5.72,NA,NA,NA,NA,85.25,0.21,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39769235513968,7.14631365929344,NA,NA,NA,NA,7.14631365929344,"Goat_GEI_linear",NA,2.60840448564211
"1218","JO1058","Diet 3",18.899128,4.53579072,"diet_level","Goat","Meat",FALSE,0.24,0,0.1764,5,"Crop Byproduct",0,0.735,0.735,5.87,NA,NA,NA,NA,73.5,0.24,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416041830976,7.47604368330638,NA,NA,NA,NA,7.47604368330638,"Goat_GEI_linear",NA,2.72875594440683
"1219","JO1058","Diet 4",18.93193056,4.73298264,"diet_level","Goat","Meat",FALSE,0.25,0,0.154375,5,"Crop Byproduct",0,0.6175,0.6175,5.93,NA,NA,NA,NA,61.75,0.25,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422608321912,7.59403992654088,NA,NA,NA,NA,7.59403992654088,"Goat_GEI_linear",NA,2.77182457318742
"1220","JO1058","Diet 5",18.89101104,4.9116628704,"diet_level","Goat","Meat",FALSE,0.26,0,0.13,4,"Crop Byproduct",0,0.5,0.5,5.9,NA,NA,NA,NA,50,0.26,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42855837358432,7.70095909405786,NA,NA,NA,NA,7.70095909405786,"Goat_GEI_linear",NA,2.81085006933112
"1221","JO1059","SCM 0",NA,NA,NA,"Sheep","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716666666666667,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","JO1059","SCM 10",NA,NA,NA,"Sheep","Meat",FALSE,0.811904761904761,0,0,7,"Crop Byproduct",0,0,0,NA,NA,NA,NA,NA,0,0.738095238095238,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","JO1059","SCM 15",NA,NA,NA,"Sheep","Meat",FALSE,0.869345238095239,0,0,7,"Crop Byproduct",0,0,0,NA,NA,NA,NA,NA,0,0.755952380952381,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","JO1059","SCM 20",NA,NA,NA,"Sheep","Meat",FALSE,0.867857142857143,0,0,7,"Other Ingredients",0,0,0,NA,NA,NA,NA,NA,0,0.723214285714286,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","JO1060","Diet 1",19.1225536,8.0505950656,"diet_level","Goat",NA,FALSE,0.463,0.213,0.213,7,"Forage Plants",0.460043196544276,0.460043196544276,0.460043196544276,NA,NA,NA,NA,NA,46.0043196544276,0.421,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53308481568448,9.57924197096999,NA,NA,NA,NA,9.57924197096999,"Goat_GEI_linear",NA,3.49642331940405
"1226","JO1060","Diet 2",18.8710952,7.4729536992,"diet_level","Goat",NA,FALSE,1.25,1,1,8,"Crop Byproduct",0.8,0.8,0.8,NA,NA,NA,NA,NA,80,0.396,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51384935818336,9.23359134201905,NA,NA,NA,NA,9.23359134201905,"Goat_GEI_linear",NA,3.37026083983695
"1227","JO1060","Diet 3",18.24224,7.35162272,"diet_level","Goat",NA,FALSE,1.2275,1,1,8,"Forage Plants",0.814663951120163,0.814663951120163,0.814663951120163,NA,NA,NA,NA,NA,81.4663951120163,0.403,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509809036576,9.16098897710692,NA,NA,NA,NA,9.16098897710692,"Goat_GEI_linear",NA,3.34376097664403
"1228","JO1060","Diet 4",18.2200648,7.4520065032,"diet_level","Goat",NA,FALSE,1.25,1,1,8,"Crop Byproduct",0.8,0.8,0.8,NA,NA,NA,NA,NA,80,0.409,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51315181655656,9.2210569012859,NA,NA,NA,NA,9.2210569012859,"Goat_GEI_linear",NA,3.36568576896935
"1229","JO1060","Diet 5",18.2991424,6.4412981248,"diet_level","Goat",NA,FALSE,1.25,1,1,8,"Crop Product",0.8,0.8,0.8,NA,NA,NA,NA,NA,80,0.352,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47949522755584,8.61626644305193,NA,NA,NA,NA,8.61626644305193,"Goat_GEI_linear",NA,3.14493725171396
"1230","JO1061","CA Diet",NA,NA,NA,"Sheep",NA,FALSE,0.734,0.0367,0.0367,6,"Crop Byproduct",0.05,0.05,0.05,NA,NA,NA,NA,NA,5,0.734,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","JO1061","Control",NA,NA,NA,"Sheep",NA,FALSE,0.83,0,0,5,"Crop Byproduct",0,0,0,NA,NA,NA,NA,NA,0,0.83,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","JO1061","OG Diet",NA,NA,NA,"Sheep",NA,FALSE,0.75,0.0375,0.0375,6,"Crop Byproduct",0.05,0.05,0.05,NA,NA,NA,NA,NA,5,0.75,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","JO1061","OG VA Diet",NA,NA,NA,"Sheep",NA,FALSE,0.8564,0.04282,0.04282,7,"Crop Byproduct",0.05,0.05,0.05,NA,NA,NA,NA,NA,5,0.8564,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","JO1061","VA CA Diet",NA,NA,NA,"Sheep",NA,FALSE,0.687,0.03435,0.03435,7,"Other Ingredients",0.05,0.05,0.05,NA,NA,NA,NA,NA,5,0.687,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","JO1062","Intervention Diet",NA,NA,NA,"Cattle","Dairy",FALSE,12.7,0,0.5,4,"Crop Byproduct",0,0.0393700787401575,0.0393700787401575,NA,NA,NA,NA,NA,3.93700787401575,12.71,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,293.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.043,"Dairy_Niu_DMI_C",NA,106.960695
"1236","JO1062","Traditional Diet",NA,NA,NA,"Cattle","Dairy",FALSE,8.192,3.9,3.9,9,"Crop Byproduct",0.47607421875,0.47607421875,0.47607421875,NA,NA,NA,NA,NA,47.607421875,12.11,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,285.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.063,"Dairy_Niu_DMI_C",NA,104.047995
"1237","JO1063","Grass Legume SC 0",NA,NA,NA,"Sheep","Meat",FALSE,0.5,0.5,0.5,2,"Forage Plants",1,1,1,NA,NA,NA,NA,NA,100,0.32,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","JO1063","Grass Legume SC 1.5",NA,NA,NA,"Sheep","Meat",FALSE,0.50075,0.5,0.5,3,"Forage Plants",0.998502246630055,0.998502246630055,0.998502246630055,NA,NA,NA,NA,NA,99.8502246630055,0.43,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","JO1063","Grass SC 0",NA,NA,NA,"Sheep","Meat",FALSE,0.5,0.5,0.5,1,"Forage Plants",1,1,1,NA,NA,NA,NA,NA,100,0.28,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","JO1063","Grass SC 1.5",NA,NA,NA,"Sheep","Meat",FALSE,0.50075,0.5,0.5,2,"Forage Plants",0.998502246630055,0.998502246630055,0.998502246630055,NA,NA,NA,NA,NA,99.8502246630055,0.3,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","JO1063","Legume SC 0",NA,NA,NA,"Sheep","Meat",FALSE,0.5,0.5,0.5,1,"Forage Plants",1,1,1,NA,NA,NA,NA,NA,100,0.42,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","JO1063","Legume SC 1.5",NA,NA,NA,"Sheep","Meat",FALSE,0.50075,0.5,0.5,2,"Forage Plants",0.998502246630055,0.998502246630055,0.998502246630055,NA,NA,NA,NA,NA,99.8502246630055,0.49,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","JO1064","CFM BH",16.89005488,22.195221117808,"diet_level","Sheep","Meat",FALSE,0.86112,0.07266,0.07266,8,"Supplement",0.0843784838350056,0.0843784838350056,0.0843784838350056,12.67,NA,NA,NA,NA,8.43784838350056,1.3141,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.29556583477259,23.2806079923197,NA,NA,NA,NA,NA,NA,NA,NA,23.2806079923197,"Sheep_GEI_linear",NA,8.4974219171967
"1244","JO1064","CFM SBHtv BH",17.2732256,22.570578427008,"diet_level","Sheep","Meat",FALSE,0.855708,0.0717,0.0717,9,"Other Ingredients",0.0837902649034484,0.0837902649034484,0.0837902649034484,12.5,NA,NA,NA,NA,8.37902649034484,1.30668,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.31395834292339,23.6111112834392,NA,NA,NA,NA,NA,NA,NA,NA,23.6111112834392,"Sheep_GEI_linear",NA,8.61805561845531
"1245","JO1064","CFM SBP BH",17.13281056,20.4546911994784,"diet_level","Sheep","Meat",FALSE,0.782394,0.06606,0.06606,9,"Crop Product",0.0844331628310033,0.0844331628310033,0.0844331628310033,12.32,NA,NA,NA,NA,8.44331628310033,1.19389,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.21027986877444,21.748065925866,NA,NA,NA,NA,NA,NA,NA,NA,21.748065925866,"Sheep_GEI_linear",NA,7.93804406294108
"1246","JO1064","CFM SBPcc BH",17.27849744,22.294445246832,"diet_level","Sheep","Meat",FALSE,0.84505,0.07087,0.07087,9,"Supplement",0.0838648600674516,0.0838648600674516,0.0838648600674516,12.43,NA,NA,NA,NA,8.38648600674516,1.2903,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.30042781709477,23.3679751499509,NA,NA,NA,NA,NA,NA,NA,NA,23.3679751499509,"Sheep_GEI_linear",NA,8.52931092973208
"1247","JO1064","CFM SBPsc BH",17.30736704,23.0812777582144,"diet_level","Sheep","Meat",FALSE,0.873156,0.07299,0.07299,9,"Crop Byproduct",0.0835933097865674,0.0835933097865674,0.0835933097865674,12.61,NA,NA,NA,NA,8.35933097865674,1.33361,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.33898261015251,24.0607836505392,NA,NA,NA,NA,NA,NA,NA,NA,24.0607836505392,"Sheep_GEI_linear",NA,8.7821860324468
"1248","JO1065","Intervention diet",NA,NA,NA,"Cattle","Dairy",FALSE,1.56,0,0,1,"Crop Byproduct",0,0,0,315.8,NA,NA,NA,NA,0,8.24,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,233.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.592,"Dairy_Niu_DMI_C",NA,85.26108
"1249","JO1065","Untreated Diet",17.1850781237785,105.860081242476,"ingredient_weighted","Cattle","Dairy",FALSE,1.5,0,0,1,"Crop Byproduct",0,0,0,315.8,NA,NA,NA,NA,0,6.16,"diet_level",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,205.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.928,"Dairy_Niu_DMI_C",NA,75.16372
"1250","JO1067","Diet 1",NA,NA,NA,"Pig","Meat",FALSE,0.76038,0,0,11,"Crop Product",0,0,0,4.09,NA,NA,NA,NA,0,0.76,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","JO1067","Diet 2",NA,NA,NA,"Pig","Meat",FALSE,0.750375,0,0,12,"Supplement",0,0,0,4.11,NA,NA,NA,NA,0,0.75,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","JO1067","Diet 3",NA,NA,NA,"Pig","Meat",FALSE,0.770385,0,0,12,"Supplement",0,0,0,4.08,NA,NA,NA,NA,0,0.77,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","JO1067","Diet 4",NA,NA,NA,"Pig","Meat",FALSE,0.750375,0,0,12,"Crop Product",0,0,0,4.11,NA,NA,NA,NA,0,0.75,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","JO1067","Diet 5",NA,NA,NA,"Pig","Meat",FALSE,0.8004,0,0,12,"Other Ingredients",0,0,0,4.06,NA,NA,NA,NA,0,0.8,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","JO1068","Control",18.78180864,0.838607755776,"diet_level","Chicken","Meat",FALSE,0.045011665,0,0,12,"Supplement",0,0,0,0.05341,NA,NA,NA,NA,0,0.04465,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","JO1068","Diet 2",NA,NA,NA,"Chicken","Meat",FALSE,0.04183615,0.0010375,0.0010375,11,"Crop Byproduct",0.0247991270707271,0.0247991270707271,0.0247991270707271,0.0543,NA,NA,NA,NA,2.47991270707271,0.0415,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","JO1068","Diet 3",NA,NA,NA,"Chicken","Meat",FALSE,0.038459015,0.0019075,0.0019075,11,"Supplement",0.0495982541414542,0.0495982541414542,0.0495982541414542,0.05333,NA,NA,NA,NA,4.95982541414542,0.03815,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","JO1068","Diet 4",NA,NA,NA,"Chicken","Meat",FALSE,0.03287322,0.002715,0.002715,11,"Supplement",0.0825900231252065,0.0825900231252065,0.0825900231252065,0.05268,NA,NA,NA,NA,8.25900231252065,0.0362,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","JO1069","0 Inclusion",19.29585488,1.7640270531296,"diet_level","Chicken","Meat",FALSE,0.09142,0,0,10,"Supplement",0,0,0,0.65453,NA,NA,NA,NA,0,0.09142,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","JO1069","5 inclusion",20.0710664,1.780504300344,"diet_level","Chicken","Meat",FALSE,0.08871,0.0044355,0.0044355,11,"Forage Plants",0.05,0.05,0.05,0.67685,NA,NA,NA,NA,5,0.08871,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","JO1070","MOLM 0",18.9501728,0.25014228096,"diet_level","Chicken",NA,FALSE,0.0132,0,0,13,"Supplement",0,0,0,0.301,NA,NA,NA,NA,0,0.0132,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","JO1070","MOLM 70",19.2162752,0.26134134272,"diet_level","Chicken",NA,FALSE,0.01387472,0.000952,0.000952,14,"Supplement",0.0686139972554401,0.0686139972554401,0.0686139972554401,0.301,NA,NA,NA,NA,6.86139972554401,0.0136,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","JO1071","Treatment 1",NA,NA,NA,"Japanese Quail","Meat",FALSE,0.01808,0,0,10,"Supplement",0,0,0,0.02717,NA,NA,NA,NA,0,0.01808,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","JO1071","Treatment 2",NA,NA,NA,"Japanese Quail","Meat",FALSE,0.01795,0,0,11,"Supplement",0,0,0,0.02729,NA,NA,NA,NA,0,0.01795,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","JO1071","Treatment 3",NA,NA,NA,"Japanese Quail","Meat",FALSE,0.01842,0,0,11,"Supplement",0,0,0,0.02805,NA,NA,NA,NA,0,0.01842,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
