"","B.Code","Diet","GE_MJ_kg","GEI_MJ_d","GE_source","P.Product","Purpose","any_na","total_diet","total_forage_strict","total_forage_broad","n_ingredients","D.Type.first","forage_prop_strict","forage_prop_broad","forage_prop","BW_kg","DE_MJ_kg","ME_MJ_kg","DEI_MJ_d","MEI_MJ_d","For_percent","DMI_kg_d","DMI_source","eq_dairy_niu_DMI_C","eq_beef_DMI_C_HF","eq_beef_Animal_C_HF","eq_beef_DMI_C_LF","eq_beef_Animal_C_INT","eq_beef_Diet_C_INT","eq_sheep_GEI_linear","eq_sheep_MEI_nonlinear","eq_goat_GEI_linear","eq_goat_DEI_linear","eq_goat_MEI_nonlinear","CH4_dairy_niu","CH4_beef_Animal_C_HF","CH4_beef_DMI_C_HF","CH4_beef_Animal_C_INT","CH4_beef_Diet_C_INT","CH4_beef_DMI_C_LF","EME_sheep_linear","CH4_sheep_linear","EME_sheep_nonlinear","CH4_sheep_nonlinear","EME_goat_linear","CH4_goat_linear","EME_goat_DEI","CH4_goat_DEI","EME_goat_nonlinear","CH4_goat_nonlinear","CH4_g_d","CH4_equation_used","beef_forage_category","CH4_kg_yr"
"56","BO1009","Diet 2",3.89,1.64547,"diet_level","Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319794151,5.74652562443845,NA,NA,NA,NA,5.74652562443845,"Goat_GEI_linear",NA,2.09748185292004
"57","BO1009","Diet 3",4.07,1.66463,"diet_level","Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320432179,5.75799063791554,NA,NA,NA,NA,5.75799063791554,"Goat_GEI_linear",NA,2.10166658283917
"58","BO1009","Diet 4",4.04,1.80184,"diet_level","Goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325001272,5.84009473495058,NA,NA,NA,NA,5.84009473495058,"Goat_GEI_linear",NA,2.13163457825696
"59","BO1010","A. dilbata",NA,NA,NA,"Not Found",NA,FALSE,0.11616,0.11616,0.11616,2,"Forage Plants",1,1,1,18.9,NA,NA,NA,NA,100,0.2904,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","BO1010","A. mearnsii",NA,NA,NA,"Not Found",NA,FALSE,0.11544,0.11544,0.11544,2,"Forage Plants",1,1,1,18.9,NA,NA,NA,NA,100,0.2886,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","BO1010","Protein supplement",NA,NA,NA,"Not Found",NA,FALSE,0.12756,0.1199064,0.1199064,2,"Preformulated Feed",0.94,0.94,0.94,18.9,NA,NA,NA,NA,94,0.3189,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","BO1010","Rangeland hay Control",NA,NA,NA,"Not Found",NA,FALSE,0.10976,0.10976,0.10976,1,"Forage Plants",1,1,1,18.9,NA,NA,NA,NA,100,0.2744,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","BO1011","Control",NA,NA,NA,"Sheep","Dairy",FALSE,0.675,0.3375,0.3375,9,"Supplement",0.5,0.5,0.5,32.41,NA,NA,NA,NA,50,0.675,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","BO1011","Diet 1",15.0762072,10.17643986,"diet_level","Sheep","Dairy",FALSE,0.675,0,0,9,"Supplement",0,0,0,32.73,NA,NA,NA,NA,0,0.675,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.70664555314,12.6980332999102,NA,NA,NA,NA,NA,NA,NA,NA,12.6980332999102,"Sheep_GEI_linear",NA,4.63478215446721
"65","BO1011","Diet 2",16.81733696,11.351702448,"diet_level","Sheep","Dairy",FALSE,0.675,0,0,9,"Crop Product",0,0,0,32.91,NA,NA,NA,NA,0,0.675,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.764233419952,13.7328557044385,NA,NA,NA,NA,NA,NA,NA,NA,13.7328557044385,"Sheep_GEI_linear",NA,5.01249233212004
"66","BO1011","Diet 3",15.85376176,10.304945144,"diet_level","Sheep","Dairy",FALSE,0.4875,0,0,9,"Crop Byproduct",0,0,0,32.95,NA,NA,NA,NA,0,0.65,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.712942312056,12.8111826065768,NA,NA,NA,NA,NA,NA,NA,NA,12.8111826065768,"Sheep_GEI_linear",NA,4.67608165140054
"67","BO1012","DLL0",16.700034336,5.544411399552,"ingredient_weighted","Not Found",NA,FALSE,0.346,0,0,4,"Crop Byproduct",0,0,0,20,NA,NA,NA,NA,0,0.332,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","BO1012","DLL10",NA,NA,NA,"Not Found",NA,FALSE,0.3448,0.0338,0.0338,5,"Other Ingredients",0.0980278422273782,0.0980278422273782,0.0980278422273782,20,NA,NA,NA,NA,9.80278422273782,0.298,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","BO1012","DLL15",NA,NA,NA,"Not Found",NA,FALSE,0.3448,0.0508,0.0508,5,"Crop Product",0.147331786542923,0.147331786542923,0.147331786542923,20,NA,NA,NA,NA,14.7331786542923,0.282,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","BO1012","DLL20",NA,NA,NA,"Not Found",NA,FALSE,0.3447,0.0677,0.0677,5,"Crop Product",0.196402668987525,0.196402668987525,0.196402668987525,20,NA,NA,NA,NA,19.6402668987525,0.266,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","BO1012","DLL5",NA,NA,NA,"Not Found",NA,FALSE,0.3459,0.0169,0.0169,5,"Other Ingredients",0.0488580514599595,0.0488580514599595,0.0488580514599595,20,NA,NA,NA,NA,4.88580514599595,0.316,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","BO1013","Diet 1",18.1,8.008164,"ingredient_weighted","Sheep","Meat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44244,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.600400036,10.7888595867026,NA,NA,NA,NA,NA,NA,NA,NA,10.7888595867026,"Sheep_GEI_linear",NA,3.93793374914645
"73","BO1013","Diet 2",18.1,14.227867,"ingredient_weighted","Sheep","Meat",FALSE,0.495,0.42,0.42,3,"Forage Plants",0.848484848484849,0.848484848484849,0.848484848484849,19.7,NA,NA,NA,NA,84.8484848484848,0.78607,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.905165483,16.2653276370171,NA,NA,NA,NA,NA,NA,NA,NA,16.2653276370171,"Sheep_GEI_linear",NA,5.93684458751123
"74","BO1013","Diet 3",18.1,14.432578,"ingredient_weighted","Sheep","Meat",FALSE,0.495,0.42,0.42,3,"Supplement",0.848484848484849,0.848484848484849,0.848484848484849,19.7,NA,NA,NA,NA,84.8484848484848,0.79738,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.915196322,16.4455763162624,NA,NA,NA,NA,NA,NA,NA,NA,16.4455763162624,"Sheep_GEI_linear",NA,6.00263535543576
"75","BO1013","Diet 4",18.1,16.428284,"ingredient_weighted","Sheep","Meat",FALSE,0.845,0.12,0.12,5,"Crop Byproduct",0.142011834319527,0.142011834319527,0.142011834319527,19.7,NA,NA,NA,NA,14.2011834319527,0.90764,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.012985916,18.2028017250674,NA,NA,NA,NA,NA,NA,NA,NA,18.2028017250674,"Sheep_GEI_linear",NA,6.6440226296496
"76","BO1014","Diet 1",17.8333333333333,21.4,"ingredient_weighted","Not Found","Meat",FALSE,1.2,0.4,0.4,2,"Forage Plants",0.333333333333333,0.333333333333333,0.333333333333333,12.16,NA,NA,NA,NA,33.3333333333333,1.2,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","BO1014","Diet 2",17.48,13.11,"ingredient_weighted","Not Found","Meat",FALSE,0.75,0.15,0.15,2,"Preformulated Feed",0.2,0.2,0.2,12.16,NA,NA,NA,NA,20,0.75,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","BO1014","Diet 3",17.4222222222222,15.68,"ingredient_weighted","Not Found","Meat",FALSE,0.9,0.2,0.2,2,"Forage Plants",0.222222222222222,0.222222222222222,0.222222222222222,12.16,NA,NA,NA,NA,22.2222222222222,0.9,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","BO1014","Diet 4",NA,NA,NA,"Not Found","Meat",FALSE,1.15,0.4,0.4,3,"Preformulated Feed",0.347826086956522,0.347826086956522,0.347826086956522,12.16,NA,NA,NA,NA,34.7826086956522,1,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","BO1014","Diet 5",NA,NA,NA,"Not Found","Meat",FALSE,1.17,0.42,0.42,3,"Forage Plants",0.358974358974359,0.358974358974359,0.358974358974359,12.16,NA,NA,NA,NA,35.8974358974359,1.05,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","BO1014","Diet 6",NA,NA,NA,"Not Found","Meat",FALSE,1.24,0.44,0.44,3,"Preformulated Feed",0.354838709677419,0.354838709677419,0.354838709677419,12.16,NA,NA,NA,NA,35.4838709677419,1.1,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","BO1014","Diet 7",NA,NA,NA,"Not Found","Meat",FALSE,1.06,0.46,0.46,3,"Preformulated Feed",0.433962264150943,0.433962264150943,0.433962264150943,12.16,NA,NA,NA,NA,43.3962264150943,1.15,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","BO1015","42% CFM +52% CS +6% SS (G3)",2.22756302521008,3.61533478991597,"ingredient_weighted","Not Found",NA,FALSE,1.61166,0,0,9,"Crop Byproduct",0,0,0,45.88,NA,NA,NA,NA,0,1.623,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","BO1015","42% CFM +52% CS +6% SS (G3)",2.22756302521008,3.61533478991597,"ingredient_weighted","Goat",NA,FALSE,1.61166,0,0,9,"Crop Byproduct",0,0,0,45.88,NA,NA,NA,NA,0,1.623,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.385390648504202,6.92525873322914,NA,NA,NA,NA,6.92525873322914,"Goat_GEI_linear",NA,2.52771943762864
"85","BO1015","42% CFM +52% CS +6% TSS (G5)",2.15539232831993,3.48526939489332,"ingredient_weighted","Not Found",NA,FALSE,1.60614,0,0,9,"Crop Product",0,0,0,47.1,NA,NA,NA,NA,0,1.617,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","BO1015","42% CFM +52% CS +6% TSS (G5)",2.15539232831993,3.48526939489332,"ingredient_weighted","Goat",NA,FALSE,1.60614,0,0,9,"Crop Product",0,0,0,47.1,NA,NA,NA,NA,0,1.617,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381059470849948,6.8474298445633,NA,NA,NA,NA,6.8474298445633,"Goat_GEI_linear",NA,2.4993118932656
"87","BO1015","46% CFM +51% CS +3% SS (G2)",2.13235620150265,3.56956428131543,"ingredient_weighted","Not Found",NA,FALSE,1.65904,0,0,9,"Crop Product",0,0,0,45,NA,NA,NA,NA,0,1.674,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","BO1015","46% CFM +51% CS +3% SS (G2)",2.13235620150265,3.56956428131543,"ingredient_weighted","Goat",NA,FALSE,1.65904,0,0,9,"Crop Product",0,0,0,45,NA,NA,NA,NA,0,1.674,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.383866490567804,6.8978704504547,NA,NA,NA,NA,6.8978704504547,"Goat_GEI_linear",NA,2.51772271441596
"89","BO1015","46% CFM +51% CS +3% TSS (G4)",2.02774798137561,3.37315876701833,"ingredient_weighted","Not Found",NA,FALSE,1.64871,0,0,9,"Crop Product",0,0,0,46.37,NA,NA,NA,NA,0,1.6635,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","BO1015","46% CFM +51% CS +3% TSS (G4)",2.02774798137561,3.37315876701833,"ingredient_weighted","Goat",NA,FALSE,1.64871,0,0,9,"Crop Product",0,0,0,46.37,NA,NA,NA,NA,0,1.6635,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37732618694171,6.78034477882678,NA,NA,NA,NA,6.78034477882678,"Goat_GEI_linear",NA,2.47482584427178
"91","BO1015","50% CFM +50% CS (G1)",2.2333450952717,3.76318648553282,"ingredient_weighted","Not Found",NA,FALSE,1.6775,0,0,8,"Other Ingredients",0,0,0,44.3,NA,NA,NA,NA,0,1.685,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","BO1015","50% CFM +50% CS (G1)",2.2333450952717,3.76318648553282,"ingredient_weighted","Goat",NA,FALSE,1.6775,0,0,8,"Other Ingredients",0,0,0,44.3,NA,NA,NA,NA,0,1.685,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390314109968243,7.01373063734488,NA,NA,NA,NA,7.01373063734488,"Goat_GEI_linear",NA,2.56001168263088
"93","BO1016","InHay +Cal",17.4,11.2056,"ingredient_weighted","Sheep","Meat",FALSE,0.9016,0.9016,0.9016,2,"Forage Plants",1,1,1,28.1,NA,NA,NA,NA,100,0.644,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.7570744,13.6042120395328,NA,NA,NA,NA,NA,NA,NA,NA,13.6042120395328,"Sheep_GEI_linear",NA,4.96553739442947
"94","BO1016","InHay +Cal +PEG",18.6926958831341,14.0756,"ingredient_weighted","Sheep","Meat",FALSE,1.526,1.506,1.506,6,"Forage Plants",0.986893840104849,0.986893840104849,0.986893840104849,28.1,NA,NA,NA,NA,98.6893840104849,0.753,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.8977044,16.13125606469,NA,NA,NA,NA,NA,NA,NA,NA,16.13125606469,"Sheep_GEI_linear",NA,5.88790846361186
"95","BO1017","BRT1",16.52587952,1.66911383152,"diet_level","Sheep",NA,FALSE,0.101,0.101,0.101,2,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.101,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.28978657774448,5.20730597923594,NA,NA,NA,NA,NA,NA,NA,NA,5.20730597923594,"Sheep_GEI_linear",NA,1.90066668242112
"96","BO1017","BRT2",16.82076784,0.847766699136,"diet_level","Sheep",NA,FALSE,0.0504,0.0504,0.0504,3,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.0504,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.249540568257664,4.48410724631921,NA,NA,NA,NA,NA,NA,NA,NA,4.48410724631921,"Sheep_GEI_linear",NA,1.63669914490651
"97","BO1017","BRT3",117.14020112,4.123335079424,"diet_level","Sheep",NA,FALSE,0.0352,0.0352,0.0352,3,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.0352,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.410043418891776,7.36825550569229,NA,NA,NA,NA,NA,NA,NA,NA,7.36825550569229,"Sheep_GEI_linear",NA,2.68941325957769
"98","BO1017","BRT4",18.3162968,0.35350452824,"diet_level","Sheep",NA,FALSE,0.0193,0.0193,0.0193,3,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.0193,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.22532172188376,4.04890785056172,NA,NA,NA,NA,NA,NA,NA,NA,4.04890785056172,"Sheep_GEI_linear",NA,1.47785136545503
"99","BO1017","BT1",16.91833872,1.91177227536,"diet_level","Sheep",NA,FALSE,0.113,0.113,0.113,1,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.113,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.30167684149264,5.42096750211393,NA,NA,NA,NA,NA,NA,NA,NA,5.42096750211393,"Sheep_GEI_linear",NA,1.97865313827158
"100","BO1017","BT2",17.24711744,1.274561978816,"diet_level","Sheep",NA,FALSE,0.0739,0.0739,0.0739,2,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.0739,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.270453536961984,4.85990183220097,NA,NA,NA,NA,NA,NA,NA,NA,4.85990183220097,"Sheep_GEI_linear",NA,1.77386416875335
"101","BO1017","BT3",18.04442048,1.210780614208,"diet_level","Sheep",NA,FALSE,0.0671,0.0671,0.0671,2,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.0671,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.267328250096192,4.8037421400933,NA,NA,NA,NA,NA,NA,NA,NA,4.8037421400933,"Sheep_GEI_linear",NA,1.75336588113405
"102","BO1017","BT4",18.42457872,0.913859104512,"diet_level","Sheep",NA,FALSE,0.03472,0.03472,0.03472,1,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.0496,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.252779096121088,4.54230181709053,NA,NA,NA,NA,NA,NA,NA,NA,4.54230181709053,"Sheep_GEI_linear",NA,1.65794016323804
"103","BO1017","RT1",16.53115136,1.70270859008,"diet_level","Sheep",NA,FALSE,0.103,0.103,0.103,1,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.103,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.29143272091392,5.23688626979191,NA,NA,NA,NA,NA,NA,NA,NA,5.23688626979191,"Sheep_GEI_linear",NA,1.91146348847405
"104","BO1017","RT2",16.7406024,1.1216203608,"diet_level","Sheep",NA,FALSE,0.067,0.067,0.067,2,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.067,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.2629593976792,4.7252362565894,NA,NA,NA,NA,NA,NA,NA,NA,4.7252362565894,"Sheep_GEI_linear",NA,1.72471123365513
"105","BO1017","RT3",17.4543928,1.01759110024,"diet_level","Sheep",NA,FALSE,0.0583,0.0583,0.0583,2,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.0583,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.25786196391176,4.63363816553028,NA,NA,NA,NA,NA,NA,NA,NA,4.63363816553028,"Sheep_GEI_linear",NA,1.69127793041855
"106","BO1017","RT4",18.0091912,0.68795110384,"diet_level","Sheep",NA,FALSE,0.0382,0.0382,0.0382,2,"Forage Plants",1,1,1,22.5,NA,NA,NA,NA,100,0.0382,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.24170960408816,4.34338911209632,NA,NA,NA,NA,NA,NA,NA,NA,4.34338911209632,"Sheep_GEI_linear",NA,1.58533702591516
"107","BO1018","ASY +ve",16.902433965982,22.8013834201097,"ingredient_weighted","Sheep","Dairy",FALSE,0.005,0,0,1,"Probiotic",0,0,0,43.02,NA,NA,NA,NA,0,1.349,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.32526778758537,23.8143358056671,NA,NA,NA,NA,NA,NA,NA,NA,23.8143358056671,"Sheep_GEI_linear",NA,8.6922325690685
"108","BO1018","ASY -ve",16.6511067732953,15.452227085618,"ingredient_weighted","Sheep","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0.965159127195282,17.3433805425927,NA,NA,NA,NA,NA,NA,NA,NA,17.3433805425927,"Sheep_GEI_linear",NA,6.33033389804632
"109","BO1018","BHY -ve",17.831296769492,25.62357345776,"ingredient_weighted","Sheep","Dairy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.437,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.46355509943024,26.2992830086297,NA,NA,NA,NA,NA,NA,NA,NA,26.2992830086297,"Sheep_GEI_linear",NA,9.59923829814982
"110","BO1018","BHY+ve",17.8410824605497,25.31649601152,"ingredient_weighted","Sheep","Dairy",FALSE,0.005,0,0,1,"Probiotic",0,0,0,42.91,NA,NA,NA,NA,0,1.419,"diet_level",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1.44850830456448,26.028900351563,NA,NA,NA,NA,NA,NA,NA,NA,26.028900351563,"Sheep_GEI_linear",NA,9.50054862832049
