"","B.Code","A.Level.Name","Out.Code.Joined","ED.Intake.Item","ED.Intake.Item.Raw","ED.Mean.T","ED.Error","Out.Subind","Out.Unit","Out.WG.Start","Out.WG.Unit","P.Product","is_entire_diet","is_group","T.Animals","T.Name","Country","Source","D.Item.Root.Comp.Proc_Major","ED.Intake.Item.is_entire_diet","n_ing","n_tar"
"1416","JO1026","T1 PH100%",NA,"T1 PH100%",NA,14.1,0.7,"Meat Yield-Final Body Weight","kg/individual/day",15.2,"kg",NA,FALSE,NA,"5","T1 PH100%","Ethiopia","camel",NA,FALSE,NA,NA
"1417","JO1026","T2 PH100% 300CM",NA,"T2 PH100% 300CM",NA,19.8,0.7,"Meat Yield-Final Body Weight","kg/individual/day",15.2,"kg",NA,FALSE,NA,"5","T2 PH100% 300CM","Ethiopia","camel",NA,FALSE,NA,NA
"1418","JO1026","T3 PH100% 1HB",NA,"T3 PH100% 1HB",NA,20.78,0.7,"Meat Yield-Final Body Weight","kg/individual/day",15.2,"kg",NA,FALSE,NA,"5","T3 PH100% 1HB","Ethiopia","camel",NA,FALSE,NA,NA
"1419","JO1026","T4 PH100% 948HO",NA,"T4 PH100% 948HO",NA,19.6,0.7,"Meat Yield-Final Body Weight","kg/individual/day",15.2,"kg",NA,FALSE,NA,"5","T4 PH100% 948HO","Ethiopia","camel",NA,FALSE,NA,NA
"1420","JO1026","T5 PH100% 250HB 237HO 150CM",NA,"T5 PH100% 250HB 237HO 150CM",NA,21.56,0.7,"Meat Yield-Final Body Weight","kg/individual/day",15.2,"kg",NA,FALSE,NA,"5","T5 PH100% 250HB 237HO 150CM","Ethiopia","camel",NA,FALSE,NA,NA
"1421","JO1027","100C",NA,"100C",NA,29.3,1.16,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"4","100C",NA,"camel",NA,FALSE,NA,NA
"1422","JO1027","100OV",NA,"100OV",NA,27.5,1.16,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"4","100OV",NA,"camel",NA,FALSE,NA,NA
"1423","JO1027","33C 67OV",NA,"33C 67OV",NA,29.21,1.16,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"4","33C 67OV",NA,"camel",NA,FALSE,NA,NA
"1424","JO1027","67C 33OV",NA,"67C 33OV",NA,30.7,1.16,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"4","67C 33OV",NA,"camel",NA,FALSE,NA,NA
"1425","JO1028","T1 Feed",NA,"T1 Feed",NA,42.22,0.964,"Meat Yield-Final Body Weight","kg/individual/day",32.81,"kg",NA,FALSE,NA,"10","T1 Feed","Ethiopia","camel",NA,FALSE,NA,NA
"1426","JO1028","T2 Feed",NA,"T2 Feed",NA,42.4,0.964,"Meat Yield-Final Body Weight","kg/individual/day",32.81,"kg",NA,FALSE,NA,"10","T2 Feed","Ethiopia","camel",NA,FALSE,NA,NA
"1427","JO1028","T3 Feed",NA,"T3 Feed",NA,45.6,0.964,"Meat Yield-Final Body Weight","kg/individual/day",32.81,"kg",NA,FALSE,NA,"10","T3 Feed","Ethiopia","camel",NA,FALSE,NA,NA
"1428","JO1030","Diet A",NA,"Diet A",NA,26,1.29,"Final Body Weight Meat Yield","kg/individual/day",20.08,"kg",NA,FALSE,NA,"4","Diet A","Nigeria","camel",NA,FALSE,NA,NA
"1429","JO1030","Diet B",NA,"Diet B",NA,23.33,1.29,"Final Body Weight Meat Yield","kg/individual/day",20.08,"kg",NA,FALSE,NA,"4","Diet B","Nigeria","camel",NA,FALSE,NA,NA
"1430","JO1030","Diet C",NA,"Diet C",NA,26,1.29,"Final Body Weight Meat Yield","kg/individual/day",20.08,"kg",NA,FALSE,NA,"4","Diet C","Nigeria","camel",NA,FALSE,NA,NA
"1431","JO1032","Diet WS40",NA,"Diet WS40",NA,296.01,2.45,"Meat Yield-Final Body Weight","kg/individual/day",90.45,"kg",NA,FALSE,NA,"4","Diet WS40","Ethiopia","camel",NA,FALSE,NA,NA
"1432","JO1032","Diet WS60",NA,"Diet WS60",NA,258.66,2.45,"Meat Yield-Final Body Weight","kg/individual/day",90.45,"kg",NA,FALSE,NA,"4","Diet WS60","Ethiopia","camel",NA,FALSE,NA,NA
"1433","JO1032","Diet WS80",NA,"Diet WS80",NA,248.2,2.45,"Meat Yield-Final Body Weight","kg/individual/day",90.45,"kg",NA,FALSE,NA,"4","Diet WS80","Ethiopia","camel",NA,FALSE,NA,NA
"1434","JO1033","Feed 1",NA,"Feed 1",NA,15.92,0.46,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1435","JO1033","Feed 1",NA,"Feed 1",NA,22.31,0.5,"Meat Yield-Final Body Weight","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1436","JO1033","Feed 1",NA,"Feed 1",NA,8.71,0.45,"Meat Yield-Hot Carcass","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1437","JO1033","Feed 1",NA,"Feed 1",NA,22.12,0.47,"Meat Yield-Slaughter Body","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1438","JO1033","Feed 2",NA,"Feed 2",NA,21.76,0.46,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1439","JO1033","Feed 2",NA,"Feed 2",NA,26.36,0.5,"Meat Yield-Final Body Weight","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1440","JO1033","Feed 2",NA,"Feed 2",NA,14.46,0.45,"Meat Yield-Hot Carcass","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1441","JO1033","Feed 2",NA,"Feed 2",NA,28.06,0.47,"Meat Yield-Slaughter Body","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1442","JO1033","Feed 3",NA,"Feed 3",NA,20.5,0.46,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1443","JO1033","Feed 3",NA,"Feed 3",NA,27.3,0.5,"Meat Yield-Final Body Weight","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1444","JO1033","Feed 3",NA,"Feed 3",NA,13.1,0.45,"Meat Yield-Hot Carcass","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1445","JO1033","Feed 3",NA,"Feed 3",NA,27,0.47,"Meat Yield-Slaughter Body","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1446","JO1033","Feed 4",NA,"Feed 4",NA,19.7,0.46,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1447","JO1033","Feed 4",NA,"Feed 4",NA,26.57,0.5,"Meat Yield-Final Body Weight","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1448","JO1033","Feed 4",NA,"Feed 4",NA,12.2,0.45,"Meat Yield-Hot Carcass","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1449","JO1033","Feed 4",NA,"Feed 4",NA,26.27,0.47,"Meat Yield-Slaughter Body","kg/individual/day",19.98,"kg",NA,FALSE,NA,"7","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1450","JO1034","Control Feed",NA,"Control Feed",NA,9.675,308.58,"Meat Yield-Final Body Weight","kg/individual/day",6.5,"kg",NA,FALSE,NA,"4","Control Feed","Nigeria","camel",NA,FALSE,NA,NA
"1451","JO1034","PBb 15 Feed",NA,"PBb 15 Feed",NA,10.0325,308.58,"Meat Yield-Final Body Weight","kg/individual/day",6.5,"kg",NA,FALSE,NA,"4","PBb 15 Feed","Nigeria","camel",NA,FALSE,NA,NA
"1452","JO1034","WBb 15 Feed",NA,"WBb 15 Feed",NA,10.835,308.58,"Meat Yield-Final Body Weight","kg/individual/day",6.5,"kg",NA,FALSE,NA,"4","WBb 15 Feed","Nigeria","camel",NA,FALSE,NA,NA
"1453","JO1035","Fattening Ac Feed",NA,"Fattening Ac Feed||Lambs-F",NA,12.7,1,"Meat Yield- Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Fattening Ac Feed||Lambs-F","Tunisia","camel",NA,FALSE,NA,NA
"1454","JO1035","Fattening Ac Feed",NA,"Fattening Ac Feed||Lambs-F",NA,22.8,1.97,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Fattening Ac Feed||Lambs-F","Tunisia","camel",NA,FALSE,NA,NA
"1455","JO1035","Fattening Ac Feed",NA,"Fattening Ac Feed||Lambs-F",NA,28,1.79,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Fattening Ac Feed||Lambs-F","Tunisia","camel",NA,FALSE,NA,NA
"1456","JO1035","Fattening Ba Feed",NA,"Fattening Ba Feed||Lambs-F",NA,13.2,1,"Meat Yield- Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Fattening Ba Feed||Lambs-F","Tunisia","camel",NA,FALSE,NA,NA
"1457","JO1035","Fattening Ba Feed",NA,"Fattening Ba Feed||Lambs-F",NA,23.2,1.97,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Fattening Ba Feed||Lambs-F","Tunisia","camel",NA,FALSE,NA,NA
"1458","JO1035","Fattening Ba Feed",NA,"Fattening Ba Feed||Lambs-F",NA,28.7,1.79,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Fattening Ba Feed||Lambs-F","Tunisia","camel",NA,FALSE,NA,NA
"1459","JO1035","Suckling Ac Feed",NA,"Suckling Ac Feed||Lambs;Mothers",NA,12.8,1,"Meat Yield- Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Suckling Ac Feed||Lambs;Mothers","Tunisia","camel",NA,FALSE,NA,NA
"1460","JO1035","Suckling Ac Feed",NA,"Suckling Ac Feed||Lambs;Mothers",NA,23.5,1.97,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Suckling Ac Feed||Lambs;Mothers","Tunisia","camel",NA,FALSE,NA,NA
"1461","JO1035","Suckling Ac Feed",NA,"Suckling Ac Feed||Lambs;Mothers",NA,28.3,1.79,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Suckling Ac Feed||Lambs;Mothers","Tunisia","camel",NA,FALSE,NA,NA
"1462","JO1035","Suckling Ba Feed",NA,"Suckling Ba Feed||Lambs;Mothers",NA,13,1,"Meat Yield- Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Suckling Ba Feed||Lambs;Mothers","Tunisia","camel",NA,FALSE,NA,NA
"1463","JO1035","Suckling Ba Feed",NA,"Suckling Ba Feed||Lambs;Mothers",NA,23.9,1.97,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Suckling Ba Feed||Lambs;Mothers","Tunisia","camel",NA,FALSE,NA,NA
"1464","JO1035","Suckling Ba Feed",NA,"Suckling Ba Feed||Lambs;Mothers",NA,28.4,1.79,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"Suckling Ba Feed||Lambs;Mothers","Tunisia","camel",NA,FALSE,NA,NA
"1465","JO1036","Feed 1",NA,"Feed 1",NA,16.6,1.51,"Meat Yield-Final Body Weight","kg/individual/day",17.5,"kg",NA,FALSE,NA,"5","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1466","JO1036","Feed 2",NA,"Feed 2",NA,22.8,1.51,"Meat Yield-Final Body Weight","kg/individual/day",17.5,"kg",NA,FALSE,NA,"5","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1467","JO1036","Feed 3",NA,"Feed 3",NA,25,1.51,"Meat Yield-Final Body Weight","kg/individual/day",17.5,"kg",NA,FALSE,NA,"5","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1468","JO1036","Feed 4",NA,"Feed 4",NA,22.2,1.51,"Meat Yield-Final Body Weight","kg/individual/day",17.5,"kg",NA,FALSE,NA,"5","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1469","JO1036","Feed 5",NA,"Feed 5",NA,20,1.51,"Meat Yield-Final Body Weight","kg/individual/day",17.5,"kg",NA,FALSE,NA,"5","Feed 5","Ethiopia","camel",NA,FALSE,NA,NA
"1470","JO1038","Feed 1",NA,"Feed 1",NA,24.3,1.62,"Meat Yield-Final Body Weight","kg/individual/day",22.11,"kg",NA,FALSE,NA,"4","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1471","JO1038","Feed 2",NA,"Feed 2",NA,27,1.62,"Meat Yield-Final Body Weight","kg/individual/day",22.11,"kg",NA,FALSE,NA,"4","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1472","JO1038","Feed 3",NA,"Feed 3",NA,27.9,1.62,"Meat Yield-Final Body Weight","kg/individual/day",22.11,"kg",NA,FALSE,NA,"4","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1473","JO1038","Feed 4",NA,"Feed 4",NA,29.3,1.62,"Meat Yield-Final Body Weight","kg/individual/day",22.11,"kg",NA,FALSE,NA,"4","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1474","JO1040","UMS WB NSC Feed",NA,"UMS WB NSC Feed",NA,19,0.361,"Meat Yield-Final Body Weight","kg/individual/day",15.4,"kg",NA,FALSE,NA,"5","UMS WB NSC Feed","Ethiopia","camel",NA,FALSE,NA,NA
"1475","JO1040","UMTMS Feed",NA,"UMTMS Feed",NA,17.6,0.361,"Meat Yield-Final Body Weight","kg/individual/day",15.4,"kg",NA,FALSE,NA,"5","UMTMS Feed","Ethiopia","camel",NA,FALSE,NA,NA
"1476","JO1040","UMTMSWB NSC Feed",NA,"UMTMSWB NSC Feed",NA,21.6,0.361,"Meat Yield-Final Body Weight","kg/individual/day",15.4,"kg",NA,FALSE,NA,"5","UMTMSWB NSC Feed","Ethiopia","camel",NA,FALSE,NA,NA
"1477","JO1040","UTMS WB NSC Feed",NA,"UTMS WB NSC Feed",NA,21.2,0.361,"Meat Yield-Final Body Weight","kg/individual/day",15.4,"kg",NA,FALSE,NA,"5","UTMS WB NSC Feed","Ethiopia","camel",NA,FALSE,NA,NA
"1478","JO1041","Feed 1",NA,"Feed 1",NA,14.1,0.79,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1479","JO1041","Feed 1",NA,"Feed 1",NA,17.4,0.34,"Meat Yield-Final Body Weight","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1480","JO1041","Feed 1",NA,"Feed 1",NA,6.4,1.08,"Meat Yield-Hot Carcass","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1481","JO1041","Feed 1",NA,"Feed 1",NA,16.6,0.84,"Meat Yield-Slaughter Body","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 1","Ethiopia","camel",NA,FALSE,NA,NA
"1482","JO1041","Feed 2",NA,"Feed 2",NA,15.2,0.79,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1483","JO1041","Feed 2",NA,"Feed 2",NA,19.7,0.34,"Meat Yield-Final Body Weight","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1484","JO1041","Feed 2",NA,"Feed 2",NA,7.2,1.08,"Meat Yield-Hot Carcass","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1485","JO1041","Feed 2",NA,"Feed 2",NA,18,0.84,"Meat Yield-Slaughter Body","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 2","Ethiopia","camel",NA,FALSE,NA,NA
"1486","JO1041","Feed 3",NA,"Feed 3",NA,16.2,0.79,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1487","JO1041","Feed 3",NA,"Feed 3",NA,19.7,0.34,"Meat Yield-Final Body Weight","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1488","JO1041","Feed 3",NA,"Feed 3",NA,8.4,1.08,"Meat Yield-Hot Carcass","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1489","JO1041","Feed 3",NA,"Feed 3",NA,19.3,0.84,"Meat Yield-Slaughter Body","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 3","Ethiopia","camel",NA,FALSE,NA,NA
"1490","JO1041","Feed 4",NA,"Feed 4",NA,16.8,0.79,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1491","JO1041","Feed 4",NA,"Feed 4",NA,20.3,0.34,"Meat Yield-Final Body Weight","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1492","JO1041","Feed 4",NA,"Feed 4",NA,8.9,1.08,"Meat Yield-Hot Carcass","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1493","JO1041","Feed 4",NA,"Feed 4",NA,19.7,0.84,"Meat Yield-Slaughter Body","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 4","Ethiopia","camel",NA,FALSE,NA,NA
"1494","JO1041","Feed 5",NA,"Feed 5",NA,17,0.79,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 5","Ethiopia","camel",NA,FALSE,NA,NA
"1495","JO1041","Feed 5",NA,"Feed 5",NA,19.8,0.34,"Meat Yield-Final Body Weight","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 5","Ethiopia","camel",NA,FALSE,NA,NA
"1496","JO1041","Feed 5",NA,"Feed 5",NA,9.2,1.08,"Meat Yield-Hot Carcass","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 5","Ethiopia","camel",NA,FALSE,NA,NA
"1497","JO1041","Feed 5",NA,"Feed 5",NA,20,0.84,"Meat Yield-Slaughter Body","kg/individual/day",15.85,"kg",NA,FALSE,NA,"6","Feed 5","Ethiopia","camel",NA,FALSE,NA,NA
"1498","JO1042","154MBH 156CM T3",NA,"154MBH 156CM T3",NA,20.82,0.88,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","154MBH 156CM T3","Ethiopia","camel",NA,FALSE,NA,NA
"1499","JO1042","154MBH 156CM T3",NA,"154MBH 156CM T3",NA,25.39,1.02,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","154MBH 156CM T3","Ethiopia","camel",NA,FALSE,NA,NA
"1500","JO1042","154MBH 156CM T3",NA,"154MBH 156CM T3",NA,10.38,0.47,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","154MBH 156CM T3","Ethiopia","camel",NA,FALSE,NA,NA
"1501","JO1042","154MBH 156CM T3",NA,"154MBH 156CM T3",NA,25.66,0.96,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","154MBH 156CM T3","Ethiopia","camel",NA,FALSE,NA,NA
"1502","JO1042","226CM T1",NA,"226CM T1",NA,20.78,0.88,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","226CM T1","Ethiopia","camel",NA,FALSE,NA,NA
"1503","JO1042","226CM T1",NA,"226CM T1",NA,25.4,1.02,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","226CM T1","Ethiopia","camel",NA,FALSE,NA,NA
"1504","JO1042","226CM T1",NA,"226CM T1",NA,10.13,0.47,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","226CM T1","Ethiopia","camel",NA,FALSE,NA,NA
"1505","JO1042","226CM T1",NA,"226CM T1",NA,25.85,0.96,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","226CM T1","Ethiopia","camel",NA,FALSE,NA,NA
"1506","JO1042","231MBH 120CM T4",NA,"231MBH 120CM T4",NA,19.67,0.88,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","231MBH 120CM T4","Ethiopia","camel",NA,FALSE,NA,NA
"1507","JO1042","231MBH 120CM T4",NA,"231MBH 120CM T4",NA,25.03,1.02,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","231MBH 120CM T4","Ethiopia","camel",NA,FALSE,NA,NA
"1508","JO1042","231MBH 120CM T4",NA,"231MBH 120CM T4",NA,10.07,0.47,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","231MBH 120CM T4","Ethiopia","camel",NA,FALSE,NA,NA
"1509","JO1042","231MBH 120CM T4",NA,"231MBH 120CM T4",NA,25.12,0.96,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","231MBH 120CM T4","Ethiopia","camel",NA,FALSE,NA,NA
"1510","JO1042","308MBH 87CM T5",NA,"308MBH 87CM T5",NA,20.85,0.88,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","308MBH 87CM T5","Ethiopia","camel",NA,FALSE,NA,NA
"1511","JO1042","308MBH 87CM T5",NA,"308MBH 87CM T5",NA,25.21,1.02,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","308MBH 87CM T5","Ethiopia","camel",NA,FALSE,NA,NA
"1512","JO1042","308MBH 87CM T5",NA,"308MBH 87CM T5",NA,10.13,0.47,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","308MBH 87CM T5","Ethiopia","camel",NA,FALSE,NA,NA
"1513","JO1042","308MBH 87CM T5",NA,"308MBH 87CM T5",NA,25.35,0.96,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","308MBH 87CM T5","Ethiopia","camel",NA,FALSE,NA,NA
"1514","JO1042","77MBH 192CM T2",NA,"77MBH 192CM T2",NA,21.48,0.88,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","77MBH 192CM T2","Ethiopia","camel",NA,FALSE,NA,NA
"1515","JO1042","77MBH 192CM T2",NA,"77MBH 192CM T2",NA,26.23,1.02,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","77MBH 192CM T2","Ethiopia","camel",NA,FALSE,NA,NA
"1516","JO1042","77MBH 192CM T2",NA,"77MBH 192CM T2",NA,10.47,0.47,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","77MBH 192CM T2","Ethiopia","camel",NA,FALSE,NA,NA
"1517","JO1042","77MBH 192CM T2",NA,"77MBH 192CM T2",NA,26.66,0.96,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","77MBH 192CM T2","Ethiopia","camel",NA,FALSE,NA,NA
"1518","JO1045","CCH Feed",NA,"CCH Feed",NA,175.4,6.4,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"10","CCH Feed","Tanzania","camel",NA,FALSE,NA,NA
"1519","JO1045","TRH Feed",NA,"TRH Feed",NA,184.8,6.4,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"10","TRH Feed","Tanzania","camel",NA,FALSE,NA,NA
"1520","JO1045","TRS Feed",NA,"TRS Feed",NA,197.3,6.4,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"10","TRS Feed","Tanzania","camel",NA,FALSE,NA,NA
"1521","JO1045","URH Feed",NA,"URH Feed",NA,203.9,6.4,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"10","URH Feed","Tanzania","camel",NA,FALSE,NA,NA
"1522","JO1045","URS Feed",NA,"URS Feed",NA,197.2,6.4,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"10","URS Feed","Tanzania","camel",NA,FALSE,NA,NA
"1523","JO1046","Treated Barley Straw",NA,"Treated Barley Straw",NA,4.98,0.47,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"13","Treated Barley Straw","Ethiopia","camel",NA,FALSE,NA,NA
"1524","JO1046","Untreated Barley Straw",NA,"Untreated Barley Straw",NA,2.65,0.47,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"13","Untreated Barley Straw","Ethiopia","camel",NA,FALSE,NA,NA
"1525","JO1047","EMWS T4",NA,"EMWS T4",NA,132.5,33.7,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","EMWS T4","Ethiopia","camel",NA,FALSE,NA,NA
"1526","JO1047","ULTWS T3",NA,"ULTWS T3",NA,133.3,29.8,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","ULTWS T3","Ethiopia","camel",NA,FALSE,NA,NA
"1527","JO1047","UMTWS T2",NA,"UMTWS T2",NA,125.2,27.7,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","UMTWS T2","Ethiopia","camel",NA,FALSE,NA,NA
"1528","JO1047","UWS T1",NA,"UWS T1",NA,115.5,18.2,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","UWS T1","Ethiopia","camel",NA,FALSE,NA,NA
"1529","JO1050","CSC33 WB66 Salt1",NA,"CSC33 WB66 Salt1",NA,13.25,NA,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,"6","CSC33 WB66 Salt1","Ethiopia","camel",NA,FALSE,NA,NA
"1530","JO1050","NSC33 WB66 Salt1",NA,"NSC33 WB66 Salt1",NA,13.92,NA,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,"6","NSC33 WB66 Salt1","Ethiopia","camel",NA,FALSE,NA,NA
"1531","JO1050","Sole WB",NA,"Sole WB",NA,9.92,NA,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,"6","Sole WB","Ethiopia","camel",NA,FALSE,NA,NA
