"","B.Code","A.Level.Name","Out.Code.Joined","ED.Intake.Item","ED.Intake.Item.Raw","ED.Mean.T","ED.Error","Out.Subind","Out.Unit","Out.WG.Start","Out.WG.Unit","P.Product","is_entire_diet","is_group","T.Animals","T.Name","Country","Source","D.Item.Root.Comp.Proc_Major","ED.Intake.Item.is_entire_diet","n_ing","n_tar"
"127","BO1016","InHay +Cal",NA,"T1",NA,27.5,1.04,"Meat Yield-Final Body Weight","kg/individual/day",28.1,"kg",NA,FALSE,NA,"7","T1","Kenya","camel",NA,FALSE,NA,NA
"128","BO1016","InHay +Cal +PEG",NA,"T2",NA,28.4,1.04,"Meat Yield-Final Body Weight","kg/individual/day",28.1,"kg",NA,FALSE,NA,"7","T2","Kenya","camel",NA,FALSE,NA,NA
"129","BO1018","ASY +ve",NA,"ASY +ve||Barki Ewes",NA,0.39,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"ASY +ve||Barki Ewes","Egypt","camel",NA,FALSE,NA,NA
"130","BO1018","ASY -ve",NA,"ASY -ve||Barki Ewes",NA,0.432,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"ASY -ve||Barki Ewes","Egypt","camel",NA,FALSE,NA,NA
"131","BO1018","BHY -ve",NA,"BHY -ve||Barki Ewes",NA,0.419,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"BHY -ve||Barki Ewes","Egypt","camel",NA,FALSE,NA,NA
"132","BO1018","BHY+ve",NA,"BHY+ve||Barki Ewes",NA,0.449,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"BHY+ve||Barki Ewes","Egypt","camel",NA,FALSE,NA,NA
"133","BO1018","FAY -ve",NA,"FAY -ve||Barki Ewes",NA,0.356,NA,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"FAY -ve||Barki Ewes","Egypt","camel",NA,FALSE,NA,NA
"134","BO1019","GLM0",NA,"T1",NA,13.7,4.44,"Meat Yield-Final Body Weight","kg/individual/day",9.04,"kg",NA,FALSE,NA,"3","T1","Nigeria","camel",NA,FALSE,NA,NA
"135","BO1019","GLM12",NA,"T2",NA,15.8,4.44,"Meat Yield-Final Body Weight","kg/individual/day",9.04,"kg",NA,FALSE,NA,"3","T2","Nigeria","camel",NA,FALSE,NA,NA
"136","BO1019","GLM24",NA,"T3",NA,15.65,4.44,"Meat Yield-Final Body Weight","kg/individual/day",9.04,"kg",NA,FALSE,NA,"3","T3","Nigeria","camel",NA,FALSE,NA,NA
"137","BO1019","GLM36",NA,"T4",NA,17.85,4.44,"Meat Yield-Final Body Weight","kg/individual/day",9.04,"kg",NA,FALSE,NA,"3","T4","Nigeria","camel",NA,FALSE,NA,NA
"138","BO1020","Control group",NA,"Control group",NA,0.4902,46.48,"Milk Yield","kg/individual/day",43.5,"kg",NA,FALSE,NA,"7","Control group","Egypt","camel",NA,FALSE,NA,NA
"139","BO1020","Moringa leaves group",NA,"Moringa leaves",NA,0.6428,46.48,"Milk Yield","kg/individual/day",43.5,"kg",NA,FALSE,NA,"7","Moringa leaves","Egypt","camel",NA,FALSE,NA,NA
"140","BO1024","Diet 0%",NA,"T1",NA,22.25,0.51,"Meat Yield-Final Body Weight","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"141","BO1024","Diet 15%",NA,"T2",NA,22.33,0.51,"Meat Yield-Final Body Weight","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"142","BO1024","Diet 30%",NA,"T3",NA,22.16,0.51,"Meat Yield-Final Body Weight","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"143","BO1024","Diet 45%",NA,"T4",NA,20.9,0.51,"Meat Yield-Final Body Weight","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"144","BO1025","100% (DVLM + DMLM)",NA,"T5",NA,25.98,0.67,"Meat Yield-Final Body Weight","kg/individual/day",20.83,"kg",NA,FALSE,NA,"1","T5","Ethiopia","camel",NA,FALSE,NA,NA
"145","BO1025","100% concentrate mix",NA,"T1",NA,28.74,0.67,"Meat Yield-Final Body Weight","kg/individual/day",20.83,"kg",NA,FALSE,NA,"1","T1","Ethiopia","camel",NA,FALSE,NA,NA
"146","BO1025","25% NSC + 75% (DVLM + DMLM)",NA,"T4",NA,27.72,0.67,"Meat Yield-Final Body Weight","kg/individual/day",20.83,"kg",NA,FALSE,NA,"1","T4","Ethiopia","camel",NA,FALSE,NA,NA
"147","BO1025","50% NSC + 50% (DVLM + DMLM)",NA,"T3",NA,28.34,0.67,"Meat Yield-Final Body Weight","kg/individual/day",20.83,"kg",NA,FALSE,NA,"1","T3","Ethiopia","camel",NA,FALSE,NA,NA
"148","BO1025","75% NSC + 25% (DVLM + DMLM)",NA,"T2",NA,28.36,0.67,"Meat Yield-Final Body Weight","kg/individual/day",20.83,"kg",NA,FALSE,NA,"1","T2","Ethiopia","camel",NA,FALSE,NA,NA
"149","BO1026","Diet 1",NA,"T1",NA,26.43,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T1","Ethiopia","camel",NA,FALSE,NA,NA
"150","BO1026","Diet 2",NA,"T2",NA,26.007,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T2","Ethiopia","camel",NA,FALSE,NA,NA
"151","BO1026","Diet 3",NA,"T3",NA,26.86,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T3","Ethiopia","camel",NA,FALSE,NA,NA
"152","BO1026","Diet 4",NA,"T4",NA,26.97,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T4","Ethiopia","camel",NA,FALSE,NA,NA
"153","BO1026","Diet 5",NA,"T5",NA,27.76,NA,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"5","T5","Ethiopia","camel",NA,FALSE,NA,NA
"154","BO1027","EM treated RH",NA,"EM treated RH",NA,27.9,0.94,"Final Body Weight Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","EM treated RH","Ethiopia","camel",NA,FALSE,NA,NA
"155","BO1027","EM treated SCB",NA,"EM treated SCB",NA,24.4,0.94,"Final Body Weight Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","EM treated SCB","Ethiopia","camel",NA,FALSE,NA,NA
"156","BO1027","Tv treated RH",NA,"Tv treated RH",NA,28.3,0.94,"Final Body Weight Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","Tv treated RH","Ethiopia","camel",NA,FALSE,NA,NA
"157","BO1027","Tv treated SCB",NA,"Tv treated SCB",NA,23.2,0.94,"Final Body Weight Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","Tv treated SCB","Ethiopia","camel",NA,FALSE,NA,NA
"158","BO1027","Untreated RH",NA,"Untreated RH",NA,26.7,0.94,"Final Body Weight Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","Untreated RH","Ethiopia","camel",NA,FALSE,NA,NA
"159","BO1027","Untreated SCB",NA,"Untreated SCB",NA,20.9,0.94,"Final Body Weight Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","Untreated SCB","Ethiopia","camel",NA,FALSE,NA,NA
"160","BO1028","UMB + UTTS + concentrate",NA,"T2",NA,294.59,15.12,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T2","Ethiopia","camel",NA,FALSE,NA,NA
"161","BO1028","UMB + UTTS + concentrate",NA,"T2",NA,10.06,22.17,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,NA,"T2","Ethiopia","camel",NA,FALSE,NA,NA
"162","BO1028","UTS + concentrate",NA,"T1",NA,389.28,15.12,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T1","Ethiopia","camel",NA,FALSE,NA,NA
"163","BO1028","UTS + concentrate",NA,"T1",NA,9.61,22.17,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,NA,"T1","Ethiopia","camel",NA,FALSE,NA,NA
"164","BO1028","UTTS + concentrate",NA,"T3",NA,287.1,15.12,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T3","Ethiopia","camel",NA,FALSE,NA,NA
"165","BO1028","UTTS + concentrate",NA,"T3",NA,8.7,22.17,"Milk Yield","l/individual/day",NA,NA,NA,FALSE,NA,NA,"T3","Ethiopia","camel",NA,FALSE,NA,NA
"166","BO1029","T0 (100 CH)",NA,"T0",NA,0.997,0.846,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T0","Egypt","camel",NA,FALSE,NA,NA
"167","BO1029","T1 (50CH:50DBV)",NA,"T1",NA,1.1,0.846,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T1","Egypt","camel",NA,FALSE,NA,NA
"168","BO1029","T2 (25CH:75DBV)",NA,"T2",NA,1.199,0.846,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T2","Egypt","camel",NA,FALSE,NA,NA
"169","BO1029","T3 (100DBV)",NA,"T3",NA,0.963,0.846,"Milk Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T3","Egypt","camel",NA,FALSE,NA,NA
"170","BO1031","Diet 1",NA,"T1",NA,19.3,0.36,"Empty Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"171","BO1031","Diet 1",NA,"T1",NA,23.2,0.42,"Final Body Weight Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"172","BO1031","Diet 1",NA,"T1",NA,10.6,0.32,"Hot Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"173","BO1031","Diet 1",NA,"T1",NA,23,0.39,"Slaughter Body Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"174","BO1031","Diet 2",NA,"T2",NA,19.8,0.36,"Empty Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"175","BO1031","Diet 2",NA,"T2",NA,23.6,0.42,"Final Body Weight Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"176","BO1031","Diet 2",NA,"T2",NA,10.9,0.32,"Hot Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"177","BO1031","Diet 2",NA,"T2",NA,23.5,0.39,"Slaughter Body Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"178","BO1031","Diet 3",NA,"T3",NA,20.7,0.36,"Empty Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"179","BO1031","Diet 3",NA,"T3",NA,24.7,0.42,"Final Body Weight Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"180","BO1031","Diet 3",NA,"T3",NA,11.8,0.32,"Hot Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"181","BO1031","Diet 3",NA,"T3",NA,24.5,0.39,"Slaughter Body Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"182","BO1031","Diet 4",NA,"T4",NA,20.5,0.36,"Empty Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"183","BO1031","Diet 4",NA,"T4",NA,24.6,0.42,"Final Body Weight Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"184","BO1031","Diet 4",NA,"T4",NA,11.5,0.32,"Hot Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"185","BO1031","Diet 4",NA,"T4",NA,24.4,0.39,"Slaughter Body Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"186","BO1031","Diet 5",NA,"T5",NA,20.5,0.36,"Empty Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T5","Ethiopia","camel",NA,FALSE,NA,NA
"187","BO1031","Diet 5",NA,"T5",NA,24.5,0.42,"Final Body Weight Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T5","Ethiopia","camel",NA,FALSE,NA,NA
"188","BO1031","Diet 5",NA,"T5",NA,11.5,0.32,"Hot Carcass Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T5","Ethiopia","camel",NA,FALSE,NA,NA
"189","BO1031","Diet 5",NA,"T5",NA,24.3,0.39,"Slaughter Body Meat Yield","kg/individual/day",17.8,"kg",NA,FALSE,NA,"6","T5","Ethiopia","camel",NA,FALSE,NA,NA
"190","BO1032","NSM0",NA,"NSM0",NA,60,0.86,"Meat Yield-Final Body Weight","kg/individual/day",41,"kg",NA,FALSE,NA,"8","NSM0","Egypt","camel",NA,FALSE,NA,NA
"191","BO1032","NSM100",NA,"NSM100",NA,59.8,0.86,"Meat Yield-Final Body Weight","kg/individual/day",41,"kg",NA,FALSE,NA,"8","NSM100","Egypt","camel",NA,FALSE,NA,NA
"192","BO1032","NSM50",NA,"NSM50",NA,61.8,0.86,"Meat Yield-Final Body Weight","kg/individual/day",41,"kg",NA,FALSE,NA,"8","NSM50","Egypt","camel",NA,FALSE,NA,NA
"193","BO1032","NSM75",NA,"NSM75",NA,63.1,0.86,"Meat Yield-Final Body Weight","kg/individual/day",41,"kg",NA,FALSE,NA,"8","NSM75","Egypt","camel",NA,FALSE,NA,NA
"194","BO1033","Melon seed husk 10",NA,"T3",NA,159.33,13.45,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"3","T3","Nigeria","camel",NA,FALSE,NA,NA
"195","BO1033","Melon seed husk 20",NA,"T4",NA,145,13.45,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"3","T4","Nigeria","camel",NA,FALSE,NA,NA
"196","BO1033","Melon seed husk 5",NA,"T2",NA,161.33,13.45,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"3","T2","Nigeria","camel",NA,FALSE,NA,NA
"197","BO1033","Melon seek husk 0",NA,"T1",NA,163.67,13.45,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"3","T1","Nigeria","camel",NA,FALSE,NA,NA
"198","BO1034","Diet 1 (0 kenaf)",NA,"T1",NA,11.2,0.15,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T1","Nigeria","camel",NA,FALSE,NA,NA
"199","BO1034","Diet 2 (15 kenaf)",NA,"T2",NA,10.97,0.15,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T2","Nigeria","camel",NA,FALSE,NA,NA
"200","BO1034","Diet 3 (20 kenaf)",NA,"T3",NA,11.66,0.15,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T3","Nigeria","camel",NA,FALSE,NA,NA
"201","BO1034","Diet 4 (25 kenaf)",NA,"T4",NA,12.48,0.15,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,NA,"T4","Nigeria","camel",NA,FALSE,NA,NA
"202","BO1035","Bermuda Diet",NA,"T4",NA,14.7,1.28,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"203","BO1035","Bermuda Diet",NA,"T4",NA,19.43,1.79,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"204","BO1035","Bermuda Diet",NA,"T4",NA,6.29,0.36,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"205","BO1035","Bermuda Diet",NA,"T4",NA,19.43,1.79,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T4","Ethiopia","camel",NA,FALSE,NA,NA
"206","BO1035","Elephant Diet",NA,"T2",NA,15.72,1.28,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"207","BO1035","Elephant Diet",NA,"T2",NA,21.73,1.79,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"208","BO1035","Elephant Diet",NA,"T2",NA,6.38,0.36,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"209","BO1035","Elephant Diet",NA,"T2",NA,21.73,1.79,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T2","Ethiopia","camel",NA,FALSE,NA,NA
"210","BO1035","Guinea Diet",NA,"T3",NA,14.69,1.28,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"211","BO1035","Guinea Diet",NA,"T3",NA,20.23,1.79,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"212","BO1035","Guinea Diet",NA,"T3",NA,6.07,0.36,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"213","BO1035","Guinea Diet",NA,"T3",NA,20.23,1.79,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T3","Ethiopia","camel",NA,FALSE,NA,NA
"214","BO1035","Rhodes Diet",NA,"T1",NA,13.04,1.28,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"215","BO1035","Rhodes Diet",NA,"T1",NA,18.55,1.79,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"216","BO1035","Rhodes Diet",NA,"T1",NA,5.66,0.36,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"217","BO1035","Rhodes Diet",NA,"T1",NA,18.54,1.79,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T1","Ethiopia","camel",NA,FALSE,NA,NA
"218","BO1036","100% (MLM +VLM)",NA,"D5",NA,21.6,0.6,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D5","Ethiopia","camel",NA,FALSE,NA,NA
"219","BO1036","100% (MLM +VLM)",NA,"D5",NA,10.6,9.92,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D5","Ethiopia","camel",NA,FALSE,NA,NA
"220","BO1036","100% (MLM +VLM)",NA,"D5",NA,26.4,0.65,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D5","Ethiopia","camel",NA,FALSE,NA,NA
"221","BO1036","100% concentrate mix",NA,"D1",NA,25.3,0.6,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D1","Ethiopia","camel",NA,FALSE,NA,NA
"222","BO1036","100% concentrate mix",NA,"D1",NA,14.1,9.92,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D1","Ethiopia","camel",NA,FALSE,NA,NA
"223","BO1036","100% concentrate mix",NA,"D1",NA,29.1,0.65,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D1","Ethiopia","camel",NA,FALSE,NA,NA
"224","BO1036","25% NSC + 75% (MLM +VLM)",NA,"D4",NA,24.3,0.6,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D4","Ethiopia","camel",NA,FALSE,NA,NA
"225","BO1036","25% NSC + 75% (MLM +VLM)",NA,"D4",NA,12.8,9.92,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D4","Ethiopia","camel",NA,FALSE,NA,NA
"226","BO1036","25% NSC + 75% (MLM +VLM)",NA,"D4",NA,28.5,0.65,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D4","Ethiopia","camel",NA,FALSE,NA,NA
"227","BO1036","50% NSC+ 50% (MLM +VLM)",NA,"D3",NA,24.1,0.6,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D3","Ethiopia","camel",NA,FALSE,NA,NA
"228","BO1036","50% NSC+ 50% (MLM +VLM)",NA,"D3",NA,12.7,9.92,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D3","Ethiopia","camel",NA,FALSE,NA,NA
"229","BO1036","50% NSC+ 50% (MLM +VLM)",NA,"D3",NA,28.2,0.65,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D3","Ethiopia","camel",NA,FALSE,NA,NA
"230","BO1036","75% NSC+25% (MLM +VLM)",NA,"D2",NA,24.9,0.6,"Meat Yield-Empty Carcass Meat Yield","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D2","Ethiopia","camel",NA,FALSE,NA,NA
"231","BO1036","75% NSC+25% (MLM +VLM)",NA,"D2",NA,13.5,9.92,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D2","Ethiopia","camel",NA,FALSE,NA,NA
"232","BO1036","75% NSC+25% (MLM +VLM)",NA,"D2",NA,28.7,0.65,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"5","D2","Ethiopia","camel",NA,FALSE,NA,NA
"233","BO1037","0% cabbage carrot waste",NA,"TD1",NA,18.83,0.25,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD1",NA,"camel",NA,FALSE,NA,NA
"234","BO1037","0% cabbage carrot waste",NA,"TD1",NA,4.96,0.09,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD1",NA,"camel",NA,FALSE,NA,NA
"235","BO1037","0% cabbage carrot waste",NA,"TD1",NA,12.79,0.14,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD1",NA,"camel",NA,FALSE,NA,NA
"236","BO1037","10% cabbage waste",NA,"TD2",NA,13.46,0.25,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD2",NA,"camel",NA,FALSE,NA,NA
"237","BO1037","10% cabbage waste",NA,"TD2",NA,6.73,0.09,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD2",NA,"camel",NA,FALSE,NA,NA
"238","BO1037","10% cabbage waste",NA,"TD2",NA,13.36,0.14,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD2",NA,"camel",NA,FALSE,NA,NA
"239","BO1037","10% carrot waste",NA,"TD4",NA,13.09,0.25,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD4",NA,"camel",NA,FALSE,NA,NA
"240","BO1037","10% carrot waste",NA,"TD4",NA,5.86,0.09,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD4",NA,"camel",NA,FALSE,NA,NA
"241","BO1037","10% carrot waste",NA,"TD4",NA,12.99,0.14,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD4",NA,"camel",NA,FALSE,NA,NA
"242","BO1037","5% carrot 5% cabbage waste",NA,"TD3",NA,13.21,0.25,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD3",NA,"camel",NA,FALSE,NA,NA
"243","BO1037","5% carrot 5% cabbage waste",NA,"TD3",NA,6.19,0.09,"Meat Yield-Hot Carcass","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD3",NA,"camel",NA,FALSE,NA,NA
"244","BO1037","5% carrot 5% cabbage waste",NA,"TD3",NA,13.11,0.14,"Meat Yield-Slaughter Body","kg/individual/day",NA,NA,NA,FALSE,NA,"2","TD3",NA,"camel",NA,FALSE,NA,NA
"245","BO1038","0% treated rice offal",NA,"T1",NA,174.03,25.39,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"3","T1","Nigeria","camel",NA,FALSE,NA,NA
"246","BO1038","10% treated rice offal",NA,"T3",NA,179.77,25.39,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"3","T3","Nigeria","camel",NA,FALSE,NA,NA
"247","BO1038","15% treated rice ofall",NA,"T4",NA,195.6,25.39,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"3","T4","Nigeria","camel",NA,FALSE,NA,NA
"248","BO1038","5% treated rice offal",NA,"T2",NA,176.17,25.39,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"3","T2","Nigeria","camel",NA,FALSE,NA,NA
"249","BO1039","400 g B.balcooa",NA,"T3-BB400",NA,11.8,0.1,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T3-BB400","Ghana","camel",NA,FALSE,NA,NA
"250","BO1039","400 g O. abyssinica",NA,"T2-AO400",NA,12.2,0.1,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T2-AO400","Ghana","camel",NA,FALSE,NA,NA
"251","BO1039","600 g B.balcooa",NA,"T5-BB600",NA,11.1,0.1,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T5-BB600","Ghana","camel",NA,FALSE,NA,NA
"252","BO1039","600 g O. abyssinica",NA,"T4-AO-600",NA,11.1,0.1,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T4-AO-600","Ghana","camel",NA,FALSE,NA,NA
"253","BO1039","Control diet",NA,"T1-CON",NA,10.8,0.1,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"6","T1-CON","Ghana","camel",NA,FALSE,NA,NA
"254","BO1041","CG (Grazing)",NA,"CG (Grazing)",NA,34.9,1.43,"Meat Yield-Final Body Weight","kg/individual/day",NA,NA,NA,FALSE,NA,"23","CG (Grazing)","Lesotho","camel",NA,FALSE,NA,NA
