"","B.Code","D.Item","P.Product","Herd.Stage","GE_daily","CH4_kg_year","Total_Amount","D.Unit.Amount","CH4_flag","Ym","source","final_intake_kg_day","ED.Mean.T","T.Name","T.Control"
"1412","JS0289.1","Teff + 150 g Wheat Bran","Sheep",NA,12.1252773454885,5.32836760977395,0.642212829950926,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.642212829950926,"Teff + 150 g Wheat Bran","yes"
"1413","JS0289.1","Teff + 200 g L. pallida","Sheep",NA,NA,NA,0.696089745215265,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Teff + 200 g L. pallida","no"
"1414","JS0289.1","Teff + 200g S. Sesban","Sheep",NA,NA,NA,0.682027293778718,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Teff + 200g S. Sesban","no"
"1415","JS0289.1","Teff + 400 g L. pallida","Sheep",NA,NA,NA,0.815696497102099,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Teff + 400 g L. pallida","no"
"1416","JS0289.1","Teff + 400 g S. Sesban","Sheep",NA,NA,NA,0.763714190457322,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Teff + 400 g S. Sesban","no"
"1417","JS0289.2","Teff + 150 g Wheat Bran","Goat",NA,9.23618893449363,3.33183275579442,0.489192854280533,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.489192854280533,"Teff + 150 g Wheat Bran","yes"
"1418","JS0289.2","Teff + 200 g L. pallida","Goat",NA,NA,NA,0.532157502886592,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"Teff + 200 g L. pallida","no"
"1419","JS0289.2","Teff + 200g S. Sesban","Goat",NA,NA,NA,0.529865009703234,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"Teff + 200g S. Sesban","no"
"1420","JS0289.2","Teff + 400 g L. pallida","Goat",NA,NA,NA,0.64836038223578,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"Teff + 400 g L. pallida","no"
"1421","JS0289.2","Teff + 400 g S. Sesban","Goat",NA,NA,NA,0.622067638500238,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"Teff + 400 g S. Sesban","no"
"1422","JS0290","Lablab","Sheep",NA,12.7734,5.61318053908356,0.698,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.698,"T D2 Lablab","no"
"1423","JS0290","Leucaena","Sheep",NA,13.357,5.86963944294699,0.703,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.703,"T D4 Leucaena","no"
"1424","JS0291","Leucocephala 1","Sheep",NA,2.50218660947367,1.09956825758632,0.558008232026637,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.558008232026637,"Leucocephala 1","no"
"1425","JS0291","Leucocephala 2","Sheep",NA,2.64869069174073,1.16394844324384,0.590679849571471,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.590679849571471,"Leucocephala 2","no"
"1426","JS0291","Leucocephala 3","Sheep",NA,2.75878957774594,1.2123306221703,0.615232808369693,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.615232808369693,"Leucocephala 3","no"
"1427","JS0291","Leucocephala 4","Sheep",NA,2.72330169714188,1.19673572333521,0.607318718573485,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.607318718573485,"Leucocephala 4","no"
"1428","JS0292","DIET 1","Goat",NA,4.8273344110776,1.74139691468792,0.37209,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"DIET 1","no"
"1429","JS0292","Diet 2","Goat",NA,5.30843850779994,1.91494884176251,0.40959,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Diet 2","no"
"1430","JS0292","Diet 3","Goat",NA,5.7121686638102,2.06058914512111,0.43214,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Diet 3","no"
"1431","JS0292","Diet 4","Goat",NA,5.2901253111411,1.90834259876294,0.45873,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Diet 4","no"
"1432","JS0292","Standard Diet","Goat",NA,5.51824587133332,1.99063406769122,0.35619,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"Standard Diet","yes"
"1433","JS0301","100% FTL","Sheep",NA,NA,NA,0.82982,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T5 100% FTL","no"
"1434","JS0301","25% FTL","Sheep",NA,NA,NA,0.70048,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T2 25% FTL","no"
"1435","JS0301","50% FTL","Sheep",NA,NA,NA,0.74678,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T3 50% FTL","no"
"1436","JS0301","75% FTL","Sheep",NA,NA,NA,0.77427,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T4 75% FTL","no"
"1437","JS0301","No FTL","Sheep",NA,13.0510185006305,5.73517803113961,0.66827,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.66827,"T1 No FTL","yes"
"1438","JS0306","0% MOC","Sheep",NA,NA,NA,1.54,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T1 0% MOC","yes"
"1439","JS0306","10% MOC","Sheep",NA,NA,NA,1.39,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T3 10% MOC","no"
"1440","JS0306","15% MOC","Sheep",NA,NA,NA,1.51,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T4 15% MOC","no"
"1441","JS0306","5% MOC","Sheep",NA,NA,NA,1.54,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"T2 5% MOC","no"
"1442","JS0311","L.leucocephala","Sheep",NA,6.65,2.92229559748428,0.35,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.35,"T D3 Leucophala","no"
"1443","JS0311","Poultry waste-DPW","Sheep",NA,3.88733822186666,1.7082633641644,0.26,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.26,"T D2 Poultry Litter","no"
"1444","JS0314","Acacia AC15","Sheep",NA,18.3539010801574,8.06549237942946,1.0408,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.0408,"Acacia AC15","no"
"1445","JS0314","Atriplex AT15","Sheep",NA,18.3058201960096,8.04436357400567,1.053,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.053,"Atriplex AT15","no"
"1446","JS0314","Atriplex and Acacia TC30","Sheep",NA,15.4160818438115,6.77448843648537,0.8902,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.8902,"Atriplex and Acacia TC30","no"
"1447","JS0314","Con Berseem","Sheep",NA,18.2394327219038,8.01519006674137,1.0304,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.0304,"Con Berseem","yes"
"1448","JS0316","Con Mix Bundle2","Sheep",NA,15.4470939233768,6.78811647612182,0.8,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.8,"Con Mix Bundle2","yes"
"1449","JS0316","Mixture Bundle1","Sheep",NA,15.4470939233768,6.78811647612182,0.8,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.8,"Mixture Bundle1","no"
"1450","JS0316","Sesbania 1 Bundle2","Sheep",NA,15.7367269344401,6.9153936600491,0.815,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.815,"Sesbania 1 Bundle2","no"
"1451","JS0316","Sesbania 2 Bundle2","Sheep",NA,15.8525801388654,6.96630453362001,0.821,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.821,"Sesbania 2 Bundle2","no"
"1452","JS0324.1","Acacia tortilis 1","Cattle",NA,55.5,21.8409703504043,3,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,3,"T D1 Acacia1","no"
"1453","JS0324.1","Acacia tortilis 2","Cattle",NA,58.8,23.1396226415094,3,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,3,"T D2 Acacis2","no"
"1454","JS0324.1","Acacia tortilis 3","Cattle",NA,55.1,21.6835579514825,3,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,3,NA,NA
"1455","JS0324.1","Con","Cattle",NA,62.1,24.4382749326146,3,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,3,"T D3 Con","yes"
"1456","JS0324.2","Con Bundle1","Cattle",NA,62.1,24.4382749326146,3,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,3,"T D3 Con B1","yes"
"1457","JS0324.2","Con Bundle2","Cattle",NA,62.1,24.4382749326146,3,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,3,"T D2 Con B2","yes"
"1458","JS0324.2","Faidherbia albida 1 Bundle1","Cattle",NA,55.5,21.8409703504043,3,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,3,"T D1 F.albida 1 B1","no"
"1459","JS0324.2","Faidherbia albida 2 Bundle1","Cattle",NA,58.8,23.1396226415094,3,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,3,"T D2 F.albida 2 B1","no"
"1460","JS0326","Calliandra 1","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",NA,"GE_diet_from_ingredients",NA,NA,"Calliandra 1 Friesian","no"
"1461","JS0326","Calliandra 1","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",NA,"GE_diet_from_ingredients",NA,NA,"Calliandra 1 Boran","no"
"1462","JS0326","Calliandra 1","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",NA,"GE_diet_from_ingredients",NA,NA,"Calliandra 1 Boran Breeds","yes"
"1463","JS0326","Calliandra 1","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",NA,"GE_diet_from_ingredients",NA,NA,"Calliandra 1 Friesian Breeds","no"
"1464","JS0326","Calliandra 2","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",NA,"GE_diet_from_ingredients",NA,NA,"Calliandra 2 Friesian","no"
"1465","JS0326","Calliandra 2","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",NA,"GE_diet_from_ingredients",NA,NA,"Calliandra 2 Boran","no"
"1466","JS0326","Calliandra 2","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",NA,"GE_diet_from_ingredients",NA,NA,"Calliandra 2 Boran Breeds","yes"
"1467","JS0326","Calliandra 2","Cattle",NA,NA,NA,NA,"kg","missing_GE_diet",NA,"GE_diet_from_ingredients",NA,NA,"Calliandra 2 Friesian Breeds","no"
"1468","JS0343","Con","Goat",NA,3.584039864,1.29289488355436,0.1997,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"T D1 Gamba grass","yes"
"1469","JS0343","PE1","Goat",NA,5.12080467027027,1.84726242148564,0.2776,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.2776,"T D2 PE1","no"
"1470","JS0343","PE2","Goat",NA,5.18167,1.86921878256963,0.28,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.28,"T D3 PE2","no"
"1471","JS0343","PE3","Goat",NA,5.22335,1.88425429020665,0.2819,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.2819,"T D4 PE3","no"
"1472","JS0343","PE4","Goat",NA,3.7449,1.3509230458221,0.1971,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.1971,"T D5 PE4","no"
"1473","JS0344","Con","Sheep",NA,3.2304816,1.41961235450135,NA,NA,"ok",0.067,"Reconstructed",0.18,NA,"Con Male...Con Female","yes"
"1474","JS0344","Con","Sheep",NA,3.2304816,1.41961235450135,NA,NA,"ok",0.067,"Reconstructed",0.18,NA,"Con Female","yes"
"1475","JS0344","Con","Sheep",NA,3.2304816,1.41961235450135,NA,NA,"ok",0.067,"Reconstructed",0.18,NA,"Con Male","yes"
"1476","JS0344","Rumen 1","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 1 Male...Rumen 1 Female","no"
"1477","JS0344","Rumen 1","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 1 Female","no"
"1478","JS0344","Rumen 1","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 1 Male","no"
"1479","JS0344","Rumen 2","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 2 Male...Rumen 2 Female","no"
"1480","JS0344","Rumen 2","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 2 Female","no"
"1481","JS0344","Rumen 2","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 2 Male","no"
"1482","JS0344","Rumen 3","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 3 Male...Rumen 3 Female","no"
"1483","JS0344","Rumen 3","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 3 Female","no"
"1484","JS0344","Rumen 3","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"Rumen 3 Male","no"
"1485","JS0349","Control Diet","Goat",NA,24.4054307333334,8.80393570479187,1.145,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"T1 Control Diet","yes"
"1486","JS0349","Rosemary E. Oil Diet","Goat",NA,NA,NA,1.085,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T2 Rosemary E. Oil Diet","no"
"1487","JS0349","Rosemary Leaves Diet","Goat",NA,NA,NA,1.075,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T3 Rosemary Leaves Diet","no"
"1488","JS0350","Diet Con Bundle1","Sheep",NA,19.7395300947187,8.6743972770233,1.081,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,1.081,"Diet Con Bundle1","yes"
"1489","JS0350","Diet Con Bundle2","Sheep",NA,16.9091626898331,7.43061228355557,0.926,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.926,"Diet Con Bundle2","yes"
"1490","JS0421","Lupin One","Sheep",NA,NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"T D2 Lupin One","no"
"1491","JS0421","Lupin Three","Sheep",NA,NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"T D4 Lupin Three","no"
"1492","JS0421","Lupin Two","Sheep",NA,NA,NA,NA,"kg","missing_amount",0.067,"GE_diet_from_ingredients",NA,NA,"T D3 Lupin Two","no"
"1493","LM0018","CSC diet","Sheep",NA,7.91333603202847,3.47745970643767,0.829,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.829,"T3","no"
"1494","LM0018","GH diet","Sheep",NA,9.56487406933334,4.20321644861719,0.896,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.896,"T2","no"
"1495","LM0020","Supplementation","Sheep",NA,12.6976989257143,5.57991423590913,0.6,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.6,"T2 Supplementation...T3 Supplementation","no"
"1496","LM0020","Supplementation","Sheep",NA,12.6976989257143,5.57991423590913,0.6,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.6,"T2 Supplementation","no"
"1497","LM0020","Supplementation","Sheep",NA,12.6976989257143,5.57991423590913,0.6,"kg","GE_diet_based",0.067,"GE_diet_from_ingredients",NA,0.6,"T3 Supplementation","yes"
"1498","LM0024.2","Supplemented feed","Goat",NA,15.0169245,5.41715650202156,0.78829,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.78829,"T2","no"
"1499","LM0103","1","Goat",NA,6.03964740766244,2.17872276206331,0.350067634763268,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"1","no"
"1500","LM0103","2","Goat",NA,5.44056737653723,1.96261258012551,0.359371757946344,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"2","no"
"1501","LM0103","3","Goat",NA,4.1904765798976,1.51165889202955,0.346578588569614,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"3","no"
"1502","LM0103","4","Goat",NA,3.33738479891424,1.20391733761372,0.345415573171729,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"4","no"
"1503","LM0103","5","Goat",NA,2.908912310527,1.04935156574716,0.304710034245768,"kg","amount_from_total_amounts",0.055,"GE_all",NA,NA,"5","no"
"1504","LM0104","0% A. sieberiana","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"0% A. sieberiana","yes"
"1505","LM0104","15% A. sieberiana","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"15% A. sieberiana","no"
"1506","LM0104","30% A. sieberiana","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"30% A. sieberiana","no"
"1507","LM0104","45% A. sieberiana","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"45% A. sieberiana","no"
"1508","LM0104","60% A. sieberiana","Sheep",NA,NA,NA,NA,NA,"missing_GE_value",0.067,"GE_all",NA,NA,"60% A. sieberiana","no"
"1509","LM0114","Bundle 1 0 WS","Sheep",NA,NA,NA,1.521,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Bundle 1 0 WS","yes"
"1510","LM0114","Bundle 1 13 WS","Sheep",NA,NA,NA,1.339,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Bundle 1 13 WS","no"
"1511","LM0114","Bundle 1 19.5 WS","Sheep",NA,NA,NA,1.263,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Bundle 1 19.5 WS","no"
"1512","LM0114","Bundle 1 26 WS","Sheep",NA,NA,NA,1.201,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Bundle 1 26 WS","no"
"1513","LM0114","Bundle 1 6.5 WS","Sheep",NA,NA,NA,1.426,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Bundle 1 6.5 WS","no"
"1514","LM0114","Bundle 2 26 AWS","Sheep",NA,NA,NA,1.152,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Bundle 2 26 AWS","no"
"1515","LM0114","Bundle 2 26 WS","Sheep",NA,NA,NA,1.201,"kg","missing_GE_value",0.067,"GE_all",NA,NA,"Bundle 2 26 WS","yes"
"1516","LM0115","Diet 2","Cattle",NA,128.43728023706,54.7560552313432,NA,NA,"ok",0.065,"Reconstructed",9.91,NA,"T D2 FEMALE...T D2 MALE","no"
"1517","LM0115","Diet 2","Cattle",NA,128.43728023706,54.7560552313432,NA,NA,"ok",0.065,"Reconstructed",9.91,NA,"T D2 FEMALE","no"
"1518","LM0115","Diet 2","Cattle",NA,128.43728023706,54.7560552313432,NA,NA,"ok",0.065,"Reconstructed",9.91,NA,"T D2 MALE","no"
"1519","LM0115","Diet 3","Cattle",NA,132.4476558786,56.4657796176062,NA,NA,"ok",0.065,"Reconstructed",10.02,NA,"T D3 FEMALE...T D3 MALE","no"
"1520","LM0115","Diet 3","Cattle",NA,132.4476558786,56.4657796176062,NA,NA,"ok",0.065,"Reconstructed",10.02,NA,"T D3 FEMALE","no"
"1521","LM0115","Diet 3","Cattle",NA,132.4476558786,56.4657796176062,NA,NA,"ok",0.065,"Reconstructed",10.02,NA,"T D3 MALE","no"
"1522","LM0115","Diet 4","Cattle",NA,109.3244129436,46.6077573600523,NA,NA,"ok",0.065,"Reconstructed",9.48,NA,"T D4 FEMALE...T D4 MALE","no"
"1523","LM0115","Diet 4","Cattle",NA,109.3244129436,46.6077573600523,NA,NA,"ok",0.065,"Reconstructed",9.48,NA,"T D4 FEMALE","no"
"1524","LM0115","Diet 4","Cattle",NA,109.3244129436,46.6077573600523,NA,NA,"ok",0.065,"Reconstructed",9.48,NA,"T D4 MALE","no"
"1525","LM0115","Diet Con","Cattle",NA,198.912799333333,84.8015483231505,NA,NA,"ok",0.065,"Reconstructed",9.97,NA,"T D Con FEMALE...T D Con MALE","yes"
"1526","LM0115","Diet Con","Cattle",NA,198.912799333333,84.8015483231505,NA,NA,"ok",0.065,"Reconstructed",9.97,NA,"T D Con FEMALE","yes"
"1527","LM0115","Diet Con","Cattle",NA,198.912799333333,84.8015483231505,NA,NA,"ok",0.065,"Reconstructed",9.97,NA,"T D Con MALE","yes"
"1528","LM0117.1","Group 2 Feed Addition","Cattle",NA,97.0321509433962,25.4567727542423,5.18,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,5.18,"Group 2 Feed Addition","no"
"1529","LM0117.1","Group 2 Feed Substitution","Cattle",NA,97.0321509433962,25.4567727542423,5.18,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,5.18,"Group 2 Feed Substitution","yes"
"1530","LM0117.1","Group 3 Feed Addition","Cattle",NA,121.945811320755,31.9929711641153,6.51,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,6.51,"Group 3 Feed Addition","no"
"1531","LM0117.1","Group 4 Feed Addition","Cattle",NA,107.256112866835,28.1390700423323,5.57,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,5.57,"Group 4 Feed Addition","no"
"1532","LM0117.1","Group 4 Feed Substitution","Cattle",NA,121.848375314219,31.9674084382316,5.57,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,5.57,"Group 4 Feed Substitution","no"
"1533","LM0117.2","Group 1","Cattle",NA,69.496,18.2325534591195,3.71,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,3.71,"Group 1","yes"
"1534","LM0117.2","Group 2","Cattle",NA,83.9115499610504,22.014530627697,4.43,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,4.43,"Group 2","no"
"1535","LM0117.2","Group 3","Cattle",NA,85.3042333931921,22.3799066943505,4.43,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,4.43,"Group 3","no"
"1536","LM0117.2","Group 4","Cattle",NA,87.4797332300771,22.9506577746474,4.47,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,4.47,"Group 4","no"
"1537","LM0117.3","Group 1","Cattle",NA,139.02856999974,36.474701203885,7.22,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,7.22,"1","yes"
"1538","LM0117.3","Group 2","Cattle",NA,137.627482864594,56.8687146176342,6.92,"kg","GE_diet_based",0.063,"GE_diet_from_ingredients",NA,6.92,"2","no"
"1539","LM0117.3","Group 3","Cattle",NA,134.924128726287,55.751668285013,6.89,"kg","GE_diet_based",0.063,"GE_diet_from_ingredients",NA,6.89,"3","no"
"1540","LM0117.3","Group 4","Cattle",NA,118.476428571429,31.0827647285329,5.3,"kg","GE_diet_based",0.04,"GE_diet_from_ingredients",NA,5.3,"4","no"
"1541","LM0124","Control","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"Control","yes"
"1542","LM0126","Sunflower Cake Diet","Cattle",NA,14.17,6.50572327044025,0.65,"kg","GE_diet_based",0.07,"GE_diet_from_ingredients",NA,0.65,"T3 Sunflower Cake Diet","no"
"1543","LM0139","240g/kg of Opuntia ficus-indica","Sheep",NA,22.4615,9.87054775381851,1.345,"kg","amount_from_total_amounts",0.067,"GE_all",NA,NA,"T2 240g/kg of Opuntia","no"
"1544","LM0139","360g/kg of Opuntia ficus-indica","Sheep",NA,20.4135,8.97056859838275,1.317,"kg","amount_from_total_amounts",0.067,"GE_all",NA,NA,"T3 360g/kg of A. Opuntia","no"
"1545","LM0139","No Opuntia ficus-indica","Sheep",NA,23.6664,10.4000325606469,NA,NA,"ok",0.067,"Reconstructed",1.368,NA,"T1 No Opuntia","yes"
"1546","LM0163","MT D1","Goat",NA,NA,NA,2.34918,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T D2","no"
"1547","LM0163","MT D2","Goat",NA,NA,NA,2.72232,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T D3","no"
"1548","LM0163","MT D3","Goat",NA,NA,NA,3.21336,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T D4","no"
"1549","LM0163","MT D4","Goat",NA,NA,NA,3.8565,"kg","missing_GE_value",0.055,"GE_all",NA,NA,"T D5","no"
"1550","LM0164","D1 Napier Grass alone","Cattle",NA,NA,NA,6,"kg","missing_GE_value",NA,"GE_all",NA,NA,"Friesian D1","no"
"1551","LM0164","D1 Napier Grass alone","Cattle",NA,NA,NA,6,"kg","missing_GE_value",NA,"GE_all",NA,NA,"Sahiwal D1","yes"
"1552","LM0164","D2 Napier/Desmodium","Cattle",NA,NA,NA,7,"kg","missing_GE_value",NA,"GE_all",NA,NA,"Friesian D2","no"
"1553","LM0164","D2 Napier/Desmodium","Cattle",NA,NA,NA,7,"kg","missing_GE_value",NA,"GE_all",NA,NA,"Sahiwal D2","yes"
"1554","LM0164","D3 Napier + Desmodium hay","Cattle",NA,NA,NA,7.4,"kg","missing_GE_value",NA,"GE_all",NA,NA,"Friesian D3","no"
"1555","LM0164","D3 Napier + Desmodium hay","Cattle",NA,NA,NA,7.4,"kg","missing_GE_value",NA,"GE_all",NA,NA,"Sahiwal D3","yes"
"1556","LM0164","D4 Napier + Lucerne Hay","Cattle",NA,NA,NA,6.7,"kg","missing_GE_value",NA,"GE_all",NA,NA,"Friesian D4","no"
"1557","LM0164","D4 Napier + Lucerne Hay","Cattle",NA,NA,NA,6.7,"kg","missing_GE_value",NA,"GE_all",NA,NA,"Sahiwal D4","yes"
"1558","LM0227.1","MNG + SFBC","Cattle",NA,369.2934,145.3284,15.8,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,15.8,"T1 MNG + SFBC","yes"
"1559","LM0227.1","ONP + SFBC","Cattle",NA,348.2577,137.0502,14.9,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,14.9,"T3 ONP + SFBC","yes"
"1560","LM0228.1","Copra Cake (CC)","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D3...T D3- previous lactation","no"
"1561","LM0228.1","Copra Cake (CC)","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D3- previous lactation","no"
"1562","LM0228.1","Copra Cake (CC)","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D3","no"
"1563","LM0228.1","Fishmeal (FM)","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D2...T D2- previous lactation","no"
"1564","LM0228.1","Fishmeal (FM)","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D2- previous lactation","no"
"1565","LM0228.1","Fishmeal (FM)","Cattle",NA,NA,NA,NA,"kg","missing_amount",0.06,"GE_diet_from_ingredients",NA,NA,"T D2","no"
"1566","LM0228.2","Copra Cake","Cattle",NA,135.76703608,53.4285371096496,6.8,"kg","GE_diet_based",0.06,"GE_diet_from_ingredients",NA,6.8,"T D2","no"
"1567","LM0248","HB","Goat",NA,10.0825,3.63712825696316,0.545,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.545,"T4 HB","no"
"1568","LM0248","HB2","Goat",NA,10.0825,3.63712825696316,0.545,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.545,"T8 HB2","no"
"1569","LM0248","HG","Goat",NA,11.8988,4.29233441150045,0.604,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.604,"T2 HG","no"
"1570","LM0248","HG1","Goat",NA,11.8988,4.29233441150045,0.604,"kg","GE_diet_based",0.055,"GE_diet_from_ingredients",NA,0.604,"T5 HG1","yes"
