B.Code,A.Level.Name,ED.Intake.Item,ED.Intake.Item.Raw,ED.Mean.T,ED.Error,Out.Subind,P.Product,is_entire_diet,is_group,T.Animals,Out.Unit.Animals,Out.Unit.Time,Out.Unit.Amount,Out.WG.Start,Out.WG.Unit
JS0210.2,15% Marejea Hay,Chloris gayana Dried,Rhodes Grass (Chloris gayana) Hay,0.1439,NA,Feed Intake,Sheep,FALSE,FALSE,4,individual,day,kg,16.4,kg
JS0210.2,15% Marejea Hay,Supplement 2,Supplement 2,0.1682,NA,Feed Intake,Sheep,FALSE,TRUE,4,individual,day,kg,16.4,kg
JS0210.2,30% Marejea Hay,30% Marejea Hay,Entire Diet,0.285,NA,Feed Intake,Sheep,TRUE,FALSE,4,individual,day,kg,17.8,kg
JS0210.2,30% Marejea Hay,Chloris gayana Dried,Rhodes Grass (Chloris gayana) Hay,0.1264,NA,Feed Intake,Sheep,FALSE,FALSE,4,individual,day,kg,17.8,kg
JS0210.2,30% Marejea Hay,Supplement 3,Supplement 3,0.1536,NA,Feed Intake,Sheep,FALSE,TRUE,4,individual,day,kg,17.8,kg
JS0210.2,45% Marejea Hay,45% Marejea Hay,Entire Diet,0.2711,NA,Feed Intake,Sheep,TRUE,FALSE,4,individual,day,kg,16.7,kg
JS0210.2,45% Marejea Hay,Chloris gayana Dried,Rhodes Grass (Chloris gayana) Hay,0.1243,NA,Feed Intake,Sheep,FALSE,FALSE,4,individual,day,kg,16.7,kg
JS0210.2,45% Marejea Hay,Supplement 4,Supplement 4,0.15080000000000002,NA,Feed Intake,Sheep,FALSE,TRUE,4,individual,day,kg,16.7,kg
JS0210.2,No Marejea Hay,No Marejea Hay,Entire Diet,0.359,NA,Feed Intake,Sheep,TRUE,FALSE,4,individual,day,kg,18.2,kg
JS0210.2,No Marejea Hay,Chloris gayana Dried,Rhodes Grass (Chloris gayana) Hay,0.1764,NA,Feed Intake,Sheep,FALSE,FALSE,4,individual,day,kg,18.2,kg
JS0210.2,No Marejea Hay,Supplement 1,Supplement 1,0.18259999999999998,NA,Feed Intake,Sheep,FALSE,TRUE,4,individual,day,kg,18.2,kg
JS0211,T1 0% MOOL,T1 0% MOOL,Entire Diet,0.258,5.4,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,9.4,kg
JS0211,T2 9% MOOL,T2 9% MOOL,Entire Diet,0.251,5.4,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,9,kg
JS0211,T3 27% MOOL,T3 27% MOOL,Entire Diet,0.335,5.4,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,10.8,kg
JS0211,T4 36% MOOL,T4 36% MOOL,Entire Diet,0.311,5.4,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,10.6,kg
JS0213.1,A CC hay+Maize bran,Cenchrus ciliaris Dried,Cenchrus ciliaris hay,7.4,0.138,Feed Intake,Cattle,FALSE,FALSE,1,individual,day,kg,NA,NA
JS0213.1,A CC hay+Maize bran,A CC hay+Maize bran,Entire Diet,8.3,0.138,Feed Intake,Cattle,TRUE,FALSE,1,individual,day,kg,NA,NA
JS0213.1,B WMS meal,Cenchrus ciliaris Dried,Cenchrus ciliaris hay,7.12,0.138,Feed Intake,Cattle,FALSE,FALSE,1,individual,day,kg,NA,NA
JS0213.1,B WMS meal,B WMS meal,Entire Diet,9.45,0.138,Feed Intake,Cattle,TRUE,FALSE,1,individual,day,kg,NA,NA
JS0213.1,C AT pods,Cenchrus ciliaris Dried,Cenchrus ciliaris hay,7.63,0.138,Feed Intake,Cattle,FALSE,FALSE,1,individual,day,kg,NA,NA
JS0213.1,C AT pods,C AT pods,Entire Diet,9.88,0.138,Feed Intake,Cattle,TRUE,FALSE,1,individual,day,kg,NA,NA
JS0213.1,D SFS cake,Cenchrus ciliaris Dried,Cenchrus ciliaris hay,7.97,0.138,Feed Intake,Cattle,FALSE,FALSE,1,individual,day,kg,NA,NA
JS0213.1,D SFS cake,D SFS cake,Entire Diet,9.81,0.138,Feed Intake,Cattle,TRUE,FALSE,1,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MB + FM,Bundle 1 MB + FM,Entire Diet,4.2,600,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MB + FM,Supplement 1,Supplement 1,1,500,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MB + FM,Pennisetum purpureum,Wild Napier Grass,3.2,600,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MO,Bundle 1 MO,Entire Diet,3.4,600,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MO,Supplement 2,Supplement 2,0.5,500,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MO,Pennisetum purpureum,Wild Napier Grass,2.9,600,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MO + FM,Bundle 1 MO + FM,Entire Diet,4.7,600,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MO + FM,Supplement 3,Supplement 3,1,500,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 MO + FM,Pennisetum purpureum,Wild Napier Grass,3.7,600,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 WN,Bundle 1 WN,Entire Diet,2.4,600,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 1 WN,Pennisetum purpureum,Wild Napier Grass,2.4,600,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 2 MO,Bundle 2 MO,Entire Diet,3.4,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 2 MO,Supplement 2,Supplement 2,0.5,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 2 MO,Pennisetum purpureum,Wild Napier Grass,2.9,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 2 MO + FM,Bundle 2 MO + FM,Entire Diet,4.7,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 2 MO + FM,Supplement 3,Supplement 3,1,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 2 MO + FM,Pennisetum purpureum,Wild Napier Grass,3.7,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 3 MB + FM,Bundle 3 MB + FM,Entire Diet,118.9,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,g/kg body weight (0.75),NA,NA
JS0215.1,Bundle 3 MB + FM,Supplement 1,Supplement 1,1,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 3 MB + FM,Pennisetum purpureum,Wild Napier Grass,3.2,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 3 Mo + FM,Bundle 3 Mo + FM,Entire Diet,132.9,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,g/kg body weight (0.75),NA,NA
JS0215.1,Bundle 3 Mo + FM,Supplement 3,Supplement 3,1,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,NA,NA
JS0215.1,Bundle 3 Mo + FM,Pennisetum purpureum,Wild Napier Grass,3.7,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,NA,NA
JS0215.2,Bundle 1 WN + MB + FM,Bundle 1 WN + MB + FM,Entire Diet,7.4,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,321,kg
JS0215.2,Bundle 1 WN + MB + FM,Supplement 2,Supplement 2,1.3,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,321,kg
JS0215.2,Bundle 1 WN + MB + FM,Pennisetum purpureum,Wild Napier Grass,6.1,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,321,kg
JS0215.2,Bundle 1 WN + Maize Bran,Bundle 1 WN + Maize Bran,Entire Diet,6.3,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,323,kg
JS0215.2,Bundle 1 WN + Maize Bran,Supplement 1,Supplement 1,1.4,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,323,kg
JS0215.2,Bundle 1 WN + Maize Bran,Pennisetum purpureum,Wild Napier Grass,4.9,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,323,kg
JS0215.2,Bundle 2 WN + MO,Bundle 2 WN + MO,Entire Diet,7.2,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,337,kg
JS0215.2,Bundle 2 WN + MO,Supplement 3,Supplement 3,1.4,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,337,kg
JS0215.2,Bundle 2 WN + MO,Pennisetum purpureum,Wild Napier Grass,5.8,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,337,kg
JS0215.2,Bundle 2 WN + MO + FM,Bundle 2 WN + MO + FM,Entire Diet,8.7,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,308,kg
JS0215.2,Bundle 2 WN + MO + FM,Supplement 4,Supplement 4,1.3,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,308,kg
JS0215.2,Bundle 2 WN + MO + FM,Pennisetum purpureum,Wild Napier Grass,7.4,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,308,kg
JS0215.2,Bundle 3 WN + MB + FM,Bundle 3 WN + MB + FM,Entire Diet,7.4,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,321,kg
JS0215.2,Bundle 3 WN + MB + FM,Supplement 2,Supplement 2,1.3,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,321,kg
JS0215.2,Bundle 3 WN + MB + FM,Pennisetum purpureum,Wild Napier Grass,6.1,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,321,kg
JS0215.2,Bundle 3 WN + MO + FM,Bundle 3 WN + MO + FM,Entire Diet,8.7,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,308,kg
JS0215.2,Bundle 3 WN + MO + FM,Supplement 4,Supplement 4,1.3,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,308,kg
JS0215.2,Bundle 3 WN + MO + FM,Pennisetum purpureum,Wild Napier Grass,7.4,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,308,kg
JS0215.2,Bundle 4 WN + MB,Bundle 4 WN + MB,Entire Diet,6.3,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,323,kg
JS0215.2,Bundle 4 WN + MB,Supplement 1,Supplement 1,1.4,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,323,kg
JS0215.2,Bundle 4 WN + MB,Pennisetum purpureum,Wild Napier Grass,4.9,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,323,kg
JS0215.2,Bundle 4 WN + MO,Bundle 4 WN + MO,Entire Diet,7.2,NA,Feed Intake,Cattle,TRUE,FALSE,4,individual,day,kg,337,kg
JS0215.2,Bundle 4 WN + MO,Supplement 3,Supplement 3,1.4,NA,Feed Intake,Cattle,FALSE,TRUE,4,individual,day,kg,337,kg
JS0215.2,Bundle 4 WN + MO,Pennisetum purpureum,Wild Napier Grass,5.8,NA,Feed Intake,Cattle,FALSE,FALSE,4,individual,day,kg,337,kg
JS0226,Cenchrus ciliaris Diet,Cenchrus ciliaris,Cenchrus ciliaris L. (Buffel Grass),0.38452,7.86,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,18.8,kg
JS0226,Cenchrus ciliaris Diet,Cenchrus ciliaris Diet,Entire Diet,0.70577,10.22,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,18.8,kg
JS0226,Cenchrus ciliaris Diet,Lablab purpureus,Lablab purpureus,0.32254,3.58,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,18.8,kg
JS0226,Cenchrus ciliaris Diet,Water,Water,1.41,0.02,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,l,18.8,kg
JS0226,Millet Forage Diet,Millet Forage Diet,Entire Diet,0.6706,9.66,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,17.3,kg
JS0226,Millet Forage Diet,Lablab purpureus,Lablab purpureus,0.32406,2.42,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,17.3,kg
JS0226,Millet Forage Diet,Pearl Millet,"Millet Forage (Pearl millet, Pennisetum typhoides)",0.34661000000000003,7.75,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,17.3,kg
JS0226,Millet Forage Diet,Water,Water,1.4,0.02,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,l,17.3,kg
JS0226,Sorghum Forage Diet,Sorghum Forage Diet,Entire Diet,0.6681,10.7,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,19,kg
JS0226,Sorghum Forage Diet,Lablab purpureus,Lablab purpureus,0.32395,2.47,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,19,kg
JS0226,Sorghum Forage Diet,Sorghum sudanense,Sorghum Forage (Sorghum Sudanese),0.34456,8.71,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,19,kg
JS0226,Sorghum Forage Diet,Water,Water,1.4,0.03,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,l,19,kg
JS0226,Veldt Grass Diet,Veldt Grass Diet,Entire Diet,0.6933400000000001,9.12,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,17.9,kg
JS0226,Veldt Grass Diet,Lablab purpureus,Lablab purpureus,0.32404,2.53,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,17.9,kg
JS0226,Veldt Grass Diet,Urochloa mosambicensis,Veldt Grass (Urochloa mosambicensis),0.3693,6.97,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,17.9,kg
JS0226,Veldt Grass Diet,Water,Water,1.38,0.02,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,l,17.9,kg
JS0230,Combretum apiculatum,Cenchrus ciliaris,Cenchrus ciliaris,0.43939999999999996,8.9,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,17.8,kg
JS0230,Combretum apiculatum,Combretum apiculatum,Entire Diet,0.7699,12.4,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,17.8,kg
JS0230,D Con Lucerne,Cenchrus ciliaris,Cenchrus ciliaris,0.43939999999999996,13.3,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,17.8,kg
JS0230,D Con Lucerne,D Con Lucerne,Entire Diet,0.7022,8.7,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,17.8,kg
JS0230,D Con Lucerne,Alfalfa,Medicago sativa,2.2774054867357254,9,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,17.8,kg
JS0230,Euclea schimperi,Cenchrus ciliaris,Cenchrus ciliaris,0.43289999999999995,13.3,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,17.8,kg
JS0230,Euclea schimperi,Euclea schimperi,Entire Diet,0.7525,15.8,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,17.8,kg
JS0230,Terminalia serecia,Cenchrus ciliaris,Cenchrus ciliaris,0.43839999999999996,8.4,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,17.8,kg
JS0230,Terminalia serecia,Terminalia serecia,Entire Diet,0.7766000000000001,10,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,17.8,kg
JS0231,After Rain S,Supplementation,Supplementation,0.258,NA,Feed Intake,Goat,FALSE,TRUE,18,individual,day,kg,NA,NA
JS0231,Before Rain S,Supplementation,Supplementation,0.248,NA,Feed Intake,Goat,FALSE,TRUE,20,individual,day,kg,NA,NA
JS0231,Continuous S,Supplementation,Supplementation,0.257,NA,Feed Intake,Goat,FALSE,TRUE,19,individual,day,kg,NA,NA
JS0243,CSC,Cotton Seed Cake,Cotton Seed Cake,0.1858788511631256,1.68,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,16.8,kg
JS0243,CSC,CSC,Entire Diet,0.6563846931697873,1.77,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,16.8,kg
JS0243,CSC,Grass hay Growth,Grass hay Growth,0.47133565830649704,1.78,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,16.8,kg
JS0243,Con,Con,Entire Diet,0.5793088886607679,1.78,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,15.8,kg
JS0243,Con,Grass hay Growth,Grass hay Growth,0.5793088886607679,1.78,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,15.8,kg
JS0243,LSC,LSC,Entire Diet,0.6738108354663305,1.77,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,16.8,kg
JS0243,LSC,Grass hay Growth,Grass hay Growth,0.429844843314728,1.78,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,16.8,kg
JS0243,LSC,Linseed Cake,Linseed Cake,0.243136175851767,1.68,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,16.8,kg
JS0243,NSC,NSC,Entire Diet,0.5891466081118277,1.77,Feed Intake,Goat,TRUE,FALSE,5,individual,day,kg,16.1,kg
JS0243,NSC,Grass hay Growth,Grass hay Growth,0.47421077596995687,1.78,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,16.1,kg
JS0243,NSC,Noug Seed Cake,Noug Seed Cake,0.11493583214187089,1.68,Feed Intake,Goat,FALSE,FALSE,5,individual,day,kg,16.1,kg
JS0249,200 g CM,Concentrate Mix,Concentrate Mix,0.2,NA,Feed Intake,Sheep,FALSE,TRUE,1,individual,day,kg,17,kg
JS0249,200 g CM,200 g CM,Entire Diet,0.6136,4.3,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,17,kg
JS0249,200 g CM,Natural Pasture Dried,Natural Pasture Hay,0.4128,4.3,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,17,kg
JS0249,300 g CM,Concentrate Mix,Concentrate Mix,0.3,NA,Feed Intake,Sheep,FALSE,TRUE,1,individual,day,kg,17,kg
JS0249,300 g CM,300 g CM,Entire Diet,0.7101000000000001,4.3,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,17,kg
JS0249,300 g CM,Natural Pasture Dried,Natural Pasture Hay,0.4094,4.3,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,17,kg
JS0249,400 g CM,Concentrate Mix,Concentrate Mix,0.4,NA,Feed Intake,Sheep,FALSE,TRUE,1,individual,day,kg,17.2,kg
JS0249,400 g CM,400 g CM,Entire Diet,0.7496,4.3,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,17.2,kg
JS0249,400 g CM,Natural Pasture Dried,Natural Pasture Hay,0.3486,4.3,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,17.2,kg
JS0249,Control Diet,Control Diet,Entire Diet,0.44739999999999996,4.3,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,16.4,kg
JS0249,Control Diet,Natural Pasture Dried,Natural Pasture Hay,0.44739999999999996,4.3,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,16.4,kg
JS0261,Hay Diet,Hay Diet,Entire Diet,57.6,2.45,Feed Intake,Goat,TRUE,FALSE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay Diet,Hyparrhenia rufa Dried,Hyparrhenia rufa Hay,57.6,2.45,Feed Intake,Goat,FALSE,FALSE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 200g Suppliment,200g GC:WB (3:1),200g GC:WB (3:1),19.1,0.87,Feed Intake,Goat,FALSE,TRUE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 200g Suppliment,Hay with 200g Suppliment,Entire Diet,63.7,3.26,Feed Intake,Goat,TRUE,FALSE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 200g Suppliment,Hyparrhenia rufa Dried,Hyparrhenia rufa Hay,44.6,2.45,Feed Intake,Goat,FALSE,FALSE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 300g Suppliment,300g GC:WB (3:1),300g GC:WB (3:1),29,0.87,Feed Intake,Goat,FALSE,TRUE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 300g Suppliment,Hay with 300g Suppliment,Entire Diet,71.9,3.26,Feed Intake,Goat,TRUE,FALSE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 300g Suppliment,Hyparrhenia rufa Dried,Hyparrhenia rufa Hay,42.9,2.45,Feed Intake,Goat,FALSE,FALSE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 400g Suppliment,400g GC:WB (3:1),400g GC:WB (3:1),36.5,0.87,Feed Intake,Goat,FALSE,TRUE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 400g Suppliment,Hay with 400g Suppliment,Entire Diet,78.1,3.26,Feed Intake,Goat,TRUE,FALSE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0261,Hay with 400g Suppliment,Hyparrhenia rufa Dried,Hyparrhenia rufa Hay,41.6,2.45,Feed Intake,Goat,FALSE,FALSE,5,individual,day,g dm/kg body weight (0.75),NA,NA
JS0262,Con hay,Con hay,Entire Diet,0.5405,24.4,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,17,kg
JS0262,Con hay,Grass Dried,Grass Hay,0.5405,24.4,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,17,kg
JS0262,T2 Wheat Bran,T2 Wheat Bran,Entire Diet,0.788,24.4,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,16.94,kg
JS0262,T2 Wheat Bran,Grass Dried,Grass Hay,0.488,24.4,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,16.94,kg
JS0262,T2 Wheat Bran,Wheat Bran,Wheat Bran,0.3,NA,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,16.94,kg
JS0262,T3 2Wheat bran:1 NSM,2WB  1NSM Mixture,2WB  1NSM Mixture,0.3,NA,Feed Intake,Sheep,FALSE,TRUE,5,individual,day,kg,16.52,kg
JS0262,T3 2Wheat bran:1 NSM,T3 2Wheat bran:1 NSM,Entire Diet,0.6997000000000001,24.4,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,16.52,kg
JS0262,T3 2Wheat bran:1 NSM,Grass Dried,Grass Hay,0.3997,24.4,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,16.52,kg
JS0262,T4 1Wheatbran:2NSM,1WB  2NSM Mixture,1WB  2NSM Mixture,0.3,NA,Feed Intake,Sheep,FALSE,TRUE,5,individual,day,kg,16.7,kg
JS0262,T4 1Wheatbran:2NSM,T4 1Wheatbran:2NSM,Entire Diet,0.6965,24.4,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,16.7,kg
JS0262,T4 1Wheatbran:2NSM,Grass Dried,Grass Hay,0.3965,24.4,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,16.7,kg
JS0262,T5 Noug Seed Meal,T5 Noug Seed Meal,Entire Diet,0.6658,24.4,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,16.98,kg
JS0262,T5 Noug Seed Meal,Grass Dried,Grass Hay,0.3658,24.4,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,16.98,kg
JS0262,T5 Noug Seed Meal,Noug Seed Ground,Noug Seed Meal (NSM),0.3,NA,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,16.98,kg
JS0263,Con,Con,Entire Diet,0.516,46.7,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,9.83,NA
JS0263,Con,Teff Straw,Teff(Eragrostis tef) straw,0.516,46.7,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,9.83,NA
JS0263,Leucaena 1,Leucaena 1,Entire Diet,0.66,46.7,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,8.3,NA
JS0263,Leucaena 1,Teff Straw,Teff(Eragrostis tef) straw,0.543,46.7,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,8.3,NA
JS0263,Leucaena 2,Leucaena 2,Entire Diet,0.7,46.7,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,8.3,NA
JS0263,Leucaena 2,Teff Straw,Teff(Eragrostis tef) straw,0.525,46.7,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,8.3,NA
JS0263,Leucaena 3,Leucaena 3,Entire Diet,0.698,46.7,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,8.3,NA
JS0263,Leucaena 3,Teff Straw,Teff(Eragrostis tef) straw,0.466,46.7,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,8.3,NA
JS0263,Sesbania S 1,Sesbania S 1,Entire Diet,0.663,46.7,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,NA,NA
JS0263,Sesbania S 1,Teff Straw,Teff(Eragrostis tef) straw,0.544,46.7,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,NA,NA
JS0263,Sesbania S 2,Sesbania S 2,Entire Diet,0.665,46.7,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,NA,NA
JS0263,Sesbania S 2,Teff Straw,Teff(Eragrostis tef) straw,0.487,46.7,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,NA,NA
JS0263,Sesbania S 3,Sesbania S 3,Entire Diet,0.763,46.7,Feed Intake,Sheep,TRUE,FALSE,1,individual,day,kg,NA,NA
JS0263,Sesbania S 3,Teff Straw,Teff(Eragrostis tef) straw,0.526,46.7,Feed Intake,Sheep,FALSE,FALSE,1,individual,day,kg,NA,NA
JS0265,Bundle 2 Dried Leucaena,Dried Leucaena,Dried Leucaena,0.257,NA,Feed Intake,Sheep,FALSE,TRUE,5,individual,day,kg,NA,NA
JS0265,Bundle 2 Dried Leucaena,Bundle 2 Dried Leucaena,Entire Diet,0.774,NA,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,NA,NA
JS0265,Bundle 2 Dried Leucaena,Teff Straw,Teff Straw,0.522,NA,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,NA,NA
JS0265,Bundle 2 Fresh Leucaena,Bundle 2 Fresh Leucaena,Entire Diet,0.707,NA,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,NA,NA
JS0265,Bundle 2 Fresh Leucaena,Leucaena leucocephala,Leucaena leucocephala,0.267,NA,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,NA,NA
JS0265,Bundle 2 Fresh Leucaena,Teff Straw,Teff Straw,0.44,NA,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,NA,NA
JS0265,Cotton Seed Cake Diet Bundle 1,Cotton Seed Cake,Cotton Seed Cake,0.182,NA,Feed Intake,Sheep,FALSE,FALSE,5,individual,day,kg,NA,NA
JS0265,Cotton Seed Cake Diet Bundle 1,Cotton Seed Cake Diet Bundle 1,Entire Diet,0.761,57.8,Feed Intake,Sheep,TRUE,FALSE,5,individual,day,kg,NA,NA
