"","B.Code","A","B","Practice","Subpractice","Diet_A","Diet_B"
"4474","LM0248","hg","hg1","No change","","Good forage","Good forage"
"4475","LM0248","hg","hgb","No change","","Good forage","Good forage"
"4476","LM0248","hg","hgb1","No change","","Good forage","Good forage"
"4477","LM0248","hg","hgb2","No change","","Good forage","Good forage"
"4478","LM0248","hg1","hgb","No change","","Good forage","Good forage"
"4479","LM0248","hg1","hgb1","No change","","Good forage","Good forage"
"4480","LM0248","hg1","hgb2","No change","","Good forage","Good forage"
"4481","LM0248","hgb","hgb1","No change","","Good forage","Good forage"
"4482","LM0248","hgb","hgb2","No change","","Good forage","Good forage"
"4483","LM0248","hgb1","hgb2","No change","","Good forage","Good forage"
"4484","LM0261","10% calliandra trial","5% calliandra trial","No change","","Unclassified","Unclassified"
"4485","LM0261","10% calliandra trial","7.5% calliandra trial","No change","","Unclassified","Unclassified"
"4486","LM0261","10% calliandra trial","no calliandra trial","No change","","Unclassified","Unclassified"
"4487","LM0261","5% calliandra trial","7.5% calliandra trial","No change","","Unclassified","Unclassified"
"4488","LM0261","5% calliandra trial","no calliandra trial","No change","","Unclassified","Unclassified"
"4489","LM0261","7.5% calliandra trial","no calliandra trial","No change","","Unclassified","Unclassified"
"4490","LM0266","brevispica4","brownii5","No change","","Good forage","Good forage"
"4491","LM0266","brevispica4","nilotica3","Diet shift","Good forage → High-starch","Good forage","High-starch"
"4492","LM0266","brevispica4","tortilis2","No change","","Good forage","Good forage"
"4493","LM0266","brownii5","nilotica3","Diet shift","Good forage → High-starch","Good forage","High-starch"
"4494","LM0266","brownii5","tortilis2","No change","","Good forage","Good forage"
"4495","LM0266","nilotica3","tortilis2","Diet shift","High-starch → Good forage","High-starch","Good forage"
"4496","LM0277.1","0% poultry waste","05% odpw","No change","","High-starch","High-starch"
"4497","LM0277.1","0% poultry waste","05% sdpw","No change","","High-starch","High-starch"
"4498","LM0277.1","0% poultry waste","10% odpw","No change","","High-starch","High-starch"
"4499","LM0277.1","0% poultry waste","10% sdpw","No change","","High-starch","High-starch"
"4500","LM0277.1","0% poultry waste","15% odpw","No change","","High-starch","High-starch"
"4501","LM0277.1","0% poultry waste","15% sdpw","No change","","High-starch","High-starch"
"4502","LM0277.1","0% poultry waste","20% odpw","No change","","High-starch","High-starch"
"4503","LM0277.1","0% poultry waste","20% sdpw","No change","","High-starch","High-starch"
"4504","LM0277.1","05% odpw","05% sdpw","No change","","High-starch","High-starch"
"4505","LM0277.1","05% odpw","10% odpw","No change","","High-starch","High-starch"
"4506","LM0277.1","05% odpw","10% sdpw","No change","","High-starch","High-starch"
"4507","LM0277.1","05% odpw","15% odpw","No change","","High-starch","High-starch"
"4508","LM0277.1","05% odpw","15% sdpw","No change","","High-starch","High-starch"
"4509","LM0277.1","05% odpw","20% odpw","No change","","High-starch","High-starch"
"4510","LM0277.1","05% odpw","20% sdpw","No change","","High-starch","High-starch"
"4511","LM0277.1","05% sdpw","10% odpw","No change","","High-starch","High-starch"
"4512","LM0277.1","05% sdpw","10% sdpw","No change","","High-starch","High-starch"
"4513","LM0277.1","05% sdpw","15% odpw","No change","","High-starch","High-starch"
"4514","LM0277.1","05% sdpw","15% sdpw","No change","","High-starch","High-starch"
"4515","LM0277.1","05% sdpw","20% odpw","No change","","High-starch","High-starch"
"4516","LM0277.1","05% sdpw","20% sdpw","No change","","High-starch","High-starch"
"4517","LM0277.1","10% odpw","10% sdpw","No change","","High-starch","High-starch"
"4518","LM0277.1","10% odpw","15% odpw","No change","","High-starch","High-starch"
"4519","LM0277.1","10% odpw","15% sdpw","No change","","High-starch","High-starch"
"4520","LM0277.1","10% odpw","20% odpw","No change","","High-starch","High-starch"
"4521","LM0277.1","10% odpw","20% sdpw","No change","","High-starch","High-starch"
"4522","LM0277.1","10% sdpw","15% odpw","No change","","High-starch","High-starch"
"4523","LM0277.1","10% sdpw","15% sdpw","No change","","High-starch","High-starch"
"4524","LM0277.1","10% sdpw","20% odpw","No change","","High-starch","High-starch"
"4525","LM0277.1","10% sdpw","20% sdpw","No change","","High-starch","High-starch"
"4526","LM0277.1","15% odpw","15% sdpw","No change","","High-starch","High-starch"
"4527","LM0277.1","15% odpw","20% odpw","No change","","High-starch","High-starch"
"4528","LM0277.1","15% odpw","20% sdpw","No change","","High-starch","High-starch"
"4529","LM0277.1","15% sdpw","20% odpw","No change","","High-starch","High-starch"
"4530","LM0277.1","15% sdpw","20% sdpw","No change","","High-starch","High-starch"
"4531","LM0277.1","20% odpw","20% sdpw","No change","","High-starch","High-starch"
"4532","LM0280","cc diet","gbc diet","Diet shift","High-fat → Good forage","High-fat","Good forage"
"4533","LM0280","cc diet","lbc diet","Diet shift","High-fat → Good forage","High-fat","Good forage"
"4534","LM0280","gbc diet","lbc diet","No change","","Good forage","Good forage"
"4535","LM0289","control","mp","No change","","Unclassified","Unclassified"
"4536","LM0289","control","mp + msk","No change","","Unclassified","Unclassified"
"4537","LM0289","control","mp + msk + ub","No change","","Unclassified","Unclassified"
"4538","LM0289","control","msk","No change","","Unclassified","Unclassified"
"4539","LM0289","mp","mp + msk","No change","","Unclassified","Unclassified"
"4540","LM0289","mp","mp + msk + ub","No change","","Unclassified","Unclassified"
"4541","LM0289","mp","msk","No change","","Unclassified","Unclassified"
"4542","LM0289","mp + msk","mp + msk + ub","No change","","Unclassified","Unclassified"
"4543","LM0289","mp + msk","msk","No change","","Unclassified","Unclassified"
"4544","LM0289","mp + msk + ub","msk","No change","","Unclassified","Unclassified"
"4545","LM0295","1csm:2pjp","2csm:1pjp","No change","","Unclassified","Unclassified"
"4546","LM0295","1csm:2pjp","csm","No change","","Unclassified","Unclassified"
"4547","LM0295","1csm:2pjp","pjp","No change","","Unclassified","Unclassified"
"4548","LM0295","2csm:1pjp","csm","No change","","Unclassified","Unclassified"
"4549","LM0295","2csm:1pjp","pjp","No change","","Unclassified","Unclassified"
"4550","LM0295","csm","pjp","No change","","Unclassified","Unclassified"
"4551","LM0297","15% dm leucaena","30% dm leucaena","No change","","Good forage","Good forage"
"4552","LM0297","15% dm leucaena","45% dm leucaena","No change","","Good forage","Good forage"
"4553","LM0297","15% dm leucaena","control (no leucaena)","No change","","Good forage","Good forage"
"4554","LM0297","30% dm leucaena","45% dm leucaena","No change","","Good forage","Good forage"
"4555","LM0297","30% dm leucaena","control (no leucaena)","No change","","Good forage","Good forage"
"4556","LM0297","45% dm leucaena","control (no leucaena)","No change","","Good forage","Good forage"
"4557","LM0298","wlg1","wlg2","No change","","Unclassified","Unclassified"
"4558","LM0298","wlg1","wlg3","No change","","Unclassified","Unclassified"
"4559","LM0298","wlg1","wlg4","No change","","Unclassified","Unclassified"
"4560","LM0298","wlg2","wlg3","No change","","Unclassified","Unclassified"
"4561","LM0298","wlg2","wlg4","No change","","Unclassified","Unclassified"
"4562","LM0298","wlg3","wlg4","No change","","Unclassified","Unclassified"
"4563","LM0299","150g concentrate mix","350g concentrate mix","No change","","Unclassified","Unclassified"
"4564","LM0310","fm con","fs 100","No change","","High-fat","High-fat"
"4565","LM0310","fm con","fs 25","No change","","High-fat","High-fat"
"4566","LM0310","fm con","fs 50","No change","","High-fat","High-fat"
"4567","LM0310","fm con","fs 75","No change","","High-fat","High-fat"
"4568","LM0310","fs 100","fs 25","No change","","High-fat","High-fat"
"4569","LM0310","fs 100","fs 50","No change","","High-fat","High-fat"
"4570","LM0310","fs 100","fs 75","No change","","High-fat","High-fat"
"4571","LM0310","fs 25","fs 50","No change","","High-fat","High-fat"
"4572","LM0310","fs 25","fs 75","No change","","High-fat","High-fat"
"4573","LM0310","fs 50","fs 75","No change","","High-fat","High-fat"
"4574","LM0311","mrb 25","mrb 50","No change","","Unclassified","Unclassified"
"4575","LM0312","con","mbm1","No change","","Protein","Protein"
"4576","LM0312","con","mbm2","No change","","Protein","Protein"
"4577","LM0312","con","mbm3","No change","","Protein","Protein"
"4578","LM0312","mbm1","mbm2","No change","","Protein","Protein"
"4579","LM0312","mbm1","mbm3","No change","","Protein","Protein"
"4580","LM0312","mbm2","mbm3","No change","","Protein","Protein"
"4581","LM0315","control","diet 1","No change","","High-fat","High-fat"
"4582","LM0315","control","diet 2","No change","","High-fat","High-fat"
"4583","LM0315","control","diet 3","No change","","High-fat","High-fat"
"4584","LM0315","control","diet 4","No change","","High-fat","High-fat"
"4585","LM0315","control","diet 5","No change","","High-fat","High-fat"
"4586","LM0315","control","diet 6","No change","","High-fat","High-fat"
"4587","LM0315","diet 1","diet 2","No change","","High-fat","High-fat"
"4588","LM0315","diet 1","diet 3","No change","","High-fat","High-fat"
"4589","LM0315","diet 1","diet 4","No change","","High-fat","High-fat"
"4590","LM0315","diet 1","diet 5","No change","","High-fat","High-fat"
"4591","LM0315","diet 1","diet 6","No change","","High-fat","High-fat"
"4592","LM0315","diet 2","diet 3","No change","","High-fat","High-fat"
"4593","LM0315","diet 2","diet 4","No change","","High-fat","High-fat"
"4594","LM0315","diet 2","diet 5","No change","","High-fat","High-fat"
"4595","LM0315","diet 2","diet 6","No change","","High-fat","High-fat"
"4596","LM0315","diet 3","diet 4","No change","","High-fat","High-fat"
"4597","LM0315","diet 3","diet 5","No change","","High-fat","High-fat"
"4598","LM0315","diet 3","diet 6","No change","","High-fat","High-fat"
"4599","LM0315","diet 4","diet 5","No change","","High-fat","High-fat"
"4600","LM0315","diet 4","diet 6","No change","","High-fat","High-fat"
"4601","LM0315","diet 5","diet 6","No change","","High-fat","High-fat"
"4602","LM0320","d 10","d 20","No change","","High-fat","High-fat"
"4603","LM0320","d 10","d 30","Diet shift","High-fat → High-starch","High-fat","High-starch"
"4604","LM0320","d 10","d con","Diet shift","High-fat → High-starch","High-fat","High-starch"
"4605","LM0320","d 20","d 30","Diet shift","High-fat → High-starch","High-fat","High-starch"
"4606","LM0320","d 20","d con","Diet shift","High-fat → High-starch","High-fat","High-starch"
"4607","LM0320","d 30","d con","No change","","High-starch","High-starch"
"4608","LM0322","molm0","molm100","No change","","High-starch","High-starch"
"4609","LM0322","molm0","molm50","No change","","High-starch","High-starch"
"4610","LM0322","molm100","molm50","No change","","High-starch","High-starch"
"4611","LM0329","con","seca1","No change","","Good forage","Good forage"
"4612","LM0329","con","seca2","No change","","Good forage","Good forage"
"4613","LM0329","seca1","seca2","No change","","Good forage","Good forage"
"4614","LM0334","control","km100","No change","","Protein","Protein"
"4615","LM0334","control","km25","No change","","Protein","Protein"
"4616","LM0334","control","km50","No change","","Protein","Protein"
"4617","LM0334","control","km75","No change","","Protein","Protein"
"4618","LM0334","control","mm100","No change","","Protein","Protein"
"4619","LM0334","control","mm25","No change","","Protein","Protein"
"4620","LM0334","control","mm50","No change","","Protein","Protein"
"4621","LM0334","control","mm75","No change","","Protein","Protein"
"4622","LM0334","km100","km25","No change","","Protein","Protein"
"4623","LM0334","km100","km50","No change","","Protein","Protein"
"4624","LM0334","km100","km75","No change","","Protein","Protein"
"4625","LM0334","km100","mm100","No change","","Protein","Protein"
"4626","LM0334","km100","mm25","No change","","Protein","Protein"
"4627","LM0334","km100","mm50","No change","","Protein","Protein"
"4628","LM0334","km100","mm75","No change","","Protein","Protein"
"4629","LM0334","km25","km50","No change","","Protein","Protein"
"4630","LM0334","km25","km75","No change","","Protein","Protein"
"4631","LM0334","km25","mm100","No change","","Protein","Protein"
"4632","LM0334","km25","mm25","No change","","Protein","Protein"
"4633","LM0334","km25","mm50","No change","","Protein","Protein"
"4634","LM0334","km25","mm75","No change","","Protein","Protein"
"4635","LM0334","km50","km75","No change","","Protein","Protein"
"4636","LM0334","km50","mm100","No change","","Protein","Protein"
"4637","LM0334","km50","mm25","No change","","Protein","Protein"
"4638","LM0334","km50","mm50","No change","","Protein","Protein"
"4639","LM0334","km50","mm75","No change","","Protein","Protein"
"4640","LM0334","km75","mm100","No change","","Protein","Protein"
"4641","LM0334","km75","mm25","No change","","Protein","Protein"
"4642","LM0334","km75","mm50","No change","","Protein","Protein"
"4643","LM0334","km75","mm75","No change","","Protein","Protein"
"4644","LM0334","mm100","mm25","No change","","Protein","Protein"
"4645","LM0334","mm100","mm50","No change","","Protein","Protein"
"4646","LM0334","mm100","mm75","No change","","Protein","Protein"
"4647","LM0334","mm25","mm50","No change","","Protein","Protein"
"4648","LM0334","mm25","mm75","No change","","Protein","Protein"
"4649","LM0334","mm50","mm75","No change","","Protein","Protein"
"4650","LM0335","molm0","molm100","No change","","High-starch","High-starch"
"4651","LM0335","molm0","molm25","No change","","High-starch","High-starch"
"4652","LM0335","molm0","molm50","No change","","High-starch","High-starch"
"4653","LM0335","molm100","molm25","No change","","High-starch","High-starch"
"4654","LM0335","molm100","molm50","No change","","High-starch","High-starch"
"4655","LM0335","molm25","molm50","No change","","High-starch","High-starch"
"4656","LM0336","cm0","cm100","Diet shift","High-starch → High-fat","High-starch","High-fat"
"4657","LM0336","cm0","cm25","No change","","High-starch","High-starch"
"4658","LM0336","cm0","cm50","No change","","High-starch","High-starch"
"4659","LM0336","cm0","cm75","No change","","High-starch","High-starch"
"4660","LM0336","cm100","cm25","Diet shift","High-fat → High-starch","High-fat","High-starch"
"4661","LM0336","cm100","cm50","Diet shift","High-fat → High-starch","High-fat","High-starch"
"4662","LM0336","cm100","cm75","Diet shift","High-fat → High-starch","High-fat","High-starch"
"4663","LM0336","cm25","cm50","No change","","High-starch","High-starch"
"4664","LM0336","cm25","cm75","No change","","High-starch","High-starch"
"4665","LM0336","cm50","cm75","No change","","High-starch","High-starch"
"4666","LM0339","20% silage","50% silage","Diet shift","High-starch → Good forage","High-starch","Good forage"
"4667","LM0339","20% silage","70% silage","No change","","High-starch","High-starch"
"4668","LM0339","20% silage","control","Diet shift","High-starch → Good forage","High-starch","Good forage"
"4669","LM0339","50% silage","70% silage","Diet shift","Good forage → High-starch","Good forage","High-starch"
"4670","LM0339","50% silage","control","No change","","Good forage","Good forage"
"4671","LM0339","70% silage","control","Diet shift","High-starch → Good forage","High-starch","Good forage"
"4672","LM0347","dbl0","dbl100","No change","","High-starch","High-starch"
"4673","LM0347","dbl0","dbl150","No change","","High-starch","High-starch"
"4674","LM0347","dbl0","dbl200","No change","","High-starch","High-starch"
"4675","LM0347","dbl0","dbl50","No change","","High-starch","High-starch"
"4676","LM0347","dbl100","dbl150","No change","","High-starch","High-starch"
"4677","LM0347","dbl100","dbl200","No change","","High-starch","High-starch"
"4678","LM0347","dbl100","dbl50","No change","","High-starch","High-starch"
"4679","LM0347","dbl150","dbl200","No change","","High-starch","High-starch"
"4680","LM0347","dbl150","dbl50","No change","","High-starch","High-starch"
"4681","LM0347","dbl200","dbl50","No change","","High-starch","High-starch"
"4682","LM0349","cact-aa","cact-ll","No change","","Protein","Protein"
"4683","LM0349","cact-aa","cact-ma","No change","","Protein","Protein"
"4684","LM0349","cact-aa","commercial sheep meal diet","Diet shift","Protein → Good forage","Protein","Good forage"
"4685","LM0349","cact-ll","cact-ma","No change","","Protein","Protein"
"4686","LM0349","cact-ll","commercial sheep meal diet","Diet shift","Protein → Good forage","Protein","Good forage"
"4687","LM0349","cact-ma","commercial sheep meal diet","Diet shift","Protein → Good forage","Protein","Good forage"
"4688","LM0351","diet caas","diet cccs","Diet shift","Good forage → Poor forage","Good forage","Poor forage"
"4689","LM0351","diet caas","diet clls","No change","","Good forage","Good forage"
"4690","LM0351","diet caas","diet cmas","No change","","Good forage","Good forage"
"4691","LM0351","diet cccs","diet clls","Diet shift","Poor forage → Good forage","Poor forage","Good forage"
"4692","LM0351","diet cccs","diet cmas","Diet shift","Poor forage → Good forage","Poor forage","Good forage"
"4693","LM0351","diet clls","diet cmas","No change","","Good forage","Good forage"
"4694","LM0354","0% bys","100% bys","No change","","Protein","Protein"
"4695","LM0354","0% bys","25% bys","No change","","Protein","Protein"
"4696","LM0354","0% bys","50% bys","No change","","Protein","Protein"
"4697","LM0354","0% bys","75% bys","No change","","Protein","Protein"
"4698","LM0354","100% bys","25% bys","No change","","Protein","Protein"
"4699","LM0354","100% bys","50% bys","No change","","Protein","Protein"
"4700","LM0354","100% bys","75% bys","No change","","Protein","Protein"
"4701","LM0354","25% bys","50% bys","No change","","Protein","Protein"
"4702","LM0354","25% bys","75% bys","No change","","Protein","Protein"
"4703","LM0354","50% bys","75% bys","No change","","Protein","Protein"
"4704","NJ0003","0 g/kg cble","10 g/kg cble","No change","","High-fat","High-fat"
"4705","NJ0003","0 g/kg cble","15 g/kg cble","No change","","High-fat","High-fat"
"4706","NJ0003","0 g/kg cble","5 g/kg cble","No change","","High-fat","High-fat"
"4707","NJ0003","10 g/kg cble","15 g/kg cble","No change","","High-fat","High-fat"
"4708","NJ0003","10 g/kg cble","5 g/kg cble","No change","","High-fat","High-fat"
"4709","NJ0003","15 g/kg cble","5 g/kg cble","No change","","High-fat","High-fat"
"4710","NJ0008","100% dgh","100% nph","No change","","Poor forage","Poor forage"
"4711","NJ0008","100% dgh","25% nph +75% dgh","No change","","Poor forage","Poor forage"
"4712","NJ0008","100% dgh","50% nph + 50% dgh","No change","","Poor forage","Poor forage"
"4713","NJ0008","100% dgh","75% nph +25% dgh","No change","","Poor forage","Poor forage"
"4714","NJ0008","100% nph","25% nph +75% dgh","No change","","Poor forage","Poor forage"
"4715","NJ0008","100% nph","50% nph + 50% dgh","No change","","Poor forage","Poor forage"
"4716","NJ0008","100% nph","75% nph +25% dgh","No change","","Poor forage","Poor forage"
"4717","NJ0008","25% nph +75% dgh","50% nph + 50% dgh","No change","","Poor forage","Poor forage"
"4718","NJ0008","25% nph +75% dgh","75% nph +25% dgh","No change","","Poor forage","Poor forage"
"4719","NJ0008","50% nph + 50% dgh","75% nph +25% dgh","No change","","Poor forage","Poor forage"
"4720","NJ0013","group c","group gh","No change","","Unclassified","Unclassified"
"4721","NJ0013","group c","group ol","No change","","Unclassified","Unclassified"
"4722","NJ0013","group gh","group ol","No change","","Unclassified","Unclassified"
"4723","NJ0016","beef survival meal y1","beef survival meal y2","No change","","Unclassified","Unclassified"
"4724","NJ0016","beef survival meal y1","beef survival meal y3","No change","","Unclassified","Unclassified"
"4725","NJ0016","beef survival meal y1","leucaena leucocephala y1","No change","","Unclassified","Unclassified"
"4726","NJ0016","beef survival meal y1","leucaena leucocephala y2","No change","","Unclassified","Unclassified"
"4727","NJ0016","beef survival meal y1","leucaena leucocephala y3","No change","","Unclassified","Unclassified"
"4728","NJ0016","beef survival meal y1","mixed forage meal y1","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4729","NJ0016","beef survival meal y1","mixed forage meal y2","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4730","NJ0016","beef survival meal y1","mixed forage meal y3","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4731","NJ0016","beef survival meal y1","urea-treated maize strover y1","No change","","Unclassified","Unclassified"
"4732","NJ0016","beef survival meal y1","urea-treated maize strover y2","No change","","Unclassified","Unclassified"
"4733","NJ0016","beef survival meal y1","urea-treated maize strover y3","No change","","Unclassified","Unclassified"
"4734","NJ0016","beef survival meal y2","beef survival meal y3","No change","","Unclassified","Unclassified"
"4735","NJ0016","beef survival meal y2","leucaena leucocephala y1","No change","","Unclassified","Unclassified"
"4736","NJ0016","beef survival meal y2","leucaena leucocephala y2","No change","","Unclassified","Unclassified"
"4737","NJ0016","beef survival meal y2","leucaena leucocephala y3","No change","","Unclassified","Unclassified"
"4738","NJ0016","beef survival meal y2","mixed forage meal y1","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4739","NJ0016","beef survival meal y2","mixed forage meal y2","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4740","NJ0016","beef survival meal y2","mixed forage meal y3","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4741","NJ0016","beef survival meal y2","urea-treated maize strover y1","No change","","Unclassified","Unclassified"
"4742","NJ0016","beef survival meal y2","urea-treated maize strover y2","No change","","Unclassified","Unclassified"
"4743","NJ0016","beef survival meal y2","urea-treated maize strover y3","No change","","Unclassified","Unclassified"
"4744","NJ0016","beef survival meal y3","leucaena leucocephala y1","No change","","Unclassified","Unclassified"
"4745","NJ0016","beef survival meal y3","leucaena leucocephala y2","No change","","Unclassified","Unclassified"
"4746","NJ0016","beef survival meal y3","leucaena leucocephala y3","No change","","Unclassified","Unclassified"
"4747","NJ0016","beef survival meal y3","mixed forage meal y1","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4748","NJ0016","beef survival meal y3","mixed forage meal y2","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4749","NJ0016","beef survival meal y3","mixed forage meal y3","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4750","NJ0016","beef survival meal y3","urea-treated maize strover y1","No change","","Unclassified","Unclassified"
"4751","NJ0016","beef survival meal y3","urea-treated maize strover y2","No change","","Unclassified","Unclassified"
"4752","NJ0016","beef survival meal y3","urea-treated maize strover y3","No change","","Unclassified","Unclassified"
"4753","NJ0016","leucaena leucocephala y1","leucaena leucocephala y2","No change","","Unclassified","Unclassified"
"4754","NJ0016","leucaena leucocephala y1","leucaena leucocephala y3","No change","","Unclassified","Unclassified"
"4755","NJ0016","leucaena leucocephala y1","mixed forage meal y1","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4756","NJ0016","leucaena leucocephala y1","mixed forage meal y2","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4757","NJ0016","leucaena leucocephala y1","mixed forage meal y3","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4758","NJ0016","leucaena leucocephala y1","urea-treated maize strover y1","No change","","Unclassified","Unclassified"
"4759","NJ0016","leucaena leucocephala y1","urea-treated maize strover y2","No change","","Unclassified","Unclassified"
"4760","NJ0016","leucaena leucocephala y1","urea-treated maize strover y3","No change","","Unclassified","Unclassified"
"4761","NJ0016","leucaena leucocephala y2","leucaena leucocephala y3","No change","","Unclassified","Unclassified"
"4762","NJ0016","leucaena leucocephala y2","mixed forage meal y1","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4763","NJ0016","leucaena leucocephala y2","mixed forage meal y2","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4764","NJ0016","leucaena leucocephala y2","mixed forage meal y3","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4765","NJ0016","leucaena leucocephala y2","urea-treated maize strover y1","No change","","Unclassified","Unclassified"
"4766","NJ0016","leucaena leucocephala y2","urea-treated maize strover y2","No change","","Unclassified","Unclassified"
"4767","NJ0016","leucaena leucocephala y2","urea-treated maize strover y3","No change","","Unclassified","Unclassified"
"4768","NJ0016","leucaena leucocephala y3","mixed forage meal y1","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4769","NJ0016","leucaena leucocephala y3","mixed forage meal y2","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4770","NJ0016","leucaena leucocephala y3","mixed forage meal y3","Diet shift","Unclassified → Good forage","Unclassified","Good forage"
"4771","NJ0016","leucaena leucocephala y3","urea-treated maize strover y1","No change","","Unclassified","Unclassified"
"4772","NJ0016","leucaena leucocephala y3","urea-treated maize strover y2","No change","","Unclassified","Unclassified"
"4773","NJ0016","leucaena leucocephala y3","urea-treated maize strover y3","No change","","Unclassified","Unclassified"
"4774","NJ0016","mixed forage meal y1","mixed forage meal y2","No change","","Good forage","Good forage"
"4775","NJ0016","mixed forage meal y1","mixed forage meal y3","No change","","Good forage","Good forage"
"4776","NJ0016","mixed forage meal y1","urea-treated maize strover y1","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4777","NJ0016","mixed forage meal y1","urea-treated maize strover y2","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4778","NJ0016","mixed forage meal y1","urea-treated maize strover y3","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4779","NJ0016","mixed forage meal y2","mixed forage meal y3","No change","","Good forage","Good forage"
"4780","NJ0016","mixed forage meal y2","urea-treated maize strover y1","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4781","NJ0016","mixed forage meal y2","urea-treated maize strover y2","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4782","NJ0016","mixed forage meal y2","urea-treated maize strover y3","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4783","NJ0016","mixed forage meal y3","urea-treated maize strover y1","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4784","NJ0016","mixed forage meal y3","urea-treated maize strover y2","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4785","NJ0016","mixed forage meal y3","urea-treated maize strover y3","Diet shift","Good forage → Unclassified","Good forage","Unclassified"
"4786","NJ0016","urea-treated maize strover y1","urea-treated maize strover y2","No change","","Unclassified","Unclassified"
"4787","NJ0016","urea-treated maize strover y1","urea-treated maize strover y3","No change","","Unclassified","Unclassified"
"4788","NJ0016","urea-treated maize strover y2","urea-treated maize strover y3","No change","","Unclassified","Unclassified"
"4789","NJ0025","beef survival meal","leucaena leucocephala","Diet shift","High-starch → Good forage","High-starch","Good forage"
"4790","NJ0025","beef survival meal","mixed forage meal","Diet shift","High-starch → Good forage","High-starch","Good forage"
"4791","NJ0025","beef survival meal","urea-treated maize strover","Diet shift","High-starch → Poor forage","High-starch","Poor forage"
"4792","NJ0025","leucaena leucocephala","mixed forage meal","No change","","Good forage","Good forage"
"4793","NJ0025","leucaena leucocephala","urea-treated maize strover","Diet shift","Good forage → Poor forage","Good forage","Poor forage"
"4794","NJ0025","mixed forage meal","urea-treated maize strover","Diet shift","Good forage → Poor forage","Good forage","Poor forage"
"4795","NJ0027","cm","cmenz","No change","","High-starch","High-starch"
"4796","NJ0027","cm","cmenzph","No change","","High-starch","High-starch"
"4797","NJ0027","cm","cmph","No change","","High-starch","High-starch"
"4798","NJ0027","cm","control","No change","","High-starch","High-starch"
"4799","NJ0027","cmenz","cmenzph","No change","","High-starch","High-starch"
"4800","NJ0027","cmenz","cmph","No change","","High-starch","High-starch"
"4801","NJ0027","cmenz","control","No change","","High-starch","High-starch"
"4802","NJ0027","cmenzph","cmph","No change","","High-starch","High-starch"
"4803","NJ0027","cmenzph","control","No change","","High-starch","High-starch"
"4804","NJ0027","cmph","control","No change","","High-starch","High-starch"
"4805","NJ0032","sb-0","sb-10","Diet shift","High-starch → Poor forage","High-starch","Poor forage"
"4806","NJ0032","sb-0","sb-15","Diet shift","High-starch → Poor forage","High-starch","Poor forage"
"4807","NJ0032","sb-0","sb-20","Diet shift","High-starch → Poor forage","High-starch","Poor forage"
"4808","NJ0032","sb-0","sb-5","No change","","High-starch","High-starch"
"4809","NJ0032","sb-10","sb-15","No change","","Poor forage","Poor forage"
"4810","NJ0032","sb-10","sb-20","No change","","Poor forage","Poor forage"
"4811","NJ0032","sb-10","sb-5","Diet shift","Poor forage → High-starch","Poor forage","High-starch"
"4812","NJ0032","sb-15","sb-20","No change","","Poor forage","Poor forage"
"4813","NJ0032","sb-15","sb-5","Diet shift","Poor forage → High-starch","Poor forage","High-starch"
"4814","NJ0032","sb-20","sb-5","Diet shift","Poor forage → High-starch","Poor forage","High-starch"
"4815","NJ0044","t2","t3","No change","","Unclassified","Unclassified"
"4816","NJ0044","t2","t4","No change","","Unclassified","Unclassified"
"4817","NJ0044","t3","t4","No change","","Unclassified","Unclassified"
"4818","NJ0047","t1","t2","No change","","High-starch","High-starch"
"4819","NJ0047","t1","t3","No change","","High-starch","High-starch"
"4820","NJ0047","t1","t4","No change","","High-starch","High-starch"
"4821","NJ0047","t2","t3","No change","","High-starch","High-starch"
"4822","NJ0047","t2","t4","No change","","High-starch","High-starch"
"4823","NJ0047","t3","t4","No change","","High-starch","High-starch"
"4824","NJ0052","con","hmc","Diet shift","Unclassified → High-starch","Unclassified","High-starch"
"4825","NJ0052","con","lmc","No change","","Unclassified","Unclassified"
