"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Item.Group","D.Item.AOM","AOM.Scientific.Name","Source","Units","T.Animals","D.Unit.Standard","Out.WG.Start","Out.WG.Unit","intake_source","ignore_for_balance","T.Name","T.Control"
"5211","HK0098","Control Diet","Maize Oil","Crop Product;from_pct_using_pred_archimede2014",2.05600770907716e-05,"kg","day","individual","Yes",NA,"Base","AOM_000651","Zea mays","livestock","%;NA;individual",20,"% NA individual",0.00351,"kg","original",FALSE,"T1 Control Diet","yes"
"5212","HK0098","Control Diet","Chromium Oxide","from_pct_using_pred_archimede2014",2.05600770907716e-06,"kg","day","individual","Yes",NA,"Base","AOM_000746",NA,"livestock","%;NA;individual",20,"% NA individual",0.00351,"kg","original",FALSE,"T1 Control Diet","yes"
"5213","HK0098","Control Diet","Maize Ground","Crop Product;from_pct_using_pred_archimede2014",6.16802312723149e-05,"kg","day","individual","Yes",NA,"Base","AOM_001674","Zea mays","livestock","%;NA;individual",20,"% NA individual",0.00351,"kg","original",FALSE,"T1 Control Diet","yes"
"5214","HK0098","Control Diet","Fish Ground","Animal;from_pct_using_pred_archimede2014",0.000144660702410669,"kg","day","individual","Yes",NA,NA,"AOM_000543",NA,"livestock","%;NA;individual",20,"% NA individual",0.00351,"kg","original",FALSE,"T1 Control Diet","yes"
"5215","HK0102.1","Diet Con","Minerals and Vitamins Mix","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D1 Con","yes"
"5216","HK0102.1","Diet Con","Bone Ground","Other Feed",0.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000539",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D1 Con","yes"
"5217","HK0102.1","Diet Con","Groundnut Cake","Crop Byproduct",22.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D1 Con","yes"
"5218","HK0102.1","Diet Con","Maize","Crop Product",61.45,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D1 Con","yes"
"5219","HK0102.1","Diet Con","Oyster Shells","Non-ERA Feed",1,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D1 Con","yes"
"5220","HK0102.1","Diet Con","Fish Ground","Animal",13.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D1 Con","yes"
"5221","HK0102.1","Diet Con","Salt","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D1 Con","yes"
"5222","HK0102.1","PKM1","Minerals and Vitamins Mix","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D2","no"
"5223","HK0102.1","PKM1","Salt","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D2","no"
"5224","HK0102.1","PKM1","Fish Ground","Animal",13.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D2","no"
"5225","HK0102.1","PKM1","Oyster Shells","Non-ERA Feed",1,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D2","no"
"5226","HK0102.1","PKM1","Maize","Crop Product",57.08,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D2","no"
"5227","HK0102.1","PKM1","Palm Kernel Ground","Crop Byproduct",9.37,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D2","no"
"5228","HK0102.1","PKM1","Groundnut Cake","Crop Byproduct",18,"% Diet",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D2","no"
"5229","HK0102.1","PKM2","Maize","Crop Product",51.9,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D3","no"
"5230","HK0102.1","PKM2","Fish Ground","Animal",14,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D3","no"
"5231","HK0102.1","PKM2","Oyster Shells","Non-ERA Feed",0.8,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D3","no"
"5232","HK0102.1","PKM2","Groundnut Cake","Crop Byproduct",13.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D3","no"
"5233","HK0102.1","PKM2","Minerals and Vitamins Mix","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D3","no"
"5234","HK0102.1","PKM2","Salt","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D3","no"
"5235","HK0102.1","PKM2","Palm Kernel Ground","Crop Byproduct",18.75,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D3","no"
"5236","HK0102.1","PKM3","Salt","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D4","no"
"5237","HK0102.1","PKM3","Palm Kernel Ground","Crop Byproduct",28.12,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D4","no"
"5238","HK0102.1","PKM3","Maize","Crop Product",46.53,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D4","no"
"5239","HK0102.1","PKM3","Oyster Shells","Non-ERA Feed",0.8,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D4","no"
"5240","HK0102.1","PKM3","Groundnut Cake","Crop Byproduct",9,"% Diet",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D4","no"
"5241","HK0102.1","PKM3","Minerals and Vitamins Mix","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D4","no"
"5242","HK0102.1","PKM3","Fish Ground","Animal",14.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D4","no"
"5243","HK0102.1","PKM4","Minerals and Vitamins Mix","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D5","no"
"5244","HK0102.1","PKM4","Oyster Shells","Non-ERA Feed",0.65,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D5","no"
"5245","HK0102.1","PKM4","Groundnut Cake","Crop Byproduct",4.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D5","no"
"5246","HK0102.1","PKM4","Salt","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D5","no"
"5247","HK0102.1","PKM4","Palm Kernel Ground","Crop Byproduct",37.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D5","no"
"5248","HK0102.1","PKM4","Maize","Crop Product",40.3,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D5","no"
"5249","HK0102.1","PKM4","Fish Ground","Animal",15.5,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D5","no"
"5250","HK0102.1","PKM5","Minerals and Vitamins Mix","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D6","no"
"5251","HK0102.1","PKM5","Maize","Crop Product",34.46,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D6","no"
"5252","HK0102.1","PKM5","Oyster Shells","Non-ERA Feed",0.6,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D6","no"
"5253","HK0102.1","PKM5","Fish Ground","Animal",16,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D6","no"
"5254","HK0102.1","PKM5","Salt","Non-ERA Feed",0.5,"% Diet",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",TRUE,"T D6","no"
"5255","HK0102.1","PKM5","Palm Kernel Ground","Crop Byproduct",46.89,"% Diet",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",12,"% Diet NA individual",NA,NA,"original",FALSE,"T D6","no"
"5256","HK0102.2","Diet Con","Groundnut Cake","Crop Byproduct",0.02002,"kg",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D1 Con","yes"
"5257","HK0102.2","Diet Con","Minerals and Vitamins Mix","Non-ERA Feed",0.0003575,"kg",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D1 Con","yes"
"5258","HK0102.2","Diet Con","Fish Ground","Animal",0.003575,"kg",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D1 Con","yes"
"5259","HK0102.2","Diet Con","Maize","Crop Product",0.04536675,"kg",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D1 Con","yes"
"5260","HK0102.2","Diet Con","Salt","Non-ERA Feed",0.0003575,"kg",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D1 Con","yes"
"5261","HK0102.2","Diet Con","Bone Ground","Other Feed",0.0012155,"kg",NA,"individual","Yes",NA,NA,"AOM_000539",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D1 Con","yes"
"5262","HK0102.2","Diet Con","Oyster Shells","Non-ERA Feed",0.000572,"kg",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D1 Con","yes"
"5263","HK0102.2","PKM1","Groundnut Cake","Crop Byproduct",0.0160832,"kg",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D2","no"
"5264","HK0102.2","PKM1","Fish Ground","Animal",0.0037336,"kg",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D2","no"
"5265","HK0102.2","PKM1","Palm Kernel Ground","Crop Byproduct",0.00837906,"kg",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D2","no"
"5266","HK0102.2","PKM1","Bone Ground","Other Feed",0.0012206,"kg",NA,"individual","Yes",NA,NA,"AOM_000539",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D2","no"
"5267","HK0102.2","PKM1","Maize","Crop Product",0.04119884,"kg",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D2","no"
"5268","HK0102.2","PKM1","Minerals and Vitamins Mix","Non-ERA Feed",0.000359,"kg",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D2","no"
"5269","HK0102.2","PKM1","Oyster Shells","Non-ERA Feed",0.0004308,"kg",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D2","no"
"5270","HK0102.2","PKM1","Salt","Non-ERA Feed",0.000359,"kg",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D2","no"
"5271","HK0102.2","PKM2","Palm Kernel Ground","Crop Byproduct",0.01684426,"kg",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D3","no"
"5272","HK0102.2","PKM2","Palm Oil","Crop Product",0.0001444,"kg",NA,"individual","Yes",NA,NA,"AOM_000671","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D3","no"
"5273","HK0102.2","PKM2","Maize","Crop Product",0.03690864,"kg",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D3","no"
"5274","HK0102.2","PKM2","Bone Ground","Other Feed",0.0008664,"kg",NA,"individual","Yes",NA,NA,"AOM_000539",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D3","no"
"5275","HK0102.2","PKM2","Groundnut Cake","Crop Byproduct",0.0121296,"kg",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D3","no"
"5276","HK0102.2","PKM2","Salt","Non-ERA Feed",0.000361,"kg",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D3","no"
"5277","HK0102.2","PKM2","Fish Ground","Animal",0.0040432,"kg",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D3","no"
"5278","HK0102.2","PKM2","Minerals and Vitamins Mix","Non-ERA Feed",0.000361,"kg",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D3","no"
"5279","HK0102.2","PKM2","Oyster Shells","Non-ERA Feed",0.0005054,"kg",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D3","no"
"5280","HK0102.2","PKM3","Maize","Crop Product",0.0313404,"kg",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D4","no"
"5281","HK0102.2","PKM3","Groundnut Cake","Crop Byproduct",0.0081536,"kg",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D4","no"
"5282","HK0102.2","PKM3","Bone Ground","Other Feed",0.000728,"kg",NA,"individual","Yes",NA,NA,"AOM_000539",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D4","no"
"5283","HK0102.2","PKM3","Fish Ground","Animal",0.0049504,"kg",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D4","no"
"5284","HK0102.2","PKM3","Palm Kernel Ground","Crop Byproduct",0.02548,"kg",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D4","no"
"5285","HK0102.2","PKM3","Palm Oil","Crop Product",0.0008736,"kg",NA,"individual","Yes",NA,NA,"AOM_000671","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D4","no"
"5286","HK0102.2","PKM3","Minerals and Vitamins Mix","Non-ERA Feed",0.000364,"kg",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D4","no"
"5287","HK0102.2","PKM3","Salt","Non-ERA Feed",0.000364,"kg",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D4","no"
"5288","HK0102.2","PKM3","Oyster Shells","Non-ERA Feed",0.0005096,"kg",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D4","no"
"5289","HK0102.2","PKM4","Salt","Non-ERA Feed",0.000364,"kg",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D5","no"
"5290","HK0102.2","PKM4","Groundnut Cake","Crop Byproduct",0.0040768,"kg",NA,"individual","Yes",NA,NA,"AOM_001254","Arachis hypogaea","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D5","no"
"5291","HK0102.2","PKM4","Minerals and Vitamins Mix","Non-ERA Feed",0.000364,"kg",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D5","no"
"5292","HK0102.2","PKM4","Maize","Crop Product",0.02561104,"kg",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D5","no"
"5293","HK0102.2","PKM4","Palm Oil","Crop Product",0.001456,"kg",NA,"individual","Yes",NA,NA,"AOM_000671","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D5","no"
"5294","HK0102.2","PKM4","Bone Ground","Other Feed",0.000364,"kg",NA,"individual","Yes",NA,NA,"AOM_000539",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D5","no"
"5295","HK0102.2","PKM4","Oyster Shells","Non-ERA Feed",0.0005824,"kg",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D5","no"
"5296","HK0102.2","PKM4","Fish Ground","Animal",0.0059696,"kg",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D5","no"
"5297","HK0102.2","PKM4","Palm Kernel Ground","Crop Byproduct",0.03397576,"kg",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D5","no"
"5298","HK0102.2","PKM5","Fish Ground","Animal",0.006789,"kg",NA,"individual","Yes",NA,NA,"AOM_000543",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D6","no"
"5299","HK0102.2","PKM5","Palm Oil","Crop Product",0.001606,"kg",NA,"individual","Yes",NA,NA,"AOM_000671","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D6","no"
"5300","HK0102.2","PKM5","Oyster Shells","Non-ERA Feed",0.00073,"kg",NA,"individual","Yes",NA,NA,"AOM_000557","Ostreidae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D6","no"
"5301","HK0102.2","PKM5","Salt","Non-ERA Feed",0.000365,"kg",NA,"individual","Yes",NA,"Base","AOM_000772",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D6","no"
"5302","HK0102.2","PKM5","Palm Kernel Ground","Crop Byproduct",0.0425809,"kg",NA,"individual","Yes",NA,NA,"AOM_000625","Arecaceae","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D6","no"
"5303","HK0102.2","PKM5","Minerals and Vitamins Mix","Non-ERA Feed",0.000365,"kg",NA,"individual","Yes",NA,"Base","AOM_000794",NA,"livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",TRUE,"T D6","no"
"5304","HK0102.2","PKM5","Maize","Crop Product",0.0205276,"kg",NA,"individual","Yes",NA,NA,"AOM_000648","Zea mays","livestock","% Diet;NA;individual",10,"% Diet NA individual",NA,NA,"diet_intake",FALSE,"T D6","no"
"5305","HK0107","0% Palm Oil","Maize Offal","Crop Byproduct",0.1697024,"kg",NA,"individual","Yes",NA,"Concentrate Mix 1","AOM_000571","Zea mays","livestock","%;NA;individual",5,"% NA individual",28.44,"kg","diet_intake",FALSE,"0% Palm Oil","yes"
"5306","HK0107","0% Palm Oil","Bone Ground","Other Feed",0.0224,"kg",NA,"individual","Yes",NA,"Concentrate Mix 1","AOM_000539",NA,"livestock","%;NA;individual",5,"% NA individual",28.44,"kg","diet_intake",FALSE,"0% Palm Oil","yes"
"5307","HK0107","0% Palm Oil","Cotton Seed Cake","Crop Byproduct",0.3511424,"kg",NA,"individual","Yes",NA,"Concentrate Mix 1","AOM_000620","Gossypium","livestock","%;NA;individual",5,"% NA individual",28.44,"kg","diet_intake",FALSE,"0% Palm Oil","yes"
"5308","HK0107","0% Palm Oil","Maize","Crop Product",0.3393152,"kg",NA,"individual","Yes",NA,"Concentrate Mix 1","AOM_000648","Zea mays","livestock","%;NA;individual",5,"% NA individual",28.44,"kg","diet_intake",FALSE,"0% Palm Oil","yes"
"5309","HK0107","0% Palm Oil","Digitaria smutsii","Herbaceous Fodders",0.486,"kg","day","individual","Yes",NA,"Base","AOM_001391","Digitaria smutsii","livestock","% Body Mass;day;individual",5,"% Body Mass day individual",28.44,"kg","ingredient_intake",FALSE,"0% Palm Oil","yes"
"5310","HK0107","0% Palm Oil","Salt","Non-ERA Feed",0.01344,"kg",NA,"individual","Yes",NA,"Concentrate Mix 1","AOM_000772",NA,"livestock","%;NA;individual",5,"% NA individual",28.44,"kg","diet_intake",TRUE,"0% Palm Oil","yes"
"5311","HK0107","12% Palm Oil","Urea","Non-ERA Feed",0.0032252,"kg",NA,"individual","Yes",NA,"Concentrate Mix 4","AOM_001749",NA,"livestock","%;NA;individual",5,"% NA individual",27.5,"kg","diet_intake",FALSE,"12% Palm Oil","no"
"5312","HK0107","12% Palm Oil","Cotton Seed Cake","Crop Byproduct",0.2840375,"kg",NA,"individual","Yes",NA,"Concentrate Mix 4","AOM_000620","Gossypium","livestock","%;NA;individual",5,"% NA individual",27.5,"kg","diet_intake",FALSE,"12% Palm Oil","no"
"5313","HK0107","12% Palm Oil","Maize","Crop Product",0.1896271,"kg",NA,"individual","Yes",NA,"Concentrate Mix 4","AOM_000648","Zea mays","livestock","%;NA;individual",5,"% NA individual",27.5,"kg","diet_intake",FALSE,"12% Palm Oil","no"
"5314","HK0107","12% Palm Oil","Salt","Non-ERA Feed",0.010995,"kg",NA,"individual","Yes",NA,"Concentrate Mix 4","AOM_000772",NA,"livestock","%;NA;individual",5,"% NA individual",27.5,"kg","diet_intake",TRUE,"12% Palm Oil","no"
"5315","HK0107","12% Palm Oil","Palm Oil","Crop Product",0.08796,"kg",NA,"individual","Yes",NA,"Concentrate Mix 4","AOM_000671","Arecaceae","livestock","%;NA;individual",5,"% NA individual",27.5,"kg","diet_intake",FALSE,"12% Palm Oil","no"
"5316","HK0107","12% Palm Oil","Digitaria smutsii","Herbaceous Fodders",0.348,"kg","day","individual","Yes",NA,"Base","AOM_001391","Digitaria smutsii","livestock","% Body Mass;day;individual",5,"% Body Mass day individual",27.5,"kg","ingredient_intake",FALSE,"12% Palm Oil","no"
"5317","HK0107","12% Palm Oil","Bone Ground","Other Feed",0.018325,"kg",NA,"individual","Yes",NA,"Concentrate Mix 4","AOM_000539",NA,"livestock","%;NA;individual",5,"% NA individual",27.5,"kg","diet_intake",FALSE,"12% Palm Oil","no"
"5318","HK0107","12% Palm Oil","Maize Offal","Crop Byproduct",0.1388302,"kg",NA,"individual","Yes",NA,"Concentrate Mix 4","AOM_000571","Zea mays","livestock","%;NA;individual",5,"% NA individual",27.5,"kg","diet_intake",FALSE,"12% Palm Oil","no"
"5319","HK0107","16% Palm Oil","Maize Offal","Crop Byproduct",0.1460274,"kg",NA,"individual","Yes",NA,"Concentrate Mix 5","AOM_000571","Zea mays","livestock","%;NA;individual",5,"% NA individual",28.9,"kg","diet_intake",FALSE,"16% Palm Oil","no"
