"","B.Code","A.Level.Name","D.Item","D.Type","D.Amount","D.Unit.Amount","D.Unit.Time","D.Unit.Animals","DC.Is.Dry","D.Ad.lib","D.Item.Group","D.Item.AOM","AOM.Scientific.Name","Source","Units","T.Animals","D.Unit.Standard","Out.WG.Start","Out.WG.Unit","intake_source","ignore_for_balance","T.Name","T.Control"
"462","BO1003","C50","Pigeon Pea","Crop Byproduct;from_pct_using_pred_archimede2014",0.0469158859415186,"kg","day","individual","Yes",NA,"Base","AOM_001314","Cajanus cajan","camel","% Diet;day;individual",5,"% Diet day individual",12.36,"kg","original",FALSE,"T2","no"
"463","BO1003","C50","Cynodon Dried","Forage Plants;from_pct_using_pred_archimede2014",0.150599993872275,"kg","day","individual","Yes",NA,NA,"AOM_006075","Cynodon","camel","% Diet;day;individual",5,"% Diet day individual",12.36,"kg","original",FALSE,"T2","no"
"464","BO1003","C75","Bracharia Dried","Forage Plants;from_pct_using_pred_archimede2014",0.00660330209901868,"kg","day","individual","Yes",NA,NA,"AOM_001396","Brachiaria","camel","% Diet;day;individual",5,"% Diet day individual",11.48,"kg","original",FALSE,"T3","no"
"465","BO1003","C75","Cynodon Dried","Forage Plants;from_pct_using_pred_archimede2014",0.041820913293785,"kg","day","individual","Yes",NA,NA,"AOM_006075","Cynodon","camel","% Diet;day;individual",5,"% Diet day individual",11.48,"kg","original",FALSE,"T3","no"
"466","BO1003","C75","Opuntia ficus indica Cladode Crushed","Forage Plants;from_pct_using_pred_archimede2014",0.336768407049953,"kg","day","individual","Yes",NA,NA,"AOM_006205","Opuntia ficus indica","camel","% Diet;day;individual",5,"% Diet day individual",11.48,"kg","original",FALSE,"T3","no"
"467","BO1003","C75","Urea","Supplement;from_pct_using_pred_archimede2014",0.0110055034983645,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"camel","% Diet;day;individual",5,"% Diet day individual",11.48,"kg","original",FALSE,"T3","no"
"468","BO1003","C75","Pigeon Pea","Crop Byproduct;from_pct_using_pred_archimede2014",0.0440220139934578,"kg","day","individual","Yes",NA,"Base","AOM_001314","Cajanus cajan","camel","% Diet;day;individual",5,"% Diet day individual",11.48,"kg","original",FALSE,"T3","no"
"469","BO1004","Treatment 2","Natural Pasture Dried","Forage Plants",0.3902,"kg","day","individual","Yes",NA,NA,"AOM_000698",NA,"camel","% Diet;day;individual",3,"% Diet day individual",26.7,"kg","ingredient_intake",FALSE,"T2","no"
"470","BO1004","Treatment 2","Noug Seed Cake","Crop Byproduct",0.7069,"kg","day","individual","Yes",NA,NA,"AOM_002000","Guizotia abyssinica","camel","% Diet;day;individual",3,"% Diet day individual",26.7,"kg","ingredient_intake",FALSE,"T2","no"
"471","BO1004","Treatment 2","Sesbania sesban Leaves Dried Ground","Forage Plants",0.316,"kg","day","individual","Yes",NA,NA,"AOM_006308","Sesbania sesban","camel","% Diet;day;individual",3,"% Diet day individual",26.7,"kg","ingredient_intake",FALSE,"T2","no"
"472","BO1004","Treatment 3","Noug Seed Cake","Crop Byproduct",0.624,"kg","day","individual","Yes",NA,NA,"AOM_002000","Guizotia abyssinica","camel","% Diet;day;individual",3,"% Diet day individual",26.7,"kg","ingredient_intake",FALSE,"T3","no"
"473","BO1004","Treatment 3","Natural Pasture Dried","Forage Plants",0.2409,"kg","day","individual","Yes",NA,NA,"AOM_000698",NA,"camel","% Diet;day;individual",3,"% Diet day individual",26.7,"kg","ingredient_intake",FALSE,"T3","no"
"474","BO1005","OSCM","Eragrostis curvula","Forage Plants",0.2595,"kg","day","individual","Yes",NA,NA,"AOM_001393","Eragrostis curvula","camel","% Diet;day;individual",8,"% Diet day individual",23.1,"kg","diet_intake",FALSE,"T2","yes"
"475","BO1005","OSCM","Mineral Mix","Supplement",0.0173,"kg","day","individual","Yes",NA,"Base","AOM_001415",NA,"camel","% Diet;day;individual",8,"% Diet day individual",23.1,"kg","diet_intake",TRUE,"T2","yes"
"476","BO1005","OSCM","Maize Ground","Crop Product",0.23355,"kg","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","camel","% Diet;day;individual",8,"% Diet day individual",23.1,"kg","diet_intake",FALSE,"T2","yes"
"477","BO1005","OSCM","Sunflower Seed Cake Ground","Crop Byproduct",0.09515,"kg","day","individual","Yes",NA,NA,"AOM_001894","Helianthus annuus","camel","% Diet;day;individual",8,"% Diet day individual",23.1,"kg","diet_intake",FALSE,"T2","yes"
"478","BO1005","OSCM","Wheat Bran","Crop Byproduct",0.0692,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","camel","% Diet;day;individual",8,"% Diet day individual",23.1,"kg","diet_intake",FALSE,"T2","yes"
"479","BO1005","OSCM","Cotton Seed Cake Ground","Crop Byproduct",0.09515,"kg","day","individual","Yes",NA,NA,"AOM_001644","Gossypium","camel","% Diet;day;individual",8,"% Diet day individual",23.1,"kg","diet_intake",FALSE,"T2","yes"
"480","BO1005","OSCM","Soybean Full Fat Ground","Crop Product",0.0346,"kg","day","individual","Yes",NA,NA,"AOM_002033","Glycine max","camel","% Diet;day;individual",8,"% Diet day individual",23.1,"kg","diet_intake",FALSE,"T2","yes"
"481","BO1005","OSCM","Unspecified Molasses Ground","Crop Byproduct",0.06055,"kg","day","individual","Yes",NA,"Base","AOM_006004",NA,"camel","% Diet;day;individual",8,"% Diet day individual",23.1,"kg","diet_intake",FALSE,"T2","yes"
"482","BO1005","TMRL","Unspecified Molasses Ground","Crop Byproduct",0.06195,"kg","day","individual","Yes",NA,"Base","AOM_006004",NA,"camel","% Diet;day;individual",8,"% Diet day individual",22.9,"kg","diet_intake",FALSE,"T1","no"
"483","BO1005","TMRL","Leucaena leucocephala Dried Ground","Forage Plants",0.22125,"kg","day","individual","Yes",NA,NA,"AOM_001669","Leucaena leucocephala","camel","% Diet;day;individual",8,"% Diet day individual",22.9,"kg","diet_intake",FALSE,"T1","no"
"484","BO1005","TMRL","Wheat Bran","Crop Byproduct",0.0708,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","camel","% Diet;day;individual",8,"% Diet day individual",22.9,"kg","diet_intake",FALSE,"T1","no"
"485","BO1005","TMRL","Eragrostis curvula","Forage Plants",0.1593,"kg","day","individual","Yes",NA,NA,"AOM_001393","Eragrostis curvula","camel","% Diet;day;individual",8,"% Diet day individual",22.9,"kg","diet_intake",FALSE,"T1","no"
"486","BO1005","TMRL","Cotton Seed Cake Ground","Crop Byproduct",0.07965,"kg","day","individual","Yes",NA,NA,"AOM_001644","Gossypium","camel","% Diet;day;individual",8,"% Diet day individual",22.9,"kg","diet_intake",FALSE,"T1","no"
"487","BO1005","TMRL","Maize Ground","Crop Product",0.1947,"kg","day","individual","Yes",NA,NA,"AOM_001674","Zea mays","camel","% Diet;day;individual",8,"% Diet day individual",22.9,"kg","diet_intake",FALSE,"T1","no"
"488","BO1005","TMRL","Sunflower Seed Cake Ground","Crop Byproduct",0.07965,"kg","day","individual","Yes",NA,NA,"AOM_001894","Helianthus annuus","camel","% Diet;day;individual",8,"% Diet day individual",22.9,"kg","diet_intake",FALSE,"T1","no"
"489","BO1005","TMRL","Mineral Mix","Supplement",0.0177,"kg","day","individual","Yes",NA,"Base","AOM_001415",NA,"camel","% Diet;day;individual",8,"% Diet day individual",22.9,"kg","diet_intake",TRUE,"T1","no"
"490","BO1006","Ration 1","Wheat Bran","Crop Byproduct",0.1248696,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"491","BO1006","Ration 1","Maize Stover Ensiled","Crop Byproduct",0.327158352,"kg","day","individual","Yes",NA,NA,"AOM_006076","Zea mays","camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"492","BO1006","Ration 1","Soybean Ground","Crop Product",0.069372,"kg","day","individual","Yes",NA,"Base","AOM_000613","Glycine max","camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"493","BO1006","Ration 1","Urea","Supplement",0.002289276,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"494","BO1006","Ration 1","Sugarcane Molasses","Crop Byproduct",0.017447058,"kg","day","individual","Yes",NA,NA,"AOM_000642","Saccharum officinarum","camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"495","BO1006","Ration 1","Maize Ground","Crop Product",0.3607344,"kg","day","individual","Yes",NA,"Base","AOM_001674","Zea mays","camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"496","BO1006","Ration 1","Minerals and Vitamins Mix","Supplement",0.00208116,"kg","day","individual","Yes",NA,"Base","AOM_000794",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",TRUE,"T1","yes"
"497","BO1006","Ration 1","Cotton Seed","Crop Byproduct",0.1179324,"kg","day","individual","Yes",NA,"Base","AOM_003973","Gossypium","camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"498","BO1006","Ration 1","Salt","Other Ingredients",0.0069372,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",TRUE,"T1","yes"
"499","BO1006","Ration 1","Lime","Supplement",0.01179324,"kg","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"500","BO1006","Ration 1","Rice Straw","Crop Byproduct",0.11562,"kg","day","individual","Yes",NA,"Base","AOM_000579","Oryza sativa","camel","% Diet;day;individual",9,"% Diet day individual",20.56,"kg","diet_intake",FALSE,"T1","yes"
"501","BO1006","Ration 2","Sugarcane Molasses","Crop Byproduct",0.010040886,"kg","day","individual","Yes",NA,NA,"AOM_000642","Saccharum officinarum","camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"502","BO1006","Ration 2","Opuntia ficus indica Cladode Ensiled","Forage Plants",0.15061329,"kg","day","individual","Yes",NA,NA,"AOM_001915","Opuntia ficus indica","camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"503","BO1006","Ration 2","Cotton Seed","Crop Byproduct",0.1357416,"kg","day","individual","Yes",NA,"Base","AOM_003973","Gossypium","camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"504","BO1006","Ration 2","Salt","Other Ingredients",0.0079848,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",TRUE,"T2","no"
"505","BO1006","Ration 2","Soybean Ground","Crop Product",0.079848,"kg","day","individual","Yes",NA,"Base","AOM_000613","Glycine max","camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"506","BO1006","Ration 2","Urea","Supplement",0.001317492,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"507","BO1006","Ration 2","Rice Straw","Crop Byproduct",0.13308,"kg","day","individual","Yes",NA,"Base","AOM_000579","Oryza sativa","camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"508","BO1006","Ration 2","Wheat Bran","Crop Byproduct",0.1437264,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"509","BO1006","Ration 2","Maize Ground","Crop Product",0.4152096,"kg","day","individual","Yes",NA,"Base","AOM_001674","Zea mays","camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"510","BO1006","Ration 2","Lime","Supplement",0.01357416,"kg","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"511","BO1006","Ration 2","Maize Stover Ensiled","Crop Byproduct",0.188281584,"kg","day","individual","Yes",NA,NA,"AOM_006076","Zea mays","camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",FALSE,"T2","no"
"512","BO1006","Ration 2","Minerals and Vitamins Mix","Supplement",0.00239544,"kg","day","individual","Yes",NA,"Base","AOM_000794",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.52,"kg","diet_intake",TRUE,"T2","no"
"513","BO1006","Ration 3","Minerals and Vitamins Mix","Supplement",0.00198117,"kg","day","individual","Yes",NA,"Base","AOM_000794",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",TRUE,"T3","no"
"514","BO1006","Ration 3","Rice Straw","Crop Byproduct",0.110065,"kg","day","individual","Yes",NA,"Base","AOM_000579","Oryza sativa","camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"515","BO1006","Ration 3","Opuntia ficus indica Cladode Ensiled","Forage Plants",0.2491321275,"kg","day","individual","Yes",NA,NA,"AOM_001915","Opuntia ficus indica","camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"516","BO1006","Ration 3","Lime","Supplement",0.01122663,"kg","day","individual","Yes",NA,"Base","AOM_000760",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"517","BO1006","Ration 3","Maize Stover Ensiled","Crop Byproduct",0.062274777,"kg","day","individual","Yes",NA,NA,"AOM_006076","Zea mays","camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"518","BO1006","Ration 3","Maize Ground","Crop Product",0.3434028,"kg","day","individual","Yes",NA,"Base","AOM_001674","Zea mays","camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"519","BO1006","Ration 3","Cotton Seed","Crop Byproduct",0.1122663,"kg","day","individual","Yes",NA,"Base","AOM_003973","Gossypium","camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"520","BO1006","Ration 3","Salt","Other Ingredients",0.0066039,"kg","day","individual","Yes",NA,"Base","AOM_000772",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",TRUE,"T3","no"
"521","BO1006","Ration 3","Urea","Supplement",0.002179287,"kg","day","individual","Yes",NA,NA,"AOM_001749",NA,"camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"522","BO1006","Ration 3","Wheat Bran","Crop Byproduct",0.1188702,"kg","day","individual","Yes",NA,"Base","AOM_000585","Triticum aestivum","camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"523","BO1006","Ration 3","Soybean Ground","Crop Product",0.066039,"kg","day","individual","Yes",NA,"Base","AOM_000613","Glycine max","camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"524","BO1006","Ration 3","Sugarcane Molasses","Crop Byproduct",0.0166088085,"kg","day","individual","Yes",NA,NA,"AOM_000642","Saccharum officinarum","camel","% Diet;day;individual",9,"% Diet day individual",20.32,"kg","diet_intake",FALSE,"T3","no"
"525","BO1007","HAK10","Acacia karroo Leaves Dried","Forage Plants",0.0264,"kg","day","individual","Yes","Yes",NA,"AOM_006018","Acacia karroo","camel","% Diet;day;individual",3,"% Diet day individual",23.15,"kg","diet_intake",FALSE,"HAK10","yes"
"526","BO1007","HAK10","Oat Dried","Crop Product",0.2376,"kg","day","individual","Yes","Yes",NA,"AOM_006143","Avena sativa","camel","% Diet;day;individual",3,"% Diet day individual",23.15,"kg","diet_intake",FALSE,"HAK10","yes"
"527","BO1007","HAK15","Oat Dried","Crop Product",0.28645,"kg","day","individual","Yes","Yes",NA,"AOM_006143","Avena sativa","camel","% Diet;day;individual",3,"% Diet day individual",22.52,"kg","diet_intake",FALSE,"HAK15","no"
"528","BO1007","HAK15","Acacia karroo Leaves Dried","Forage Plants",0.05055,"kg","day","individual","Yes","Yes",NA,"AOM_006018","Acacia karroo","camel","% Diet;day;individual",3,"% Diet day individual",22.52,"kg","diet_intake",FALSE,"HAK15","no"
"529","BO1007","HAK20","Acacia karroo Leaves Dried","Forage Plants",0.074,"kg","day","individual","Yes","Yes",NA,"AOM_006018","Acacia karroo","camel","% Diet;day;individual",3,"% Diet day individual",23.97,"kg","diet_intake",FALSE,"HAK20","no"
"530","BO1007","HAK20","Oat Dried","Crop Product",0.296,"kg","day","individual","Yes","Yes",NA,"AOM_006143","Avena sativa","camel","% Diet;day;individual",3,"% Diet day individual",23.97,"kg","diet_intake",FALSE,"HAK20","no"
"531","BO1007","HAK30","Acacia karroo Leaves Dried","Forage Plants",0.0864,"kg","day","individual","Yes","Yes",NA,"AOM_006018","Acacia karroo","camel","% Diet;day;individual",3,"% Diet day individual",22.85,"kg","diet_intake",FALSE,"HAK30","no"
"532","BO1007","HAK30","Oat Dried","Crop Product",0.2016,"kg","day","individual","Yes","Yes",NA,"AOM_006143","Avena sativa","camel","% Diet;day;individual",3,"% Diet day individual",22.85,"kg","diet_intake",FALSE,"HAK30","no"
"533","BO1008","Control","Wheat Bran","Crop Byproduct",0.237,"kg","day","individual","Yes",NA,"Concentrate feed nixture","AOM_000585","Triticum aestivum","camel","% Diet;day;individual",11,"% Diet day individual",43.28,"kg","diet_intake",FALSE,"T1","yes"
"534","BO1008","Control","Linseed Cake Ground","Crop Byproduct",0.0395,"kg","day","individual","Yes",NA,"Concentrate feed nixture","AOM_001301","Linum usitatissimum","camel","% Diet;day;individual",11,"% Diet day individual",43.28,"kg","diet_intake",FALSE,"T1","yes"
"535","BO1008","Control","Salt","Other Ingredients",0.0079,"kg","day","individual","Yes",NA,"Concentrate feed nixture","AOM_000772",NA,"camel","% Diet;day;individual",11,"% Diet day individual",43.28,"kg","diet_intake",TRUE,"T1","yes"
"536","BO1008","Control","Lime","Supplement",0.0158,"kg","day","individual","Yes",NA,"Concentrate feed nixture","AOM_000760",NA,"camel","% Diet;day;individual",11,"% Diet day individual",43.28,"kg","diet_intake",FALSE,"T1","yes"
"537","BO1008","Control","Cotton Seed Cake","Crop Byproduct",0.2528,"kg","day","individual","Yes",NA,"Concentrate feed nixture","AOM_000620","Gossypium","camel","% Diet;day;individual",11,"% Diet day individual",43.28,"kg","diet_intake",FALSE,"T1","yes"
"538","BO1008","Control","Unspecified Molasses","Crop Byproduct",0.0237,"kg","day","individual","Yes",NA,"Concentrate feed nixture","AOM_006003",NA,"camel","% Diet;day;individual",11,"% Diet day individual",43.28,"kg","diet_intake",FALSE,"T1","yes"
